"","grid.cell","pred_FCI","FCI.se","grade"
"1",1,39.0629069241771,6.52164051144562,"D"
"2",2,38.2050128472247,6.61616486986368,"D"
"3",3,37.9924862111968,6.64171000224074,"D"
"4",4,35.5659398493267,6.96886570077084,"D"
"5",5,31.2513669990813,7.76997502170843,"D"
"6",6,29.4939517212363,8.19809518855933,"D"
"7",7,29.1758377054001,8.28121516936991,"D"
"8",8,29.4689387387327,8.20472385328944,"D"
"9",9,29.4459658273084,8.21142665556377,"D"
"10",10,30.0495800012867,8.06088134408432,"D"
"11",11,31.5706706719972,7.70960220419497,"D"
"12",12,31.3581487611507,7.75546087789217,"D"
"13",13,32.4349386627292,7.52907708386499,"D"
"14",14,32.7263314424374,7.47160521679628,"D"
"15",15,32.7087040946046,7.46841348322249,"D"
"16",16,34.2743526003981,7.17137470908935,"D"
"17",17,34.847201395948,7.07669009013207,"D"
"18",18,34.6004560222642,7.12171811676484,"D"
"19",19,33.7328949680701,7.26387981912557,"D"
"20",20,33.7576086664292,7.24643862004991,"D"
"21",21,32.6893969363171,7.43852211070443,"D"
"22",22,31.5157910554579,7.68178038407812,"D"
"23",23,31.2571676458347,7.73687078402319,"D"
"24",24,30.669889586435,7.87883072068515,"D"
"25",25,29.9572167226846,8.06306857272812,"D"
"26",26,29.9266401140545,8.077108947232,"D"
"27",27,29.3604717960768,8.2274972267907,"D"
"28",28,29.3840888099672,8.22335713896885,"D"
"29",29,30.6815751939867,7.90384482766452,"D"
"30",30,29.9008272438803,8.09321225192228,"D"
"31",31,29.6088164110085,8.16931478808525,"D"
"32",32,29.1172586110176,8.2963884524592,"D"
"33",33,29.1173108397294,8.29682147388839,"D"
"34",34,29.7786423609543,8.12751412540237,"D"
"35",35,28.6044806565752,8.43497063259513,"D"
"36",36,28.3734604721151,8.4936817619927,"D"
"37",37,28.860680694832,8.36467127750818,"D"
"38",38,28.2494344239507,8.53472319141416,"D"
"39",39,28.5802585107037,8.44067268162352,"D"
"40",40,28.6632498192597,8.41692833693314,"D"
