"","grid.cell","pred_FCI","FCI.se","grade"
"1",19337,63.0821747357523,2.1949382228843,"B"
"2",19338,63.0821747357523,2.1949382228843,"B"
"3",19339,63.0821747357523,2.1949382228843,"B"
"4",19646,63.0821747357523,2.1949382228843,"B"
"5",19647,63.0821747357523,2.1949382228843,"B"
"6",19648,63.0821747357523,2.1949382228843,"B"
"7",19922,63.0821747357523,2.1949382228843,"B"
"8",19923,63.0821747357523,2.1949382228843,"B"
"9",19924,63.0821747357523,2.1949382228843,"B"
"10",20181,63.0821747357523,2.1949382228843,"B"
"11",20182,63.0821747357523,2.1949382228843,"B"
"12",20183,63.0821747357523,2.1949382228843,"B"
"13",20420,63.0821747357523,2.1949382228843,"B"
"14",20421,63.0821747357523,2.1949382228843,"B"
"15",20422,63.0821747357523,2.1949382228843,"B"
"16",20434,63.4439211267802,2.28384104463864,"B"
"17",20649,63.0821747357523,2.1949382228843,"B"
"18",20650,63.0821747357523,2.1949382228843,"B"
"19",20651,63.0821747357523,2.1949382228843,"B"
"20",20663,63.4439211267802,2.28384104463864,"B"
"21",20681,63.4439211267802,2.28384104463864,"B"
"22",20843,63.0821747357523,2.1949382228843,"B"
"23",20844,63.0821747357523,2.1949382228843,"B"
"24",20845,63.0821747357523,2.1949382228843,"B"
"25",20853,63.0821747357523,2.1949382228843,"B"
"26",20854,63.0821747357523,2.1949382228843,"B"
"27",20855,63.0821747357523,2.1949382228843,"B"
"28",20867,63.4439211267802,2.28384104463864,"B"
"29",20881,63.4439211267802,2.28384104463864,"B"
"30",20882,63.4439211267802,2.28384104463864,"B"
"31",21022,63.0821747357523,2.1949382228843,"B"
"32",21023,63.0821747357523,2.1949382228843,"B"
"33",21024,63.0821747357523,2.1949382228843,"B"
"34",21029,63.0821747357523,2.1949382228843,"B"
"35",21030,63.0821747357523,2.1949382228843,"B"
"36",21031,63.0821747357523,2.1949382228843,"B"
"37",21044,63.4439211267802,2.28384104463864,"B"
"38",21052,63.4439211267802,2.28384104463864,"B"
"39",21053,63.4439211267802,2.28384104463864,"B"
"40",21169,63.0821747357523,2.1949382228843,"B"
"41",21170,63.0821747357523,2.1949382228843,"B"
"42",21171,63.0821747357523,2.1949382228843,"B"
"43",21177,63.0821747357523,2.1949382228843,"B"
"44",21178,63.0821747357523,2.1949382228843,"B"
"45",21179,63.0821747357523,2.1949382228843,"B"
"46",21185,63.4439211267802,2.28384104463864,"B"
"47",21191,63.4439211267802,2.28384104463864,"B"
"48",21192,63.4439211267802,2.28384104463864,"B"
"49",21294,63.0821747357523,2.1949382228843,"B"
"50",21295,63.0821747357523,2.1949382228843,"B"
"51",21296,63.0821747357523,2.1949382228843,"B"
"52",21302,63.0821747357523,2.1949382228843,"B"
"53",21303,63.0821747357523,2.1949382228843,"B"
"54",21304,63.0821747357523,2.1949382228843,"B"
"55",21305,63.0821747357523,2.1949382228843,"B"
"56",21306,63.0821747357523,2.1949382228843,"B"
"57",21311,63.4439211267802,2.28384104463864,"B"
"58",21312,63.4439211267802,2.28384104463864,"B"
"59",21313,63.4439211267802,2.28384104463864,"B"
"60",21410,63.0821747357523,2.1949382228843,"B"
"61",21411,63.0821747357523,2.1949382228843,"B"
"62",21412,63.0821747357523,2.1949382228843,"B"
"63",21418,63.0821747357523,2.1949382228843,"B"
"64",21419,63.0821747357523,2.1949382228843,"B"
"65",21420,63.0821747357523,2.1949382228843,"B"
"66",21421,63.0821747357523,2.1949382228843,"B"
"67",21422,63.0821747357523,2.1949382228843,"B"
"68",21423,63.0821747357523,2.1949382228843,"B"
"69",21424,63.0821747357523,2.1949382228843,"B"
"70",21425,63.0821747357523,2.1949382228843,"B"
"71",21426,63.0821747357523,2.1949382228843,"B"
"72",21429,63.4439211267802,2.28384104463864,"B"
"73",21430,63.4439211267802,2.28384104463864,"B"
"74",21431,63.4439211267802,2.28384104463864,"B"
"75",21518,63.0821747357523,2.1949382228843,"B"
"76",21519,63.0821747357523,2.1949382228843,"B"
"77",21520,63.0821747357523,2.1949382228843,"B"
"78",21525,63.0821747357523,2.1949382228843,"B"
"79",21526,63.0821747357523,2.1949382228843,"B"
"80",21527,63.0821747357523,2.1949382228843,"B"
"81",21528,63.0821747357523,2.1949382228843,"B"
"82",21529,63.0821747357523,2.1949382228843,"B"
"83",21530,63.0821747357523,2.1949382228843,"B"
"84",21531,63.0821747357523,2.1949382228843,"B"
"85",21532,63.0821747357523,2.1949382228843,"B"
"86",21533,63.0821747357523,2.1949382228843,"B"
"87",21534,63.0821747357523,2.1949382228843,"B"
"88",21535,63.0821747357523,2.1949382228843,"B"
"89",21536,63.0821747357523,2.1949382228843,"B"
"90",21538,63.4439211267802,2.28384104463864,"B"
"91",21539,63.4439211267802,2.28384104463864,"B"
"92",21540,63.4439211267802,2.28384104463864,"B"
"93",21607,63.0821747357523,2.1949382228843,"B"
"94",21608,63.0821747357523,2.1949382228843,"B"
"95",21609,63.0821747357523,2.1949382228843,"B"
"96",21614,63.0821747357523,2.1949382228843,"B"
"97",21615,63.0821747357523,2.1949382228843,"B"
"98",21616,63.0821747357523,2.1949382228843,"B"
"99",21617,63.0821747357523,2.1949382228843,"B"
"100",21619,63.4439211267802,2.28384104463864,"B"
"101",21620,63.4439211267802,2.28384104463864,"B"
"102",21657,63.0821747357523,2.1949382228843,"B"
"103",21658,63.0821747357523,2.1949382228843,"B"
"104",21659,63.0821747357523,2.1949382228843,"B"
"105",21664,63.0821747357523,2.1949382228843,"B"
"106",21665,63.0821747357523,2.1949382228843,"B"
