Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top),Age (Bottom),Age (top),NH4 (Bottom),NH4 (top)
07/01/2017 00:00:04,2,1.1490,1.0799,1.1145,26.3591,26.3341,37.4376,37.4387,5.9065,5.9136,24.9168,24.9127,0.0024,0.0024
07/01/2017 02:00:02,2,1.1406,1.0714,1.1060,26.0426,26.0122,37.4221,37.4228,5.8091,5.8175,24.7533,24.7424,0.0024,0.0024
07/01/2017 04:00:07,2,1.1286,1.0595,1.0940,25.6611,25.6292,37.3863,37.3871,5.7999,5.8098,24.4127,24.4011,0.0024,0.0024
07/01/2017 06:00:06,2,1.1141,1.0450,1.0795,25.3327,25.3067,37.3606,37.3617,5.8152,5.8272,24.2445,24.2423,0.0024,0.0024
07/01/2017 08:00:02,2,1.1041,1.0349,1.0695,25.2899,25.3054,37.3548,37.3585,6.0060,6.0077,24.3130,24.3139,0.0024,0.0024
07/01/2017 10:00:05,2,1.0906,1.0217,1.0562,25.5739,26.0313,37.3605,37.3779,6.7956,6.3523,24.5053,24.5943,0.0024,0.0023
07/01/2017 12:00:02,2,1.0823,1.0133,1.0478,25.7619,28.1208,37.3661,37.5046,8.3655,6.5338,24.7171,26.1182,0.0025,0.0022
07/01/2017 14:00:08,2,1.0817,1.0128,1.0472,25.9474,31.1963,37.3675,37.6612,9.8340,6.6100,24.9075,28.2700,0.0025,0.0020
07/01/2017 16:00:04,2,1.0755,1.0065,1.0410,26.1436,32.7634,37.3650,37.8322,11.2020,6.5316,25.0680,29.6346,0.0025,0.0020
07/01/2017 18:00:04,2,1.1097,1.0404,1.0750,26.4050,31.7843,37.3812,37.7196,10.5896,6.5558,25.7994,28.5919,0.0023,0.0020
07/01/2017 20:00:06,2,1.1433,1.0741,1.1087,26.6011,30.5209,37.4071,37.6298,8.9246,6.4495,26.5347,26.4924,0.0023,0.0022
07/01/2017 22:00:03,2,1.1772,1.1082,1.1427,26.9214,29.9217,37.4279,37.5967,7.3045,6.4975,26.7098,25.8659,0.0024,0.0022
08/01/2017 00:00:04,2,1.1833,1.1141,1.1487,27.5042,29.3797,37.4554,37.5331,5.9622,6.5845,26.4578,25.0544,0.0025,0.0022
08/01/2017 02:00:02,2,1.1719,1.1029,1.1374,27.3686,28.5502,37.4464,37.3778,4.9271,6.6081,26.1374,23.3686,0.0027,0.0022
08/01/2017 04:00:08,2,1.1612,1.0922,1.1267,27.1846,27.9513,37.4333,37.2767,4.1390,6.6330,25.8176,22.5296,0.0030,0.0022
08/01/2017 06:00:05,2,1.1476,1.0785,1.1130,26.9858,27.4909,37.4041,37.2624,4.1109,6.5229,25.1503,22.6311,0.0030,0.0022
08/01/2017 08:00:06,2,1.1335,1.0645,1.0990,26.7553,27.2305,37.3759,37.2728,4.2534,6.3893,24.8496,23.0360,0.0031,0.0022
08/01/2017 10:00:05,2,1.1230,1.0540,1.0885,26.6007,27.8975,37.3735,37.3012,5.0497,6.4343,25.1664,23.2444,0.0032,0.0022
08/01/2017 12:00:04,2,1.1144,1.0453,1.0798,26.5210,28.1179,37.3638,37.3176,5.5929,6.4516,25.2979,23.4003,0.0032,0.0022
08/01/2017 14:00:01,2,1.1058,1.0366,1.0712,26.5093,27.5850,37.3447,37.3106,5.0963,6.5136,25.2011,23.5104,0.0032,0.0021
08/01/2017 16:00:03,2,1.0955,1.0262,1.0609,26.5790,26.9413,37.3242,37.3032,5.0472,6.2851,24.6539,23.7995,0.0029,0.0022
08/01/2017 18:00:07,2,1.1190,1.0496,1.0843,26.6048,26.5922,37.2794,37.2786,5.8577,5.9893,23.8797,23.8013,0.0024,0.0023
08/01/2017 20:00:08,2,1.1369,1.0679,1.1024,26.3892,26.3750,37.2822,37.2836,5.7710,5.7784,23.8881,23.8910,0.0023,0.0023
08/01/2017 22:00:07,2,1.1783,1.1093,1.1438,26.2246,26.2041,37.3041,37.3051,5.5260,5.5295,24.0872,24.0885,0.0023,0.0023
