Cell,Age,Oxy,Sal,Period
1,10.2820,211.8436,36.0976,2016-18
2,9.0880,212.5217,36.0847,2016-18
3,7.6343,213.3825,36.0645,2016-18
4,3.7920,215.9770,36.0167,2016-18
5,2.4090,216.7313,36.0072,2016-18
6,0.9566,217.0428,36.0017,2016-18
7,0.1728,217.1481,36.0001,2016-18
8,0.4904,217.1028,35.9994,2016-18
9,0.6226,217.0756,35.9990,2016-18
10,2.7722,216.9238,35.9946,2016-18
11,4.0056,216.8127,35.9912,2016-18
12,1.9570,216.9717,35.9960,2016-18
13,2.0190,216.9536,35.9959,2016-18
14,5.1278,216.7525,35.9907,2016-18
15,3.1716,216.9399,35.9952,2016-18
16,1.5629,217.0488,35.9991,2016-18
17,1.5807,217.0796,35.9983,2016-18
18,5.4146,216.9047,35.9895,2016-18
19,4.9536,216.9018,35.9887,2016-18
20,5.8072,216.8376,35.9845,2016-18
21,5.3762,216.8401,35.9832,2016-18
22,4.1477,216.8886,35.9853,2016-18
23,4.4222,216.8732,35.9832,2016-18
24,4.2843,216.8727,35.9823,2016-18
25,3.8154,216.8793,35.9834,2016-18
26,3.4732,216.9040,35.9844,2016-18
27,2.4455,216.9621,35.9892,2016-18
28,1.0986,217.0649,35.9949,2016-18
29,3.3644,216.9040,35.9829,2016-18
30,0.9282,217.0653,35.9960,2016-18
31,1.0620,217.0378,35.9953,2016-18
32,0.4286,217.0984,35.9988,2016-18
33,0.2604,217.1040,35.9996,2016-18
34,0.6470,217.0897,35.9979,2016-18
35,0.5771,217.0675,35.9988,2016-18
36,0.5286,217.0298,35.9990,2016-18
37,0.8347,216.9995,35.9971,2016-18
38,0.5884,217.0508,35.9985,2016-18
39,1.2129,217.0555,35.9957,2016-18
40,1.5763,217.0874,35.9921,2016-18
41,3.3884,217.0706,35.9780,2016-18
42,3.6027,216.9296,35.9745,2016-18
43,5.9796,216.4859,35.9529,2016-18
44,11.1478,210.7492,36.1323,2016-18
45,11.1021,210.6814,36.1426,2016-18
46,9.5417,212.0523,36.1056,2016-18
47,11.7878,211.0750,36.1208,2016-18
48,9.2966,212.7611,36.0986,2016-18
49,5.1733,215.6765,36.0306,2016-18
50,3.6889,216.5480,36.0094,2016-18
51,1.6758,217.0139,36.0003,2016-18
52,3.1828,216.8769,35.9972,2016-18
53,5.6575,216.6977,35.9955,2016-18
54,5.6882,216.7296,35.9899,2016-18
55,7.7446,216.5719,35.9892,2016-18
56,8.8187,216.5124,35.9936,2016-18
57,4.8501,216.8485,35.9938,2016-18
58,4.6526,216.9110,35.9940,2016-18
59,6.1922,216.8554,35.9912,2016-18
60,8.7291,216.7607,35.9796,2016-18
61,10.0079,216.6238,35.9884,2016-18
62,10.6586,216.6480,35.9837,2016-18
63,9.1877,216.7155,35.9737,2016-18
64,8.3504,216.6819,35.9726,2016-18
65,8.4676,216.6628,35.9691,2016-18
66,8.3008,216.5681,35.9675,2016-18
67,7.6005,216.5552,35.9682,2016-18
68,6.7929,216.6380,35.9687,2016-18
69,5.3778,216.7451,35.9745,2016-18
70,5.4163,216.7365,35.9727,2016-18
71,6.0545,216.7459,35.9675,2016-18
72,2.8102,216.9658,35.9858,2016-18
73,7.6101,216.4514,35.9614,2016-18
74,2.0270,217.0172,35.9905,2016-18
75,2.5958,216.9987,35.9867,2016-18
76,2.3597,217.0207,35.9887,2016-18
77,1.2514,217.0035,35.9947,2016-18
78,1.7644,217.0299,35.9906,2016-18
79,2.0855,217.1033,35.9888,2016-18
80,3.9054,217.0299,35.9751,2016-18
81,4.4287,217.0343,35.9704,2016-18
82,5.5483,216.9339,35.9576,2016-18
83,6.7426,216.8942,35.9528,2016-18
84,7.2259,216.8946,35.9463,2016-18
85,8.1211,216.0680,35.9356,2016-18
86,7.3452,216.7522,35.9411,2016-18
87,12.6087,208.7899,36.1956,2016-18
88,13.2325,208.5675,36.2088,2016-18
89,11.8599,210.2074,36.1627,2016-18
90,12.7994,209.3483,36.1751,2016-18
91,12.9748,208.0499,36.2173,2016-18
92,11.8835,210.7312,36.1582,2016-18
93,11.5600,211.4148,36.1386,2016-18
94,11.3905,212.1419,36.1161,2016-18
95,7.1187,214.9312,36.0475,2016-18
96,12.5409,210.3032,36.1750,2016-18
97,13.0733,210.0282,36.1812,2016-18
98,6.2332,216.2726,36.0086,2016-18
99,7.8534,216.4256,35.9970,2016-18
100,8.5148,215.7402,36.0187,2016-18
101,9.7741,216.2249,36.0010,2016-18
102,10.2947,216.3405,35.9979,2016-18
103,7.6532,216.6817,35.9928,2016-18
104,11.6015,216.0266,36.0083,2016-18
105,9.1726,216.4823,35.9944,2016-18
106,10.4361,216.4258,35.9920,2016-18
107,11.7192,216.5162,35.9784,2016-18
108,12.7662,216.0290,35.9965,2016-18
109,12.8559,216.2520,35.9896,2016-18
110,11.2446,216.3794,35.9716,2016-18
111,11.3177,216.1455,35.9678,2016-18
112,11.3397,215.4088,35.9669,2016-18
113,11.1044,214.9095,35.9677,2016-18
114,9.0971,216.0444,35.9626,2016-18
115,8.4090,216.2689,35.9622,2016-18
116,10.5828,214.8781,35.9618,2016-18
117,7.9859,216.3114,35.9597,2016-18
118,7.9884,216.5358,35.9561,2016-18
119,3.8828,216.9246,35.9794,2016-18
120,9.6382,215.5629,35.9578,2016-18
121,12.0306,213.8698,35.9620,2016-18
122,5.0346,216.8979,35.9713,2016-18
123,12.5190,213.4380,35.9661,2016-18
124,12.3396,213.6896,35.9623,2016-18
125,5.2653,216.8862,35.9687,2016-18
126,3.2060,216.9802,35.9825,2016-18
127,3.3135,216.9931,35.9805,2016-18
128,5.7089,216.9181,35.9637,2016-18
129,6.2398,216.8985,35.9590,2016-18
130,8.1086,216.7436,35.9465,2016-18
131,8.7668,216.7238,35.9359,2016-18
132,9.0412,216.6596,35.9325,2016-18
