Cell,Age,Oxy,Sal,Period
1,4.2696,227.5105,35.4638,2016-18
2,3.4010,228.3390,35.4689,2016-18
3,2.8234,228.8873,35.4735,2016-18
4,1.5155,230.5323,35.4731,2016-18
5,1.6445,231.2083,35.4513,2016-18
6,0.5260,231.1631,35.4872,2016-18
7,0.2540,231.1744,35.4947,2016-18
8,0.2705,231.2185,35.4947,2016-18
9,0.4201,231.3202,35.4909,2016-18
10,0.7804,231.4474,35.4833,2016-18
11,0.9815,231.4483,35.4793,2016-18
12,0.7193,231.4349,35.4851,2016-18
13,1.0024,231.5416,35.4785,2016-18
14,1.2516,231.5671,35.4730,2016-18
15,1.2041,231.5086,35.4750,2016-18
16,1.1399,231.5820,35.4740,2016-18
17,1.3004,231.6284,35.4721,2016-18
18,1.7274,231.7067,35.4602,2016-18
19,1.2396,231.5764,35.4720,2016-18
20,1.6026,231.5744,35.4659,2016-18
21,1.7907,231.6095,35.4597,2016-18
22,1.8024,231.6320,35.4598,2016-18
23,1.7661,231.6326,35.4619,2016-18
24,1.7592,231.6384,35.4630,2016-18
25,1.8026,231.6276,35.4604,2016-18
26,1.8634,231.5961,35.4602,2016-18
27,1.7788,231.6354,35.4630,2016-18
28,1.7938,231.5331,35.4630,2016-18
29,2.3017,231.6921,35.4502,2016-18
30,1.6537,231.4280,35.4668,2016-18
31,1.7566,231.4430,35.4653,2016-18
32,1.3296,231.3269,35.4753,2016-18
33,1.5618,231.3855,35.4658,2016-18
34,2.2337,231.5476,35.4514,2016-18
35,1.7054,231.3313,35.4639,2016-18
36,0.5813,231.1958,35.4875,2016-18
37,1.6888,231.3363,35.4631,2016-18
38,0.8288,231.2712,35.4843,2016-18
39,1.7073,231.5103,35.4647,2016-18
40,4.4668,231.9993,35.4114,2016-18
41,5.9072,231.9042,35.3927,2016-18
42,4.7177,231.5957,35.4209,2016-18
43,5.5426,230.6618,35.4270,2016-18
44,4.5847,227.1053,35.4559,2016-18
45,3.4784,228.1921,35.4677,2016-18
46,3.0429,228.7171,35.4690,2016-18
47,5.2739,226.6054,35.4484,2016-18
48,2.3447,229.6968,35.4670,2016-18
49,1.7004,230.4050,35.4717,2016-18
50,1.1631,231.0928,35.4764,2016-18
51,0.4670,231.2180,35.4902,2016-18
52,1.1804,231.4267,35.4748,2016-18
53,1.7157,231.4204,35.4653,2016-18
54,1.3946,231.4734,35.4705,2016-18
55,1.8763,231.4915,35.4613,2016-18
56,2.5084,231.4771,35.4464,2016-18
57,1.9409,231.5898,35.4577,2016-18
58,1.9148,231.7313,35.4536,2016-18
59,2.3030,231.7497,35.4478,2016-18
60,2.5353,231.7699,35.4399,2016-18
61,2.8507,231.7693,35.4345,2016-18
62,3.2004,231.7732,35.4279,2016-18
63,2.8486,231.7342,35.4333,2016-18
64,2.9849,231.6925,35.4319,2016-18
65,2.9797,231.6589,35.4323,2016-18
66,2.9620,231.6264,35.4326,2016-18
67,2.9760,231.7032,35.4316,2016-18
68,3.0272,231.7773,35.4316,2016-18
69,3.0405,231.8883,35.4279,2016-18
70,3.0853,231.8153,35.4287,2016-18
71,3.3773,231.7058,35.4199,2016-18
72,2.6672,231.5875,35.4446,2016-18
73,4.1006,231.6906,35.4028,2016-18
74,2.8889,231.6656,35.4388,2016-18
75,4.0525,231.7782,35.4109,2016-18
76,4.0458,231.9473,35.4071,2016-18
77,3.1012,231.6580,35.4299,2016-18
78,3.2251,231.7278,35.4271,2016-18
79,3.0928,231.7654,35.4356,2016-18
80,5.1859,231.2732,35.4064,2016-18
81,5.9270,231.3022,35.3943,2016-18
82,5.4216,229.5730,35.4262,2016-18
83,5.8638,228.8289,35.4154,2016-18
84,5.5014,228.6845,35.4215,2016-18
85,4.5692,229.4601,35.4466,2016-18
86,4.9617,228.6077,35.4340,2016-18
87,4.6144,226.9544,35.4536,2016-18
88,3.5676,227.9112,35.4695,2016-18
89,3.2647,228.3323,35.4710,2016-18
90,5.6230,226.0577,35.4425,2016-18
91,4.8212,226.7500,35.4498,2016-18
92,2.9175,229.1720,35.4597,2016-18
93,2.3897,229.5678,35.4669,2016-18
94,1.9781,230.1863,35.4689,2016-18
95,1.5453,230.8124,35.4715,2016-18
96,2.9438,229.0546,35.4603,2016-18
97,2.7532,229.2433,35.4608,2016-18
98,2.3806,231.1249,35.4527,2016-18
99,2.5179,231.2462,35.4500,2016-18
100,2.9427,230.4475,35.4500,2016-18
101,3.0857,230.9798,35.4425,2016-18
102,2.9982,231.2067,35.4420,2016-18
103,2.7069,231.5804,35.4420,2016-18
104,3.4673,230.5120,35.4439,2016-18
105,3.2104,231.2337,35.4374,2016-18
106,3.2847,231.5845,35.4289,2016-18
107,3.6955,231.6270,35.4167,2016-18
108,3.7942,231.0668,35.4245,2016-18
109,3.9964,231.2785,35.4180,2016-18
110,3.9355,231.5440,35.4108,2016-18
111,4.0195,231.3845,35.4116,2016-18
112,4.0567,231.4582,35.4094,2016-18
113,4.0388,231.6214,35.4071,2016-18
114,3.7086,231.7704,35.4144,2016-18
115,3.7086,231.8641,35.4112,2016-18
116,4.6670,231.6798,35.3842,2016-18
117,4.7342,231.0241,35.4066,2016-18
118,4.8207,230.7113,35.4180,2016-18
119,4.0373,231.4621,35.4153,2016-18
