Cell,Age,Oxy,Sal,Period
1,1.7320,227.3309,35.7914,2016-18
2,0.3560,227.8934,35.7979,2016-18
3,0.0473,227.9650,35.7996,2016-18
4,0.0550,227.9549,35.8001,2016-18
5,0.0504,227.9540,35.8002,2016-18
6,0.0759,227.9429,35.8002,2016-18
7,0.0673,227.9421,35.8000,2016-18
8,0.0999,227.9310,35.8001,2016-18
9,0.1540,227.9148,35.8003,2016-18
10,0.2456,227.9195,35.8013,2016-18
11,0.4080,227.9617,35.8009,2016-18
12,0.3943,227.9597,35.8009,2016-18
13,0.4943,227.9020,35.7997,2016-18
14,0.7362,227.8046,35.7994,2016-18
15,0.9037,227.7868,35.7975,2016-18
16,1.1306,227.8190,35.7973,2016-18
17,1.2034,227.7661,35.7974,2016-18
18,1.4565,227.7054,35.7966,2016-18
19,1.2956,227.7204,35.7973,2016-18
20,1.4773,227.6745,35.7961,2016-18
21,1.6515,227.6288,35.7954,2016-18
22,2.0275,227.6202,35.7942,2016-18
23,2.2848,227.5710,35.7931,2016-18
24,2.5006,227.5282,35.7921,2016-18
25,2.5095,227.5595,35.7909,2016-18
26,2.0318,227.7310,35.7918,2016-18
27,1.1721,227.8449,35.7947,2016-18
28,0.4436,227.9114,35.7979,2016-18
29,2.0013,227.5926,35.7911,2016-18
30,0.5943,227.8767,35.7973,2016-18
31,0.6389,227.8556,35.7972,2016-18
32,0.1245,227.9424,35.7993,2016-18
33,0.1245,227.9413,35.7993,2016-18
34,0.4954,227.8832,35.7976,2016-18
35,0.7238,227.8670,35.7959,2016-18
36,0.3616,227.9079,35.7979,2016-18
37,0.4308,227.8961,35.7976,2016-18
38,0.6680,227.8705,35.7959,2016-18
39,3.2239,227.3292,35.7834,2016-18
40,3.5890,227.1348,35.7825,2016-18
41,5.8663,226.4660,35.7731,2016-18
42,5.2214,226.5867,35.7753,2016-18
43,6.3786,226.3395,35.7672,2016-18
44,1.4413,227.3057,35.7951,2016-18
45,0.5922,227.8628,35.7966,2016-18
46,0.4652,227.8824,35.7973,2016-18
47,1.5533,227.1949,35.7939,2016-18
48,0.3657,227.8962,35.7981,2016-18
49,0.1096,227.9409,35.8001,2016-18
50,0.1549,227.9254,35.8008,2016-18
51,0.1450,227.9188,35.8007,2016-18
52,0.2282,227.9279,35.8009,2016-18
53,0.3767,227.9571,35.8005,2016-18
54,0.4382,227.9716,35.8003,2016-18
55,0.7554,227.8287,35.7991,2016-18
56,1.0957,227.8718,35.7964,2016-18
57,1.1120,227.8556,35.7969,2016-18
58,1.3259,227.8033,35.7962,2016-18
59,1.5384,227.6505,35.7958,2016-18
60,1.7145,227.6402,35.7947,2016-18
61,1.7174,227.6124,35.7942,2016-18
62,1.8379,227.5876,35.7933,2016-18
63,1.9052,227.5869,35.7938,2016-18
64,2.3673,227.5815,35.7922,2016-18
65,2.7485,227.5077,35.7911,2016-18
66,3.1136,227.4318,35.7892,2016-18
67,3.3779,227.3698,35.7874,2016-18
68,3.2841,227.3732,35.7866,2016-18
69,2.8750,227.4319,35.7872,2016-18
70,2.9559,227.3170,35.7873,2016-18
71,3.6117,227.1792,35.7834,2016-18
72,2.1432,227.5573,35.7904,2016-18
73,4.3001,226.9879,35.7819,2016-18
74,1.4311,227.7134,35.7935,2016-18
75,2.6781,227.3811,35.7884,2016-18
76,3.0839,227.4778,35.7844,2016-18
77,1.2121,227.8121,35.7930,2016-18
