"","grid.cell","pred_FCI","FCI.se","grade"
"1",1,29.0254644037479,8.39440356943584,"D"
"2",2,28.1501848520994,8.63247317794765,"D"
"3",3,27.5818293727912,8.79429853584819,"D"
"4",4,27.5780544506561,8.79448960005491,"D"
"5",5,27.5774501515999,8.79443565275881,"D"
"6",6,27.5942567676666,8.78879173880518,"D"
"7",7,27.6088892081129,8.78370262807368,"D"
"8",8,27.6312071114373,8.77635619374519,"D"
"9",9,27.6748453535927,8.76258552332574,"D"
"10",10,27.726194846384,8.74761428528011,"D"
"11",11,27.8272778622294,8.71850274401503,"D"
"12",12,27.8272567729836,8.71894255368567,"D"
"13",13,27.992188581544,8.67046995859952,"D"
"14",14,28.047912519237,8.65430896427166,"D"
"15",15,28.1148423326967,8.63505651809945,"D"
"16",16,28.2505255698073,8.59731421544974,"D"
"17",17,28.4240977522875,8.54906995583561,"D"
"18",18,28.4779154310185,8.53463838078312,"D"
"19",19,28.5102751971584,8.52528946812957,"D"
"20",20,28.6548965247489,8.48662977791548,"D"
"21",21,28.7889552594276,8.44994511868734,"D"
"22",22,28.9226470884383,8.41173326859884,"D"
"23",23,28.9573272239416,8.39734219173725,"D"
"24",24,28.8312295072826,8.42891630988949,"D"
"25",25,28.616777598963,8.48740470659328,"D"
"26",26,28.4475982446754,8.53575534265932,"D"
"27",27,28.0576336421469,8.65074218296114,"D"
"28",28,27.804352022234,8.72554489666928,"D"
"29",29,29.0670560723267,8.34588941935419,"D"
"30",30,28.2678130108077,8.58115667908062,"D"
"31",31,28.6842135143239,8.45809685169461,"D"
"32",32,27.7279381088498,8.74772480210402,"D"
"33",33,27.731414688081,8.74660543539001,"D"
"34",34,28.3743838030065,8.55046528979789,"D"
"35",35,28.8128736603148,8.42518946742148,"D"
"36",36,28.2793570492799,8.58064446249933,"D"
"37",37,29.4781852235591,8.2388615289257,"D"
"38",38,28.8592137141562,8.41331708986792,"D"
"39",39,30.1484572934287,8.06166096979296,"D"
"40",40,30.732921248087,7.90978548738854,"D"
"41",41,31.8610048299232,7.63920649488564,"D"
"42",42,31.4615854965171,7.71745034796964,"D"
"43",43,32.8539645141555,7.38359397527214,"D"
"44",44,29.1344042029114,8.36527256089487,"D"
"45",45,28.2051790108347,8.61578729120439,"D"
"46",46,28.1330993766,8.63675567694068,"D"
"47",47,29.4286970968175,8.28959022725887,"D"
"48",48,27.8744461780914,8.70793650121417,"D"
"49",49,27.6139166506971,8.78283272104368,"D"
"50",50,27.6410420428471,8.77387720281927,"D"
"51",51,27.6522742172261,8.76969600503248,"D"
"52",52,27.7144254127485,8.75134956789462,"D"
"53",53,27.7832259348104,8.73057932488697,"D"
"54",54,27.8560484189617,8.70945207061447,"D"
"55",55,27.9610642179611,8.67764726651796,"D"
"56",56,28.0466392324397,8.65665673953572,"D"
"57",57,28.1251775533973,8.63382322713354,"D"
"58",58,28.2363123815267,8.60215105005409,"D"
"59",59,28.3434982035015,8.57271271486387,"D"
"60",60,28.621871360652,8.49614879534183,"D"
"61",61,28.3501321790609,8.57089189701406,"D"
"62",62,28.5509676247171,8.51557372039152,"D"
"63",63,28.7530953771274,8.46030904327763,"D"
"64",64,28.9324469179302,8.40944898577891,"D"
"65",65,29.0832591953607,8.35898726596333,"D"
"66",66,29.1690213488125,8.32953649727281,"D"
"67",67,29.1399499204232,8.33568698512152,"D"
"68",68,29.0850476210448,8.35089492303134,"D"
"69",69,29.0088749124563,8.36870339864246,"D"
"70",70,29.6074741816374,8.20308960089792,"D"
"71",71,30.0904296093505,8.07262545358589,"D"
"72",72,29.8400664047054,8.13534257649654,"D"
"73",73,29.9806258189811,8.11003469206328,"D"
"74",74,29.793455796776,8.14777150615881,"D"
"75",75,30.635921689887,7.93165941346501,"D"
"76",76,30.8173033899079,7.89390774744143,"D"
"77",77,30.1511370577835,8.06002257672485,"D"
"78",78,31.0828588980845,7.82984448881129,"D"
"79",79,31.3873185642232,7.75790705225675,"D"
"80",80,32.0882160126292,7.59739036773107,"D"
"81",81,32.6516483050533,7.4710511026771,"D"
"82",82,32.93287596714,7.38926022589893,"D"
"83",83,33.2977341245616,7.33391038741254,"D"
"84",84,33.6003378746849,7.26700657630469,"D"
"85",85,33.9934277653134,7.13389405301326,"D"
"86",86,33.6788664225421,7.22605018963334,"D"
"87",87,29.0517854897414,8.38747164136481,"D"
"88",88,28.2123589012909,8.61125217233249,"D"
"89",89,28.1192315489684,8.63919463226249,"D"
"90",90,29.4618189396607,8.28172799270749,"D"
"91",91,29.1048451721498,8.37328897914675,"D"
"92",92,28.0316234014644,8.66236252663399,"D"
"93",93,27.8642437579374,8.71023188349807,"D"
"94",94,27.8569747527799,8.71096952933154,"D"
"95",95,27.7031886854269,8.75469471999537,"D"
"96",96,28.0561152044987,8.65406217357735,"D"
"97",97,27.9236771771247,8.69250986132032,"D"
"98",98,27.7745212809702,8.73261931425824,"D"
"99",99,27.8997094250071,8.6969295035986,"D"
"100",100,27.9003141469105,8.69484387119106,"D"
"101",101,27.9931346430068,8.67103167323827,"D"
"102",102,28.109523220737,8.63749591847969,"D"
"103",103,28.2050938159498,8.61207048615756,"D"
"104",104,28.1143768778572,8.63677341389698,"D"
"105",105,28.2597290953391,8.59663990680192,"D"
"106",106,28.3527208774806,8.57130774350531,"D"
"107",107,28.6119766555533,8.49866769773308,"D"
"108",108,28.4476656829831,8.54684793344109,"D"
"109",109,28.5124194638363,8.52658934793775,"D"
"110",110,28.8037614700891,8.44303285899164,"D"
"111",111,28.9905270069644,8.37941385511979,"D"
"112",112,29.2546052881509,8.30442522895314,"D"
"113",113,29.4144551501678,8.26184241227526,"D"
"114",114,29.2591112074406,8.30546714047305,"D"
"115",115,29.1608609574487,8.32919019262775,"D"
"116",116,29.5236751966454,8.23435825519289,"D"
"117",117,30.6603982717229,7.93310001713786,"D"
"118",118,31.0296363293286,7.84130979280565,"D"
"119",119,30.7411699673424,7.90763730639009,"D"
"120",120,30.3421673110234,8.02343817819837,"D"
"121",121,30.7451623549393,7.91711859184292,"D"
"122",122,31.0858316869733,7.81913937280285,"D"
"123",123,29.8372132130675,8.15528214962566,"D"
"124",124,30.2242224003789,8.0572129735571,"D"
"125",125,31.5848241423571,7.70193410728329,"D"
"126",126,31.2661354593318,7.78523097595466,"D"
"127",127,31.6943503277485,7.68438627262659,"D"
"128",128,32.2905895672051,7.55034871923555,"D"
"129",129,32.7586792449663,7.45148393712269,"D"
"130",130,33.1802793392606,7.36342062445606,"D"
"131",131,34.0851450574618,7.17267050707358,"D"
"132",132,34.1802141967141,7.14526218497042,"D"
"133",133,33.8278472981238,7.22985850787468,"D"
"134",134,33.6669694598225,7.2671117306211,"D"
"135",135,34.8386681406393,6.9626194747771,"D"
"136",136,34.3164420016632,7.09478054948204,"D"
"137",137,34.6790037355206,7.04642500338606,"D"
"138",138,28.3396997559812,8.57527556891024,"D"
"139",139,28.2956438932089,8.58691420728836,"D"
"140",140,28.1427122748409,8.62924682034766,"D"
"141",141,28.4461731821848,8.54479371613016,"D"
"142",142,28.388725931951,8.56042386640201,"D"
"143",143,29.5406359968885,8.26269193026801,"D"
"144",144,29.2008914830608,8.34912042241701,"D"
"145",145,28.8006648381864,8.44954857389465,"D"
"146",146,27.9608801803123,8.68149070680729,"D"
"147",147,27.9220808772181,8.69170811206027,"D"
"148",148,27.8946496393994,8.69903306631941,"D"
