Cell,Age,Oxy,Sal,Hypoxia,Period
21750,28.8478,7.8598,16.8057,0.0000,2016-18
21765,28.6093,7.3521,16.7751,0.0000,2016-18
21780,28.3440,6.8684,16.7933,0.0000,2016-18
21789,32.9410,6.5043,20.2844,0.0000,2016-18
21790,33.3825,6.5224,20.5476,0.0000,2016-18
21791,34.0180,6.5235,20.9103,0.0000,2016-18
21792,34.2065,6.5037,21.0209,0.0000,2016-18
21795,27.9323,6.3056,16.9006,0.0000,2016-18
21804,32.9409,6.4555,20.2846,0.0000,2016-18
21805,33.3818,6.4833,20.5421,0.0000,2016-18
21806,33.8782,6.4907,20.8258,0.0000,2016-18
21807,33.9195,6.4777,20.8553,0.0000,2016-18
21810,27.6193,6.2275,17.2083,0.0000,2016-18
21811,27.6490,6.3497,17.3898,0.0000,2016-18
21812,27.2503,6.0081,17.0552,0.0000,2016-18
21821,32.7525,6.4128,20.1792,0.0000,2016-18
21822,33.1184,6.4443,20.3907,0.0000,2016-18
21823,33.4653,6.4606,20.5909,0.0000,2016-18
21824,33.4011,6.4576,20.5622,0.0000,2016-18
21827,27.5815,6.2237,17.3253,0.0000,2016-18
21828,28.0172,6.3357,17.5907,0.0000,2016-18
21829,27.1574,6.0257,17.1002,0.0000,2016-18
21830,30.2539,6.4205,18.8220,0.0000,2016-18
21831,29.9927,6.4099,18.6694,0.0000,2016-18
21832,26.8057,5.7858,16.8635,0.0000,2016-18
21833,26.5641,5.7835,16.8022,0.0000,2016-18
21842,31.5074,6.4023,19.4827,0.0000,2016-18
21843,31.6498,6.4297,19.5683,0.0000,2016-18
21844,31.9161,6.4417,19.7249,0.0000,2016-18
21845,32.0254,6.4459,19.8002,0.0000,2016-18
21848,27.5890,6.1908,17.3568,0.0000,2016-18
21849,28.1408,6.3046,17.6599,0.0000,2016-18
21850,27.0494,5.9992,17.0820,0.0000,2016-18
21851,29.7453,6.3981,18.5268,0.0000,2016-18
21852,26.4171,5.7816,16.7611,0.0000,2016-18
21853,30.9223,6.4363,19.1936,0.0000,2016-18
21854,30.8907,6.4272,19.1602,0.0000,2016-18
21855,30.6331,6.4215,19.0080,0.0000,2016-18
21856,26.3811,5.6256,16.6692,0.0000,2016-18
21857,25.9941,5.6076,16.5151,0.0000,2016-18
21858,25.8077,5.6107,16.4445,0.0000,2016-18
21867,30.6346,6.4017,19.0041,0.0000,2016-18
21868,30.4559,6.3704,18.9076,0.0000,2016-18
21871,27.4983,6.0913,17.3339,0.0000,2016-18
21872,28.1144,6.2291,17.6541,0.0000,2016-18
21873,26.7232,5.8785,16.9400,0.0000,2016-18
21874,29.7193,6.3792,18.5108,0.0000,2016-18
21875,26.0694,5.6885,16.6032,0.0000,2016-18
21876,25.5299,5.5631,16.3136,0.0000,2016-18
21877,25.5817,5.5761,16.2571,0.0000,2016-18
21878,25.2986,5.5544,16.1354,0.0000,2016-18
21879,25.1002,5.5453,16.0535,0.0000,2016-18
21880,24.7207,5.5295,15.8564,0.0000,2016-18
21889,29.4628,6.3538,18.3705,0.0000,2016-18
21890,30.1714,6.3309,18.7557,0.0000,2016-18
21891,29.3253,6.3356,18.2966,0.0000,2016-18
21897,23.4628,5.5900,15.1477,0.0000,2016-18
21906,29.0222,6.2949,18.1362,0.0000,2016-18
21907,29.8707,6.2861,18.5975,0.0000,2016-18
21922,28.4907,6.2029,17.8641,0.0000,2016-18
21923,29.3200,6.1976,18.3142,0.0000,2016-18
21936,27.8685,6.0864,17.5537,0.0000,2016-18
21937,28.6511,6.0862,17.9771,0.0000,2016-18
21950,27.1321,5.9445,17.1943,0.0000,2016-18
21951,27.8769,5.9494,17.5957,0.0000,2016-18
21965,26.4406,5.8014,16.8669,0.0000,2016-18
21966,27.1375,5.8089,17.2411,0.0000,2016-18
21982,25.8928,5.6834,16.6169,0.0000,2016-18
21983,26.4728,5.6771,16.9319,0.0000,2016-18
21998,25.4312,5.5981,16.4099,0.0000,2016-18
21999,25.9368,5.5581,16.6960,0.0000,2016-18
22013,25.0999,5.5489,16.2666,0.0000,2016-18
22014,25.5334,5.4789,16.5258,0.0000,2016-18
22016,18.4922,6.1507,12.3336,0.0000,2016-18
22017,19.0665,6.0664,12.6475,0.0000,2016-18
22018,19.2859,6.0208,12.7800,0.0000,2016-18
22019,19.6930,5.9266,13.0285,0.0000,2016-18
22028,24.9034,5.5261,16.1904,0.0000,2016-18
22029,25.2810,5.4427,16.4256,0.0000,2016-18
22031,18.2456,6.2594,12.1665,0.0000,2016-18
22032,18.8355,6.1753,12.4857,0.0000,2016-18
22033,19.1491,6.0921,12.6815,0.0000,2016-18
22034,19.5834,5.9823,12.9473,0.0000,2016-18
22043,24.8357,5.5105,16.1780,0.0000,2016-18
22044,25.1855,5.4299,16.3998,0.0000,2016-18
22046,18.9126,6.3827,12.4120,0.0000,2016-18
22047,19.0583,6.2383,12.5668,0.0000,2016-18
22048,18.6457,6.4656,12.2430,0.0000,2016-18
22049,19.2402,6.1303,12.7137,0.0000,2016-18
22050,19.5864,6.0217,12.9346,0.0000,2016-18
22057,24.8201,5.5019,16.1897,0.0000,2016-18
22058,25.1970,5.4206,16.4274,0.0000,2016-18
22060,19.0752,6.2092,12.6121,0.0000,2016-18
22061,18.8973,6.1745,12.5635,0.0000,2016-18
22062,19.2799,6.2506,12.6675,0.0000,2016-18
22063,18.9821,6.1262,12.6184,0.0000,2016-18
22064,18.7963,6.5024,12.2865,0.0000,2016-18
22065,18.8408,6.3209,12.4286,0.0000,2016-18
22066,19.3570,6.0465,12.8228,0.0000,2016-18
22071,24.6368,5.5485,16.0835,0.0000,2016-18
22072,24.9721,5.4875,16.2894,0.0000,2016-18
22074,18.4427,6.1789,12.3782,0.0000,2016-18
22075,18.4517,6.1732,12.3946,0.0000,2016-18
22076,18.4729,6.1532,12.3943,0.0000,2016-18
22077,18.9627,6.0769,12.6386,0.0000,2016-18
22078,18.6872,6.5828,12.1888,0.0000,2016-18
22079,18.7268,6.4020,12.3312,0.0000,2016-18
22084,24.2992,5.6276,15.8746,0.0000,2016-18
22085,24.4062,5.6366,15.9282,0.0000,2016-18
22087,18.1595,6.1985,12.2491,0.0000,2016-18
22088,18.2548,6.1913,12.3181,0.0000,2016-18
22089,18.0521,6.2035,12.1983,0.0000,2016-18
22090,18.0898,6.1740,12.2142,0.0000,2016-18
22097,23.5543,5.7713,15.4180,0.0000,2016-18
22098,23.5100,5.8346,15.3662,0.0000,2016-18
22100,24.2622,5.0543,15.9301,0.0000,2016-18
22101,24.5304,5.0124,16.0901,0.0000,2016-18
22102,24.7217,4.9616,16.2042,0.0000,2016-18
22103,24.7983,4.9103,16.2504,0.0000,2016-18
22110,23.2272,5.8195,15.2230,0.0000,2016-18
22111,23.1542,5.9039,15.1448,0.0000,2016-18
22113,25.0591,4.9973,16.4002,0.0000,2016-18
22114,25.3258,4.9778,16.5586,0.0000,2016-18
