Sampling Date,Num of Timesteps,Min Temp (Bottom),Mean Temp (Bottom),Max Temp (Bottom),Min Temp (Surface),Mean Temp (Surface),Max Temp (Surface),Min Salinity (Bottom),Mean Salinity (Bottom),Max Salinity (Bottom),Min Salinity (Surface),Mean Salinity (Surface),Max Salinity (surface),Min Oxygen (Bottom),Mean Oxygen (Bottom),Max Oxygen (Bottom),Min Oxygen (Surface),Mean Oxygen (Surface),Max Oxygen (surface),Oxygen Timesteps below 4 (Bottom),Oxygen Timesteps below 4 (Surface),Min Retention (Bottom),Mean Retention (Bottom),Max Retention (Bottom),Min Retention (Surface),Mean Retention (Surface),Max Retention (surface),Min NH4 (Bottom),Mean NH4 (Bottom),Max NH4 (Bottom),Min NH4 (Surface),Mean NH4 (Surface),Max NH4 (surface)
19960116,
19960422,
19960725,
19961015,
19970114,
19970408,
19970728,
19971013,
20090113,
20090406,
20080711,
20081014,
20100112,
20100414,
20090707,
20091012,
19810106,
19820112,
19830118,
19800207,
19810204,
19820204,
19830222,
19800329,
19810303,
19820309,
19820309,
19820330,
19830314,
19830330,
19790427,
19810408,
19800511,
19800511,
19800511,
19800511,
19810507,
19820505,
19790612,
19800617,
19800617,
19800617,
19810611,
19810709,
19790803,
19800806,
19800806,
19790921,
19801008,
19811013,
19821013,
19821013,
19821027,
19801024,
19801111,
19811111,
19821110,
19821130,
19791214,
19801211,
19811214,
19821222,
19960211,
19960522,
19960829,
19961112,
19970211,
19970505,
19970728,
19971110,
20080707,
20081014,
20090113,
20090406,
20090707,
20091012,
20100112,
20100414,
20160518,372,14.2688,16.7854,21.4760,14.0173,17.3686,22.2097,37.3790,38.1913,38.9052,37.1932,38.0219,38.6277,5.1528,6.2974,7.2802,5.8972,6.5263,7.1673, , ,39.5617,48.8193,55.4302,35.1387,46.1117,54.1719,0.0026,0.0032,0.0039,0.0025,0.0030,0.0035,
20161025,372,13.3198,16.5877,21.1372,12.8482,17.0709,22.8398,31.5933,34.1570,35.5223,31.4383,33.8890,35.5263,6.2809,7.5459,8.7285,6.9040,7.6993,8.4620, , ,15.3736,36.8998,59.5034,15.3621,39.1952,60.0397,0.0020,0.0035,0.0050,0.0020,0.0036,0.0050,
20170206,372,21.0676,24.2360,29.4443,21.0406,25.3150,31.9055,36.6074,37.5669,38.7631,36.5062,37.4856,38.7839,4.5123,6.0885,7.1646,5.3235,6.2775,7.0437, , ,20.1337,29.2624,37.7337,18.4822,28.3215,37.3621,0.0019,0.0025,0.0034,0.0016,0.0023,0.0029,
20160727,372,8.8539,11.5344,14.6985,8.8445,12.0647,15.1249,35.6385,35.9972,36.5605,35.6391,35.9867,36.3954,7.0587,7.7280,8.6207,7.2862,7.8185,8.6173, , ,12.4817,38.4828,78.9615,12.4667,37.1690,77.2831,0.0017,0.0030,0.0049,0.0017,0.0029,0.0048,
20170426,372,17.7515,20.1985,23.6593,17.7350,20.9507,25.6861,36.6132,37.4057,38.3251,36.5779,37.3020,38.1580,4.1892,5.9045,7.4929,5.3080,6.1328,6.9327, , ,27.7355,45.3683,59.7946,25.5569,43.3294,56.2492,0.0019,0.0028,0.0039,0.0022,0.0029,0.0040,
20170906,
20180201,
20170627,372,11.7647,13.1780,15.5228,11.3706,13.7160,16.9069,35.3645,36.6017,37.1415,31.1843,36.5398,37.1429,6.3565,7.3246,8.0520,6.7928,7.4827,8.5790, , ,22.5045,51.7570,72.8097,22.4840,51.7563,70.6257,0.0022,0.0033,0.0038,0.0022,0.0033,0.0091,
