Date,Surface,Bottom
07/05/2013 00:00:00,9.26740,9.26740
07/05/2013 04:00:03,9.28195,9.26818
07/05/2013 08:00:01,9.26383,9.25659
07/05/2013 12:00:05,9.27419,9.23353
07/05/2013 16:00:02,9.94087,9.26731
07/05/2013 20:00:03,11.02570,9.34088
08/05/2013 00:00:04,11.21435,9.29029
08/05/2013 04:00:05,11.02653,9.53483
08/05/2013 08:00:02,10.78007,10.36568
08/05/2013 12:00:02,10.76803,10.51938
08/05/2013 16:00:05,11.06380,10.25947
08/05/2013 20:00:04,12.15094,10.17802
09/05/2013 00:00:01,12.57858,10.37396
09/05/2013 04:00:07,12.57619,10.34332
09/05/2013 08:00:05,12.63068,9.90312
09/05/2013 12:00:06,12.71754,9.62530
09/05/2013 16:00:05,13.66706,9.73797
09/05/2013 20:00:06,15.23189,9.86932
10/05/2013 00:00:00,15.24805,9.32979
10/05/2013 04:00:03,14.65834,8.84162
10/05/2013 08:00:04,14.68014,8.66490
10/05/2013 12:00:02,14.60270,8.64278
10/05/2013 16:00:06,15.05997,8.68480
10/05/2013 20:00:05,15.99954,8.69805
11/05/2013 00:00:07,15.52000,8.67827
11/05/2013 04:00:03,14.28913,8.48016
11/05/2013 08:00:06,13.50570,8.22190
11/05/2013 12:00:04,12.26370,8.12946
11/05/2013 16:00:01,11.37249,7.99348
11/05/2013 20:00:06,11.48332,7.96994
12/05/2013 00:00:01,10.67091,8.31550
12/05/2013 04:00:06,9.84664,7.83124
12/05/2013 08:00:05,9.30619,7.46083
12/05/2013 12:00:07,8.80668,7.20693
12/05/2013 16:00:02,8.84037,7.55709
12/05/2013 20:00:02,8.66040,8.41774
13/05/2013 00:00:05,8.48721,8.42461
13/05/2013 04:00:00,8.32905,7.86555
13/05/2013 08:00:05,8.05539,7.06247
13/05/2013 12:00:06,7.78420,6.95781
13/05/2013 16:00:00,8.20572,7.09829
13/05/2013 20:00:02,8.50561,8.05832
14/05/2013 00:00:06,8.64881,8.62706
14/05/2013 04:00:05,8.57547,8.55768
14/05/2013 08:00:02,8.47651,8.47154
14/05/2013 12:00:06,8.39219,8.39489
14/05/2013 16:00:01,8.56811,8.44900
14/05/2013 20:00:01,9.91115,8.30543
15/05/2013 00:00:02,10.41296,7.86295
15/05/2013 04:00:07,9.46677,8.57692
15/05/2013 08:00:06,9.09461,9.13890
15/05/2013 12:00:02,8.94483,8.95601
15/05/2013 16:00:02,9.13446,9.07697
15/05/2013 20:00:03,10.42201,10.33705
16/05/2013 00:00:03,11.06040,10.94355
16/05/2013 04:00:06,10.97137,9.53604
16/05/2013 08:00:00,10.87714,7.70354
16/05/2013 12:00:05,10.79410,7.28144
16/05/2013 16:00:03,11.38402,7.42708
16/05/2013 20:00:03,11.44043,8.72850
17/05/2013 00:00:00,10.74281,8.18726
17/05/2013 04:00:05,10.36789,7.11149
17/05/2013 08:00:04,9.46175,6.85628
17/05/2013 12:00:00,9.43237,7.20543
17/05/2013 16:00:05,9.88039,8.87478
17/05/2013 20:00:00,10.73007,9.56047
18/05/2013 00:00:04,11.13091,9.87477
18/05/2013 04:00:05,10.99732,10.83400
18/05/2013 08:00:01,10.99379,10.98412
18/05/2013 12:00:01,11.06423,11.05189
18/05/2013 16:00:04,11.44088,11.29416
18/05/2013 20:00:00,12.43457,11.64851
19/05/2013 00:00:03,13.07284,11.87337
19/05/2013 04:00:04,12.64493,11.62027
19/05/2013 08:00:00,12.30939,12.27574
19/05/2013 12:00:04,12.28885,12.27244
19/05/2013 16:00:00,13.13123,12.34221
19/05/2013 20:00:04,14.59472,12.35168
20/05/2013 00:00:05,14.96169,12.38335
20/05/2013 04:00:03,14.62909,12.99444
20/05/2013 08:00:05,14.49171,12.78115
20/05/2013 12:00:02,14.55094,12.26367
20/05/2013 16:00:02,15.02227,11.90021
20/05/2013 20:00:03,16.50550,12.08006
21/05/2013 00:00:05,17.34410,12.62944
21/05/2013 04:00:01,17.32044,12.83392
21/05/2013 08:00:02,17.21877,12.86319
21/05/2013 12:00:03,16.70712,13.49903
21/05/2013 16:00:05,17.08790,12.71667
21/05/2013 20:00:05,17.80435,12.10298
22/05/2013 00:00:03,17.48349,11.52311
22/05/2013 04:00:04,17.00601,11.09218
22/05/2013 08:00:01,17.27874,10.90266
22/05/2013 12:00:01,17.27866,10.99758
22/05/2013 16:00:00,16.84473,11.29185
22/05/2013 20:00:03,16.67079,10.53524
23/05/2013 00:00:04,17.15734,10.28407
23/05/2013 04:00:00,17.05671,10.24177
23/05/2013 08:00:02,15.83404,10.14523
23/05/2013 12:00:04,15.28687,9.57706
23/05/2013 16:00:04,14.38013,8.97281
23/05/2013 20:00:03,13.73437,8.21206
24/05/2013 00:00:05,12.51511,7.80498
24/05/2013 04:00:06,9.58405,7.59094
24/05/2013 08:00:04,8.46399,8.47793
24/05/2013 12:00:00,8.64976,8.71858
24/05/2013 16:00:00,8.59649,8.59321
24/05/2013 20:00:07,9.34928,9.04242
25/05/2013 00:00:00,9.90624,9.12864
25/05/2013 04:00:03,9.61384,9.27730
25/05/2013 08:00:05,9.34839,9.38572
25/05/2013 12:00:06,8.65628,8.67070
25/05/2013 16:00:01,9.00164,8.85903
25/05/2013 20:00:04,9.84874,9.05070
26/05/2013 00:00:04,9.22470,9.19025
26/05/2013 04:00:03,9.07220,8.91236
26/05/2013 08:00:02,8.86182,8.81588
26/05/2013 12:00:05,8.56585,8.54722
26/05/2013 16:00:02,8.85057,8.54233
26/05/2013 20:00:07,9.26398,9.04233
27/05/2013 00:00:04,9.26193,9.22153
27/05/2013 04:00:07,9.11085,8.93016
