"","grid.cell","pred_FCI","FCI.se","grade"
"1",21780,55.6620172237987,4.6875379647559,"B"
"2",21795,55.1811494901309,4.56438143360666,"B"
"3",21810,54.4212315067832,4.5045299879257,"B"
"4",21811,53.4680472943771,4.53307618126159,"C"
"5",21812,54.3328077979992,4.48440836430843,"B"
"6",21827,53.9734166231722,4.5046471956046,"C"
"7",21828,53.3700908884985,4.534403500789,"C"
"8",21829,54.1380328722174,4.49515840440594,"B"
"9",21830,53.2003434547415,4.54946506981488,"C"
"10",21831,53.0677992247238,4.54662734191281,"C"
"11",21832,54.3131000786064,4.47196160452806,"B"
"12",21833,54.2219053683106,4.48666300613939,"B"
"13",21842,52.5572128643943,4.53552993258452,"C"
"14",21843,52.6090632085707,4.53824495829913,"C"
"15",21844,52.7827515431335,4.54447974312913,"C"
"16",21848,53.7188399216885,4.51600381356001,"C"
"17",21849,53.2724823312972,4.53579841418423,"C"
"18",21850,53.9571529431863,4.50697744068041,"C"
"19",21851,52.9728965592457,4.54149335668669,"C"
"20",21852,54.1129773598376,4.49967777956895,"B"
"21",21853,53.076098124916,4.55154785976452,"C"
"22",21854,52.9118739522924,4.54590216471146,"C"
"23",21855,52.7753597871339,4.54027238658757,"C"
"24",21856,54.3172074533281,4.46476323149603,"B"
"25",21857,54.2779924367172,4.47937674185884,"B"
"26",21867,52.7739762901127,4.53792573140582,"C"
"27",21868,53.2900530476947,4.54042632104741,"C"
"28",21871,53.5900604718041,4.52621191520115,"C"
"29",21872,53.2419183344724,4.5381448820473,"C"
"30",21873,53.8454084005271,4.51754392941558,"C"
"31",21874,52.9791159697491,4.54156515252152,"C"
"32",21875,54.040713207301,4.50961095962565,"B"
"33",21889,53.1994700566378,4.54472631878217,"C"
"34",21890,53.6113861677204,4.54104234126302,"C"
"35",21891,53.373817167129,4.54499044369018,"C"
"36",21906,53.6213463231139,4.54881799830721,"C"
"37",21907,53.8890126355334,4.54693612223105,"C"
"38",21922,54.0195630242882,4.55803610090106,"B"
"39",21923,54.2476135270752,4.56107445017015,"B"
"40",21936,54.400879506541,4.57276453610537,"B"
"41",21937,54.5676827446358,4.57641117936214,"B"
"42",21950,54.7174054821014,4.58857265210158,"B"
"43",21951,54.8389052627392,4.59055725491493,"B"
"44",21965,54.9478370220345,4.60031101806923,"B"
"45",21966,55.0307954072084,4.5997232214649,"B"
"46",21982,55.1116539664609,4.60576903627981,"B"
"47",21983,55.1594130092335,4.60170888354419,"B"
"48",21998,55.2294302048303,4.60655969983459,"B"
"49",21999,55.2614032871703,4.6003007971127,"B"
"50",22013,55.3038449805529,4.60394962385066,"B"
"51",22014,55.3232967517359,4.59594444056256,"B"
"52",22028,55.3467502096313,4.59858853766874,"B"
