Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
11/03/2017 00:00:07,2,1.0739,1.0349,1.0544,26.5835,26.5424,32.7503,32.7491,6.4492,6.4577
11/03/2017 02:00:02,2,1.0705,1.0314,1.0509,26.0504,26.0083,32.7419,32.7409,6.2157,6.2248
11/03/2017 04:00:00,2,1.0616,1.0226,1.0421,25.5076,25.4667,32.7358,32.7354,5.9769,5.9851
11/03/2017 06:00:06,2,1.0491,1.0100,1.0295,25.0153,24.9793,32.7263,32.7262,5.7450,5.7508
11/03/2017 08:00:06,2,1.0441,1.0050,1.0246,24.7332,24.7124,32.7146,32.7135,5.6673,5.6800
11/03/2017 10:00:01,2,1.0422,1.0031,1.0227,24.8289,25.1339,32.7354,32.6900,6.4539,5.9935
11/03/2017 12:00:08,2,1.0465,1.0076,1.0271,25.0252,26.4746,32.7643,32.6449,8.4171,6.3467
11/03/2017 14:00:04,2,1.0686,1.0295,1.0491,25.4044,27.3594,32.7753,32.6716,10.0946,6.5673
11/03/2017 16:00:07,2,1.0733,1.0342,1.0538,26.5089,27.5950,32.7402,32.7345,8.9962,7.0451
11/03/2017 18:00:08,2,1.0635,1.0245,1.0440,27.2176,27.1735,32.8283,32.8303,7.4025,7.4091
11/03/2017 20:00:06,2,1.0446,1.0055,1.0250,26.6478,26.6093,32.8860,32.8871,7.0878,7.0922
11/03/2017 22:00:09,2,1.0354,0.9964,1.0159,26.1731,26.1409,32.9126,32.9132,6.7902,6.7932
12/03/2017 00:00:09,2,1.0301,0.9911,1.0106,25.6714,25.6293,32.9040,32.9047,6.5448,6.5483
12/03/2017 02:00:09,2,1.0242,0.9852,1.0047,25.1381,25.0961,32.8559,32.8562,6.2643,6.2671
12/03/2017 04:00:07,2,1.0167,0.9776,0.9971,24.6550,24.6173,32.8002,32.8004,6.0027,6.0059
12/03/2017 06:00:06,2,1.0100,0.9709,0.9905,24.2111,24.1776,32.7581,32.7584,5.7620,5.7652
12/03/2017 08:00:04,2,1.0047,0.9656,0.9851,23.9531,23.9337,32.7239,32.7243,5.6799,5.6837
12/03/2017 10:00:03,2,1.0018,0.9627,0.9822,24.1429,24.5657,32.6857,32.6592,6.2633,5.9960
12/03/2017 12:00:01,2,1.0264,0.9872,1.0068,24.3481,26.9704,32.6902,32.4503,8.4816,6.3844
12/03/2017 14:00:05,2,1.0576,1.0185,1.0381,24.5441,28.8127,32.6903,32.3404,10.8030,6.6440
12/03/2017 16:00:04,2,1.0698,1.0307,1.0502,24.8607,27.7066,32.6635,32.5631,11.8066,6.6903
12/03/2017 18:00:05,2,1.0678,1.0288,1.0483,26.0285,27.3960,32.6439,32.7002,9.1964,7.2482
12/03/2017 20:00:03,2,1.0529,1.0139,1.0334,26.6459,26.6042,32.7721,32.7734,7.2649,7.2684
12/03/2017 22:00:04,2,1.0422,1.0031,1.0227,26.1295,26.0928,32.8207,32.8217,6.9411,6.9442
13/03/2017 00:00:04,2,1.0345,0.9955,1.0150,25.6382,25.6045,32.8372,32.8378,6.6716,6.6743
13/03/2017 02:00:05,2,1.0235,0.9845,1.0040,25.1550,25.1204,32.8229,32.8235,6.4394,6.4421
13/03/2017 04:00:07,2,1.0153,0.9763,0.9958,24.7217,24.6838,32.7823,32.7825,6.1966,6.1999
13/03/2017 06:00:07,2,1.0065,0.9675,0.9870,24.2778,24.2386,32.7035,32.7032,5.9859,5.9896
13/03/2017 08:00:07,2,1.0010,0.9619,0.9814,23.9301,23.9070,32.6142,32.6141,5.8097,5.8178
13/03/2017 10:00:09,2,1.0069,0.9679,0.9874,23.7979,23.7847,32.5552,32.5561,5.7564,5.7644
13/03/2017 12:00:01,2,1.0270,0.9878,1.0074,23.8699,24.5683,32.5527,32.5379,6.2988,5.9668
13/03/2017 14:00:08,2,1.0599,1.0208,1.0403,23.9614,26.0207,32.5818,32.4817,7.6980,6.1422
13/03/2017 16:00:06,2,1.0827,1.0434,1.0630,24.1169,27.7978,32.6221,32.4002,8.6052,6.1911
13/03/2017 18:00:05,2,1.0791,1.0400,1.0596,24.2219,26.8636,32.6527,32.3473,7.7821,6.2916
13/03/2017 20:00:02,2,1.0702,1.0310,1.0506,24.4317,25.3560,32.7874,32.3242,6.9675,6.4600
13/03/2017 22:00:03,2,1.0616,1.0224,1.0420,24.6232,24.5195,33.0198,32.3212,6.4534,6.7055
14/03/2017 00:00:05,2,1.0542,1.0151,1.0346,24.7667,24.1909,33.2821,32.5312,6.0250,6.9272
14/03/2017 02:00:06,2,1.0436,1.0045,1.0240,24.8065,24.2507,33.4956,32.8002,5.5356,6.5643
14/03/2017 04:00:03,2,1.0339,0.9948,1.0143,24.8123,24.1542,33.7215,32.8753,5.0739,6.2702
14/03/2017 06:00:02,2,1.0256,0.9865,1.0061,24.8010,24.0040,33.9278,32.9353,4.6648,5.9828
14/03/2017 08:00:00,2,1.0174,0.9783,0.9979,24.7863,23.9710,34.1076,33.0324,4.5543,5.7500
14/03/2017 10:00:02,2,1.0269,0.9879,1.0074,24.6886,24.3913,34.1781,33.4270,4.8688,5.4246
14/03/2017 12:00:03,2,1.0531,1.0140,1.0335,24.7587,25.0658,34.3065,33.3444,6.1383,5.7377
14/03/2017 14:00:02,2,1.0914,1.0522,1.0718,24.9040,27.1912,34.3933,33.1877,8.1682,6.0414
14/03/2017 16:00:00,2,1.1267,1.0875,1.1071,25.0325,28.2875,34.4844,33.3148,7.6044,6.1910
14/03/2017 18:00:05,2,1.1314,1.0923,1.1119,25.0585,27.7695,34.5639,33.4670,7.2025,6.4132
14/03/2017 20:00:05,2,1.1288,1.0896,1.1092,25.0075,26.8125,34.6515,33.5845,6.2402,6.6705
14/03/2017 22:00:08,2,1.1236,1.0845,1.1041,24.9404,26.3081,34.7385,33.6944,5.5769,6.8568
15/03/2017 00:00:05,2,1.1128,1.0736,1.0932,24.8763,26.1491,34.8157,33.8400,5.1461,6.7899
15/03/2017 02:00:02,2,1.1041,1.0650,1.0845,24.8147,25.4979,34.8890,34.0783,4.8716,7.2027
15/03/2017 04:00:06,2,1.0906,1.0514,1.0710,24.7558,24.8207,34.9482,34.3434,4.8970,6.4199
15/03/2017 06:00:02,2,1.0810,1.0418,1.0614,24.7000,24.3147,34.9718,34.5159,4.9394,5.7481
15/03/2017 08:00:07,2,1.0788,1.0396,1.0592,24.4263,24.2346,34.8431,34.7503,5.0935,5.2598
15/03/2017 10:00:04,2,1.0919,1.0528,1.0724,24.2790,24.4260,34.7911,34.7860,5.3654,5.2703
15/03/2017 12:00:06,2,1.1041,1.0651,1.0846,24.5339,25.6912,34.8510,34.7917,7.2048,5.2744
15/03/2017 14:00:03,2,1.1405,1.1014,1.1210,24.7138,25.6253,34.9263,34.9202,7.9713,5.6247
15/03/2017 16:00:01,2,1.1779,1.1388,1.1584,25.1436,25.1196,35.0417,35.0447,6.2714,6.2702
15/03/2017 18:00:09,2,1.1843,1.1453,1.1648,25.0059,24.9812,35.1076,35.1087,6.2587,6.2591
15/03/2017 20:00:06,2,1.1796,1.1405,1.1600,24.6870,24.6611,35.1455,35.1462,6.0104,6.0119
15/03/2017 22:00:05,2,1.1770,1.1379,1.1574,24.3800,24.3538,35.1740,35.1749,5.7708,5.7720
