Date,Surface,Bottom
07/05/2013 00:00:00,0.00000,0.00000
07/05/2013 08:00:01,0.31954,0.33712
07/05/2013 16:00:02,0.31227,0.34484
08/05/2013 00:00:04,0.32224,0.35036
08/05/2013 08:00:02,0.30421,0.34698
08/05/2013 16:00:05,0.31939,0.32479
09/05/2013 00:00:01,0.33023,0.31925
09/05/2013 08:00:05,0.32705,0.32587
09/05/2013 16:00:05,0.31869,0.33117
10/05/2013 00:00:00,0.34436,0.32951
10/05/2013 08:00:04,0.45250,0.32225
10/05/2013 16:00:06,0.45545,0.32705
11/05/2013 00:00:07,0.30586,0.35644
11/05/2013 08:00:06,0.39638,0.35765
11/05/2013 16:00:01,0.54043,0.33454
12/05/2013 00:00:01,0.34941,0.35152
12/05/2013 08:00:05,0.38350,0.38241
12/05/2013 16:00:02,0.41919,0.42410
13/05/2013 00:00:05,0.42507,0.42390
13/05/2013 08:00:05,0.40167,0.33243
13/05/2013 16:00:00,0.53677,0.45157
14/05/2013 00:00:06,0.41754,0.42020
14/05/2013 08:00:02,0.36640,0.36679
14/05/2013 16:00:01,0.36239,0.36307
15/05/2013 00:00:02,0.40411,0.28517
15/05/2013 08:00:06,0.27349,0.27737
15/05/2013 16:00:02,0.27777,0.27854
16/05/2013 00:00:03,0.77151,0.77804
16/05/2013 08:00:00,0.57892,0.37482
16/05/2013 16:00:03,0.36161,0.37627
17/05/2013 00:00:00,0.76218,0.75798
17/05/2013 08:00:04,0.38591,0.30414
17/05/2013 16:00:05,0.36056,0.29980
18/05/2013 00:00:04,0.35741,0.33027
18/05/2013 08:00:01,0.32729,0.35381
18/05/2013 16:00:04,0.30574,0.31410
19/05/2013 00:00:03,0.29065,0.30496
19/05/2013 08:00:00,0.28632,0.30126
19/05/2013 16:00:00,0.28357,0.29124
20/05/2013 00:00:05,0.28220,0.29176
20/05/2013 08:00:05,0.27267,0.28175
20/05/2013 16:00:02,0.26953,0.29193
21/05/2013 00:00:05,0.26444,0.29747
21/05/2013 08:00:02,0.25928,0.29453
21/05/2013 16:00:05,0.25927,0.26029
22/05/2013 00:00:03,0.32515,0.29523
22/05/2013 08:00:01,0.49603,0.30818
22/05/2013 16:00:00,0.35755,0.38587
23/05/2013 00:00:04,0.36385,0.32358
23/05/2013 08:00:02,0.32351,0.32944
23/05/2013 16:00:04,0.40476,0.35776
24/05/2013 00:00:05,0.45787,0.34840
24/05/2013 08:00:04,0.34893,0.34624
24/05/2013 16:00:00,0.35710,0.35756
25/05/2013 00:00:00,0.43752,0.34555
25/05/2013 08:00:05,0.43719,0.34802
25/05/2013 16:00:01,0.40075,0.39923
26/05/2013 00:00:04,0.52890,0.52998
26/05/2013 08:00:02,0.42377,0.39911
26/05/2013 16:00:02,0.41483,0.40428
27/05/2013 00:00:04,0.73695,0.73650
27/05/2013 08:00:03,0.83526,0.47052
27/05/2013 16:00:06,0.77529,0.34870
28/05/2013 00:00:06,0.96320,0.33605
28/05/2013 08:00:06,0.78132,0.34818
28/05/2013 16:00:03,0.33727,0.54885
29/05/2013 00:00:05,0.36463,0.37824
29/05/2013 08:00:01,0.31576,0.32091
29/05/2013 16:00:06,0.74006,0.44656
30/05/2013 00:00:03,1.23973,0.94015
30/05/2013 08:00:05,1.14001,0.51449
30/05/2013 16:00:03,0.86341,0.37689
31/05/2013 00:00:05,1.43519,0.50542
31/05/2013 08:00:01,0.83426,0.41594
31/05/2013 16:00:01,0.67225,0.51908
