Cell,Age,Oxy,Sal,Hypoxia,Period
1,5.9037,6.8887,35.8020,0.0000,2016-18
2,1.6386,6.9542,35.8003,0.0000,2016-18
3,0.0829,6.9768,35.8001,0.0000,2016-18
4,0.0482,6.9771,35.7998,0.0000,2016-18
5,0.0364,6.9773,35.7998,0.0000,2016-18
6,0.0541,6.9769,35.7998,0.0000,2016-18
7,0.0364,6.9771,35.7998,0.0000,2016-18
8,0.0577,6.9767,35.7998,0.0000,2016-18
9,0.0922,6.9756,35.7997,0.0000,2016-18
10,0.1585,6.9750,35.8004,0.0000,2016-18
11,0.2516,6.9749,35.8007,0.0000,2016-18
12,0.2409,6.9748,35.8010,0.0000,2016-18
13,0.2878,6.9739,35.8011,0.0000,2016-18
14,0.4412,6.9722,35.8011,0.0000,2016-18
15,0.8834,6.9553,35.7993,0.0000,2016-18
16,1.4865,6.9396,35.7987,0.0000,2016-18
17,2.1049,6.9225,35.7992,0.0000,2016-18
18,3.6999,6.8787,35.7979,0.0000,2016-18
19,2.9578,6.9068,35.7989,0.0000,2016-18
20,4.7640,6.8546,35.8007,0.0000,2016-18
21,5.5315,6.8381,35.8012,0.0000,2016-18
22,6.1114,6.8274,35.8009,0.0000,2016-18
23,6.3041,6.8262,35.8010,0.0000,2016-18
24,5.9838,6.8397,35.8009,0.0000,2016-18
25,5.6085,6.8589,35.7987,0.0000,2016-18
26,5.4300,6.8598,35.8019,0.0000,2016-18
27,3.1867,6.9124,35.7989,0.0000,2016-18
28,2.1196,6.9378,35.7999,0.0000,2016-18
29,6.6799,6.8474,35.8041,0.0000,2016-18
30,3.0893,6.9156,35.8019,0.0000,2016-18
31,5.1133,6.8811,35.8012,0.0000,2016-18
32,1.5948,6.9461,35.8004,0.0000,2016-18
33,1.6671,6.9447,35.8016,0.0000,2016-18
34,4.9604,6.8890,35.8027,0.0000,2016-18
35,4.8414,6.8902,35.8012,0.0000,2016-18
36,1.9308,6.9417,35.8004,0.0000,2016-18
37,5.3801,6.8900,35.8037,0.0000,2016-18
38,5.3068,6.8981,35.8059,0.0000,2016-18
39,9.9259,6.8394,35.8180,0.0000,2016-18
40,13.6622,6.7973,35.8411,0.0000,2016-18
41,15.8421,6.7701,35.8494,0.0000,2016-18
42,16.6974,6.7607,35.8680,0.0000,2016-18
43,20.2031,6.7200,35.8837,0.0000,2016-18
44,6.5582,6.8792,35.8032,0.0000,2016-18
45,1.8996,6.9515,35.8004,0.0000,2016-18
46,1.5315,6.9566,35.8002,0.0000,2016-18
47,6.6980,6.8963,35.7979,0.0000,2016-18
48,0.6761,6.9690,35.8003,0.0000,2016-18
49,0.0857,6.9766,35.7999,0.0000,2016-18
50,0.1019,6.9762,35.8000,0.0000,2016-18
51,0.0927,6.9762,35.7999,0.0000,2016-18
52,0.1486,6.9755,35.8003,0.0000,2016-18
53,0.2572,6.9750,35.8014,0.0000,2016-18
54,0.2978,6.9749,35.8017,0.0000,2016-18
55,0.5388,6.9716,35.8015,0.0000,2016-18
56,1.0518,6.9557,35.8002,0.0000,2016-18
57,1.2268,6.9500,35.7991,0.0000,2016-18
58,2.0004,6.9293,35.7986,0.0000,2016-18
59,2.9129,6.9013,35.7993,0.0000,2016-18
60,5.3962,6.8395,35.7998,0.0000,2016-18
61,3.7947,6.8779,35.7976,0.0000,2016-18
62,5.1222,6.8482,35.7979,0.0000,2016-18
63,5.9902,6.8298,35.7996,0.0000,2016-18
64,6.7695,6.8162,35.7999,0.0000,2016-18
65,7.6419,6.8027,35.7986,0.0000,2016-18
66,7.9617,6.7987,35.8001,0.0000,2016-18
67,8.1429,6.8000,35.8019,0.0000,2016-18
68,8.1512,6.8031,35.8029,0.0000,2016-18
69,7.7179,6.8213,35.8035,0.0000,2016-18
70,8.6269,6.8111,35.8035,0.0000,2016-18
71,10.0833,6.7962,35.8033,0.0000,2016-18
72,8.3508,6.8298,35.8035,0.0000,2016-18
73,10.0568,6.7912,35.8021,0.0000,2016-18
74,8.4858,6.8357,35.8022,0.0000,2016-18
75,9.3558,6.8300,35.8024,0.0000,2016-18
76,10.1162,6.8212,35.8031,0.0000,2016-18
77,8.8344,6.8355,35.8021,0.0000,2016-18
78,10.7137,6.8166,35.8084,0.0000,2016-18
79,12.8928,6.8006,35.8229,0.0000,2016-18
80,14.9580,6.7764,35.8320,0.0000,2016-18
81,16.0620,6.7685,35.8402,0.0000,2016-18
82,19.1990,6.7260,35.8674,0.0000,2016-18
83,17.2565,6.7536,35.8451,0.0000,2016-18
84,18.4534,6.7363,35.8566,0.0000,2016-18
85,22.2929,6.6957,35.8981,0.0000,2016-18
86,21.1971,6.6968,35.8839,0.0000,2016-18
87,6.7251,6.8722,35.8058,0.0000,2016-18
88,2.7316,6.9371,35.8011,0.0000,2016-18
89,1.7318,6.9550,35.8005,0.0000,2016-18
90,6.9811,6.8945,35.7979,0.0000,2016-18
91,7.0583,6.8683,35.8056,0.0000,2016-18
92,1.1485,6.9633,35.8007,0.0000,2016-18
93,0.6341,6.9699,35.8006,0.0000,2016-18
94,0.4057,6.9730,35.8005,0.0000,2016-18
95,0.1485,6.9757,35.8003,0.0000,2016-18
96,1.0682,6.9650,35.8009,0.0000,2016-18
97,0.6830,6.9699,35.8010,0.0000,2016-18
98,0.2234,6.9750,35.8008,0.0000,2016-18
99,0.4601,6.9727,35.8015,0.0000,2016-18
100,0.4817,6.9720,35.8017,0.0000,2016-18
101,0.7092,6.9697,35.8027,0.0000,2016-18
102,1.3680,6.9480,35.7995,0.0000,2016-18
103,1.7724,6.9355,35.7983,0.0000,2016-18
