Sampling Date,Num of Timesteps,Min Temp (Bottom),Mean Temp (Bottom),Max Temp (Bottom),Min Temp (Surface),Mean Temp (Surface),Max Temp (Surface),Min Salinity (Bottom),Mean Salinity (Bottom),Max Salinity (Bottom),Min Salinity (Surface),Mean Salinity (Surface),Max Salinity (surface),Min Oxygen (Bottom),Mean Oxygen (Bottom),Max Oxygen (Bottom),Min Oxygen (Surface),Mean Oxygen (Surface),Max Oxygen (surface),Oxygen Timesteps below 4 (Bottom),Oxygen Timesteps below 4 (Surface),Min Retention (Bottom),Mean Retention (Bottom),Max Retention (Bottom),Min Retention (Surface),Mean Retention (Surface),Max Retention (surface),Min NH4 (Bottom),Mean NH4 (Bottom),Max NH4 (Bottom),Min NH4 (Surface),Mean NH4 (Surface),Max NH4 (surface)
19960115,
19960422,
19960725,
19961015,
19970115,
19970409,
19970729,
19971014,
20090109,
20090401,
20080710,
20081008,
20100112,
20100415,
20090710,
20091009,
19810109,
19820112,
19830118,
19800212,
19820204,
19830222,
19830222,
19810304,
19820309,
19820330,
19830314,
19830330,
19800402,
19790502,
19800514,
19810508,
19820505,
19790611,
19800627,
19810710,
19790802,
19800801,
19790920,
19820913,
19801008,
19801008,
19821013,
19821029,
19791107,
19801111,
19811111,
19821110,
19821130,
19821130,
19791213,
19811214,
19821222,
19960211,
19960521,
19960829,
19961112,
19970211,
19970505,
19970729,
19971111,
20080710,
20081008,
20090109,
20090401,
20090710,
20091009,
20100112,
20100415,
20160602,372,12.4401,15.4728,17.8067,12.4446,15.9872,19.9122,38.6946,40.2210,41.5179,37.7936,39.5520,41.3898,2.5802,6.0504,8.3879,5.8739,6.8356,7.6207,31, ,59.2647,78.8488,89.4954,43.9168,70.1081,88.0234,0.0029,0.0042,0.0058,0.0027,0.0033,0.0043,
20161027,372,13.0456,17.6216,21.6479,12.8339,17.9650,23.4550,29.5289,31.4341,33.3195,28.2561,30.5086,32.6296,5.3220,8.3033,11.4353,7.2248,8.5282,9.4112, , ,46.4696,63.7290,74.3902,55.3697,70.3061,78.0794,0.0042,0.0054,0.0070,0.0041,0.0053,0.0073,
20170224,372,20.9961,26.8058,31.5154,20.9820,27.3483,33.1028,38.4401,41.1139,43.4411,36.9510,40.7753,43.4779,0.3312,6.3800,9.5657,5.1233,6.3298,7.6472,23, ,64.4726,94.7941,124.9400,44.9034,89.5330,125.0932,0.0010,0.0024,0.0104,0.0010,0.0018,0.0052,
20160803,372,9.1643,11.2495,12.9849,8.7156,11.4888,14.5566,35.1943,36.4680,37.3623,33.2067,36.0746,37.3795,4.6729,7.6628,8.9693,7.2725,8.1124,8.7627, , ,56.3988,91.1883,107.7467,56.3068,93.2275,109.5420,0.0043,0.0087,0.0126,0.0043,0.0100,0.0205,
20170419,372,18.8857,22.2031,26.5564,18.9386,22.6204,27.7916,39.4155,41.9896,44.5048,38.2583,41.4850,44.5054,1.9472,6.2806,10.7252,5.4464,6.4658,7.4113,25, ,69.3558,100.1422,133.3718,50.5931,93.2339,133.3150,0.0015,0.0025,0.0059,0.0013,0.0019,0.0029,
20171018,
20180116,
20170626,372,11.5821,13.3422,15.7068,11.5425,13.8060,17.1137,37.7565,38.7618,39.6604,37.7560,38.6556,39.3575,4.7196,7.0654,9.7141,6.0078,7.2120,7.9762, , ,65.0433,85.8030,97.9137,61.2269,83.2793,98.5349,0.0034,0.0043,0.0054,0.0031,0.0040,0.0047,
