Cell,Age,Oxy,Sal,Hypoxia,Period
19337,75.7262,7.3747,39.0229,10.7143,2016-18
19338,75.6250,7.5395,39.0236,10.7143,2016-18
19339,75.6340,7.2950,39.0225,10.7143,2016-18
19646,75.8607,7.4963,39.0195,10.7143,2016-18
19647,75.7746,7.6840,39.0197,12.5000,2016-18
19648,75.7833,7.4292,39.0187,14.2857,2016-18
19922,75.9670,7.6161,39.0169,12.5000,2016-18
19923,75.8947,7.7909,39.0168,12.5000,2016-18
19924,75.8989,7.5529,39.0159,16.0714,2016-18
20181,76.0372,7.7039,39.0154,14.2857,2016-18
20182,75.9763,7.8814,39.0149,16.0714,2016-18
20183,75.9817,7.6542,39.0141,16.0714,2016-18
20420,76.0814,7.7765,39.0146,16.0714,2016-18
20421,76.0305,8.0131,39.0138,16.0714,2016-18
20422,76.0371,7.8122,39.0130,16.0714,2016-18
20434,161.9831,10.5694,38.1771,26.7857,2016-18
20649,76.0918,7.9106,39.0151,16.0714,2016-18
20650,76.0528,8.1968,39.0139,16.0714,2016-18
20651,76.0615,8.0045,39.0133,16.0714,2016-18
20663,161.9278,10.5863,38.1628,26.7857,2016-18
20681,157.8625,12.2526,36.9781,26.7857,2016-18
20843,80.9504,11.8205,38.6184,35.7143,2016-18
20844,80.8418,12.2239,38.6651,37.5000,2016-18
20845,80.8911,12.2308,38.6507,37.5000,2016-18
20853,76.0945,7.9717,39.0173,16.0714,2016-18
20854,76.0542,8.3095,39.0156,16.0714,2016-18
20855,76.0612,8.2214,39.0147,16.0714,2016-18
20867,161.8747,10.4945,38.1490,28.5714,2016-18
20881,162.8121,10.0211,38.1123,25.0000,2016-18
20882,157.4981,12.4842,36.9147,26.7857,2016-18
21022,80.9341,10.1757,38.6755,33.9286,2016-18
21023,80.6912,11.7261,38.7207,39.2857,2016-18
21024,80.9540,12.0477,38.6366,37.5000,2016-18
21029,76.1085,7.9482,39.0208,16.0714,2016-18
21030,76.0549,8.3220,39.0186,17.8571,2016-18
21031,76.0564,8.3242,39.0171,17.8571,2016-18
21044,161.8229,10.2918,38.1372,26.7857,2016-18
21052,162.6256,10.0675,38.0773,26.7857,2016-18
21053,156.8740,12.2901,36.7874,26.7857,2016-18
21169,80.6176,9.3370,38.7480,32.1429,2016-18
21170,80.5162,11.2565,38.7592,32.1429,2016-18
21171,81.0404,11.6805,38.6203,37.5000,2016-18
21177,76.1329,7.9519,39.0241,19.6429,2016-18
21178,76.0679,8.3011,39.0219,19.6429,2016-18
21179,76.0544,8.5060,39.0195,19.6429,2016-18
21185,161.6170,9.9131,38.1050,23.2143,2016-18
21191,162.3957,10.1229,38.0356,26.7857,2016-18
21192,156.7164,12.2742,36.7734,26.7857,2016-18
21294,80.3372,8.9005,38.8052,32.1429,2016-18
21295,80.2529,11.2543,38.8077,33.9286,2016-18
21296,81.1451,10.9395,38.6014,35.7143,2016-18
21302,76.1664,8.0752,39.0261,19.6429,2016-18
21303,76.2418,7.9830,39.0278,19.6429,2016-18
21304,76.1070,8.2522,39.0239,19.6429,2016-18
21305,76.0889,8.3872,39.0211,19.6429,2016-18
21306,76.1088,8.4280,39.0179,21.4286,2016-18
21311,161.5428,10.6645,38.0846,23.2143,2016-18
21312,162.0222,10.2013,37.9716,28.5714,2016-18
21313,156.5979,12.2280,36.7605,26.7857,2016-18
21410,80.0857,8.8397,38.8445,33.9286,2016-18
21411,79.9585,11.2722,38.8437,35.7143,2016-18
21412,81.2610,10.2896,38.5810,37.5000,2016-18
21418,76.1240,8.2507,39.0230,19.6429,2016-18
21419,76.1542,8.1940,39.0244,19.6429,2016-18
21420,76.1098,8.3357,39.0213,21.4286,2016-18
21421,76.3301,8.0457,39.0282,19.6429,2016-18
21422,76.2571,8.1158,39.0240,19.6429,2016-18
21423,76.1189,8.3117,39.0192,21.4286,2016-18
21424,76.1467,8.2246,39.0160,23.2143,2016-18
21425,76.1961,8.4065,39.0125,25.0000,2016-18
21426,76.1718,8.1603,39.0139,26.7857,2016-18
21429,160.2313,10.5509,37.7855,30.3571,2016-18
21430,161.4234,10.3337,37.8776,28.5714,2016-18
21431,156.6048,12.2866,36.7761,26.7857,2016-18
21518,79.8527,8.7064,38.8639,35.7143,2016-18
21519,79.6628,11.3675,38.8632,35.7143,2016-18
21520,81.3724,9.9920,38.5614,37.5000,2016-18
21525,76.2096,8.1227,39.0181,21.4286,2016-18
21526,76.2408,8.1395,39.0188,21.4286,2016-18
21527,76.1926,8.1184,39.0171,21.4286,2016-18
21528,76.3426,8.0721,39.0197,19.6429,2016-18
21529,76.1893,8.0756,39.0160,21.4286,2016-18
21530,76.4308,8.1798,39.0280,19.6429,2016-18
21531,76.3809,8.0945,39.0228,19.6429,2016-18
21532,76.4724,8.0843,39.0201,19.6429,2016-18
21533,76.2101,7.9639,39.0131,25.0000,2016-18
21534,76.2801,8.3423,39.0077,28.5714,2016-18
