Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
03/05/2016 00:00:06,6,2.1939,1.8895,2.0314,15.4715,16.7712,42.6957,42.5887,7.3694,7.5267
03/05/2016 02:00:04,6,2.1852,1.8808,2.0227,15.4583,16.4331,42.7099,42.5781,7.3189,7.5677
03/05/2016 04:00:00,6,2.1753,1.8709,2.0128,15.4503,16.1574,42.7217,42.5705,7.2511,7.5809
03/05/2016 06:00:00,6,2.1671,1.8627,2.0046,15.4434,15.9379,42.7318,42.5690,7.1688,7.5808
03/05/2016 08:00:02,6,2.1632,1.8587,2.0006,15.4435,15.7443,42.7420,42.5757,7.0976,7.5731
03/05/2016 10:00:05,6,2.1625,1.8580,1.9999,15.4544,16.0432,42.7431,42.5596,7.0380,7.5951
03/05/2016 12:00:02,6,2.1651,1.8606,2.0026,15.4754,17.0913,42.7481,42.5007,6.9989,7.6026
03/05/2016 14:00:00,6,2.1560,1.8515,1.9935,15.5168,18.3489,42.7574,42.4369,7.0458,7.5908
03/05/2016 16:00:02,6,2.1490,1.8445,1.9865,15.5847,18.7219,42.7741,42.4324,7.2289,7.5660
03/05/2016 18:00:07,6,2.1440,1.8395,1.9815,15.6009,18.3456,42.7871,42.5341,7.2537,7.5056
03/05/2016 20:00:04,6,2.1418,1.8373,1.9793,15.6042,17.4939,42.7916,42.5869,7.2112,7.5161
03/05/2016 22:00:04,6,2.1468,1.8423,1.9843,15.6044,16.9750,42.7937,42.5575,7.1529,7.5680
04/05/2016 00:00:06,6,2.1462,1.8418,1.9837,15.6017,16.6930,42.7957,42.5464,7.0816,7.5952
04/05/2016 02:00:01,6,2.1342,1.8297,1.9717,15.5969,16.4262,42.8000,42.5271,7.0001,7.6227
04/05/2016 04:00:08,6,2.1266,1.8221,1.9641,15.5975,16.1955,42.8035,42.5221,6.9233,7.6349
04/05/2016 06:00:07,6,2.1223,1.8178,1.9598,15.6086,15.9802,42.8047,42.5246,6.8741,7.6370
04/05/2016 08:00:08,6,2.1472,1.8427,1.9847,15.6200,15.9316,42.7976,42.4884,6.7997,7.5952
04/05/2016 10:00:08,6,2.1802,1.8756,2.0177,15.6360,16.3671,42.7958,42.4070,6.7363,7.5115
04/05/2016 12:00:06,6,2.1828,1.8783,2.0203,15.6681,17.6629,42.8043,42.3626,6.7152,7.4410
04/05/2016 14:00:07,6,2.1763,1.8718,2.0137,15.7096,19.0296,42.8061,42.3648,6.7236,7.3839
04/05/2016 16:00:01,6,2.1680,1.8634,2.0054,15.7439,19.9146,42.8085,42.4688,6.7542,7.3438
04/05/2016 18:00:05,6,2.1603,1.8557,1.9977,15.7569,19.0418,42.8049,42.5670,6.7339,7.3368
