Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
23/05/2017 00:00:01,5,1.1828,1.1585,1.1735,14.5342,14.5102,39.0730,38.0294,7.2555,7.7618
23/05/2017 02:00:04,5,1.1825,1.1580,1.1731,14.5265,14.4874,39.3954,38.1160,7.0798,7.7212
23/05/2017 04:00:04,5,1.1819,1.1569,1.1721,14.5274,14.4348,39.6281,38.1834,6.8964,7.6902
23/05/2017 06:00:02,5,1.1820,1.1558,1.1713,14.5336,14.1539,39.6668,38.4453,6.9300,7.7410
23/05/2017 08:00:09,5,1.1820,1.1548,1.1705,14.3321,14.1135,39.0148,38.7248,7.3673,7.6654
23/05/2017 10:00:03,5,1.1822,1.1543,1.1702,14.2683,14.2856,38.9093,38.9200,7.6272,7.6274
23/05/2017 12:00:09,5,1.1835,1.1560,1.1718,14.6492,14.6524,39.0150,39.0225,7.6720,7.6724
23/05/2017 14:00:09,5,1.1843,1.1565,1.1724,14.9097,14.9081,39.1012,39.1071,7.7165,7.7169
23/05/2017 16:00:03,5,1.1830,1.1555,1.1713,14.7964,14.7823,39.1688,39.1733,7.7346,7.7352
23/05/2017 18:00:02,5,1.1800,1.1532,1.1688,14.6603,14.6453,39.2127,39.2162,7.7384,7.7398
23/05/2017 20:00:08,5,1.1812,1.1535,1.1693,14.5287,14.5157,39.2504,39.2541,7.7428,7.7435
23/05/2017 22:00:00,5,1.1796,1.1509,1.1669,14.3942,14.3836,39.3116,39.3148,7.7692,7.7696
24/05/2017 00:00:03,5,1.1747,1.1462,1.1622,14.2730,14.2636,39.3639,39.3664,7.7995,7.7998
24/05/2017 02:00:07,5,1.1748,1.1457,1.1620,14.1614,14.1537,39.4028,39.4049,7.8357,7.8357
24/05/2017 04:00:02,5,1.1667,1.1385,1.1544,14.0593,14.0513,39.4365,39.4384,7.8790,7.8794
24/05/2017 06:00:08,5,1.1636,1.1393,1.1544,13.9953,13.9853,39.4449,39.4461,7.8669,7.8693
24/05/2017 08:00:01,5,1.1705,1.1457,1.1606,13.9312,13.9231,39.4260,39.4256,7.8593,7.8610
24/05/2017 10:00:04,5,1.1771,1.1515,1.1665,14.0788,14.1165,39.3358,39.3244,7.8804,7.8895
24/05/2017 12:00:00,5,1.1847,1.1586,1.1738,14.2950,14.4043,39.0213,38.8772,7.8671,7.9282
24/05/2017 14:00:00,5,1.1912,1.1654,1.1804,14.5521,14.7160,38.6969,38.3037,7.8156,7.9491
24/05/2017 16:00:00,5,1.1961,1.1706,1.1855,14.6157,14.7095,38.6508,38.1615,7.7662,7.9284
24/05/2017 18:00:05,5,1.1990,1.1740,1.1887,14.5535,14.5493,38.6653,38.1680,7.6962,7.9031
24/05/2017 20:00:03,5,1.2026,1.1779,1.1926,14.3875,14.2681,38.7202,38.1187,7.5824,7.8889
24/05/2017 22:00:04,5,1.2048,1.1803,1.1952,14.2604,14.0289,38.7678,38.1188,7.5151,7.8657
25/05/2017 00:00:03,5,1.2061,1.1817,1.1967,14.1796,14.0356,38.7930,38.1239,7.5360,7.8368
25/05/2017 02:00:06,5,1.2067,1.1824,1.1974,14.1498,14.0147,38.8975,38.1355,7.4901,7.8026
25/05/2017 04:00:03,5,1.2068,1.1825,1.1976,14.1232,13.9836,39.1856,38.1583,7.4037,7.7668
25/05/2017 06:00:04,5,1.2069,1.1822,1.1974,14.0959,13.9632,39.4026,38.2147,7.3251,7.7263
