"Year","mm","region","FCI","age_bottom","temp_bottom","nh4_bottom","CHLA","sal_strat","hypoxia_area","nsamples","region2","oxygen_bottom","salinity_.bottom","Period","depth"
1980,3,"MC",37.09648315,66.5612,22.5572,0.069,11.1454,0.9085,0.524,1,"basin",7.2678,41.3492,"1979-83","OS"
1980,3,"SR",55.48417404,129.96045,19.0427,0.0322,42.31435,0.0252,0.97375,2,"river",6.922,46.68715,"1979-83","OS"
1980,3,"WP",38.24976726,124.2704,21.2599,0.0224,6.946,0.4936,28.2844,1,"basin",5.5874,43.3222,"1979-83","OS"
1980,4,"LM",42.81386338,121.5521,20.8205,0.0765,90.0922,2.3548,7.0802,1,"river",6.3778,41.4338,"1979-83","OS"
1980,4,"SH",61.53941731,264.064,21.5401,0.0241,13.2684,0.0046,6.6228,1,"basin",5.6795,47.7839,"1979-83","OS"
1980,5,"LM",52.58787532,120.0542,15.2452,0.0995,38.6479,9.8395,11.5843,1,"river",5.5467,38.8286,"1979-83","OS"
1980,5,"MC",34.28389713,33.2475,16.3392,0.0259,7.1665,0.0873,0,1,"basin",7.6921,37.3423,"1979-83","OS"
1980,5,"SH",57.13823991,274.5587,14.6397,0.0185,6.5466,0.2443,2.7727,1,"basin",6.5325,47.6174,"1979-83","OS"
1980,5,"SR",43.553419495,140.8815,14.23705,0.04465,17.4758,0.251,0,2,"river",7.3668,46.2903,"1979-83","OS"
1980,5,"WP",55.26550866,138.7533,14.4339,0.0404,12.1575,0.0411,23.3458,1,"basin",6.0948,44.2653,"1979-83","OS"
1980,6,"LM",31.70504533,53.6552,13.2589,0.0217,1.4853,13.3046,0,1,"river",6.4002,31.411,"1979-83","OS"
1980,6,"MC",44.85808272,40.58295,12.88805,0.0046,0.85085,0.7128,0,2,"basin",8.0444,35.5967,"1979-83","OS"
1980,6,"SH",75.62358277,71.687,11.7006,0.0135,3.9125,1.3172,0,1,"basin",8.2872,35.263,"1979-83","OS"
1980,6,"SR",36.0857832333333,46.4539333333333,12.7508,0.0319666666666667,7.04806666666667,4.10283333333333,0,3,"river",8.25143333333333,19.6676666666667,"1979-83","OS"
1980,6,"WP",69.62514966,58.0511,12.7829,0.0284,6.1648,1.1189,0,1,"basin",8.2142,34.7483,"1979-83","OS"
1980,7,"LM",32.03922331,11.9691,13.2522,0.0831,2.2534,1.982,0,1,"river",8.5332,5.2783,"1979-83","OS"
1980,7,"MC",34.54158466,22.2795,15.0161,0.007,2.2717,6.6282,0,1,"basin",7.9965,31.7372,"1979-83","OS"
1980,7,"SH",69.90608959,68.0309,13.6953,0.3337,12.7445,0.9666,0,1,"basin",9.0349,14.702,"1979-83","OS"
1980,8,"EP",61.94130379,32.6624,11.8124,0.0908,2.4112,0.6452,0,1,"basin",9.5789,10.8062,"1979-83","OS"
1980,8,"SR",35.699881925,10.80495,10.9772,0.18425,1.77305,0.0928,0,2,"river",10.2661,0.8676,"1979-83","OS"
1980,8,"WP",69.25049377,52.2712,14.0238,0.0377,1.5293,1.9078,0.6319,1,"basin",8.1187,18.4588,"1979-83","OS"
1980,9,"EP",31.1098011,48.6244,14.1227,0.0264,4.5866,0.8135,0,1,"basin",9.3523,11.581,"1979-83","OS"
1980,9,"LM",38.31436275,13.7467,14.6177,0.0496,2.145,0.0046,0,1,"river",9.6367,3.5299,"1979-83","OS"
1980,9,"MC",43.42581562,22.0537,15.0161,0.005,1.3737,8.3756,0,1,"basin",8.1214,29.7855,"1979-83","OS"
1980,9,"SH",37.877251595,47.2591,16.1367,0.11675,30.22,0.1567,0,2,"basin",8.89535,4.18365,"1979-83","OS"
1980,9,"SR",33.973691,21.4366666666667,15.1023,0.0820666666666667,2.30406666666667,1.06016666666667,0,3,"river",9.28246666666667,1.65013333333333,"1979-83","OS"
1980,9,"WP",52.85205392,49.8298,14.5341,0.0198,3.6653,1.8242,0,1,"basin",9.6721,13.3377,"1979-83","OS"
1980,10,"MC",64.43328312,24.6366,18.9618,0.0028,4.4779,6.0091,0,1,"basin",7.5572,31.2439,"1979-83","OS"
1980,10,"WP",56.89402809,69.0908,16.2919,0.0689,19.4469,1.4472,6.5886,1,"basin",7.2189,11.7637,"1979-83","OS"
1980,11,"EP",78.84663813,71.358,19.0692,0.032,102.7749,1.4915,3.3484,1,"basin",8.521,19.9129,"1979-83","OS"
1980,11,"LM",40.68287222,49.7054,25.2673,0.0148,51.4149,2.0979,2.2057,1,"river",6.5345,12.8056,"1979-83","OS"
1980,11,"MC",53.82023313,20.5999,18.7989,0.0049,16.1928,3.7349,0,2,"basin",7.6647,33.9582,"1979-83","OS"
1980,11,"SH",51.34390314,84.34645,21.91545,0.02985,51.15285,0.8865,0.18555,2,"basin",8.241,8.2929,"1979-83","OS"
1980,11,"SR",44.099336925,59.3278,19.53245,0.0025,25.8416,0.83385,0,2,"river",7.95445,13.7869,"1979-83","OS"
1980,11,"WP",27.78221377,75.1419,20.8719,0.2406,171.4216,0.719,8.8185,1,"basin",7.1989,31.7115,"1979-83","OS"
1980,12,"WP",54.33515387,80.5966,17.8282,0.0427,74.3986,0.6749,5.4909,1,"basin",7.618,26.6781,"1979-83","OS"
1981,1,"EP",19.22142781,93.3004,24.3718,0.0828,87.7742,0.2401,17.6291,1,"basin",6.7675,32.6117,"1979-83","OS"
1981,1,"LM",71.42857143,56.6109,24.6941,0.0102,33.7993,2.5973,0.313,1,"river",7.0718,19.1954,"1979-83","OS"
1981,1,"MC",42.85714286,63.1605,21.1346,0.04,44.2985,1.1692,1.0473,1,"basin",7.4255,32.0643,"1979-83","OS"
1981,1,"SH",45.66811499,135.92915,21.43865,0.0232,140.39225,0.2756,0.08225,2,"basin",7.84825,17.46755,"1979-83","OS"
1981,1,"SR",29.447064745,129.5395,25.02745,0.0023,43.2941,0.06335,0,2,"river",6.619,25.4452,"1979-83","OS"
1981,1,"WP",68.43917148,98.1132,21.8315,0.5295,54.7203,0.0514,13.365,1,"basin",5.8637,35.4598,"1979-83","OS"
1981,2,"MC",39.65766623,35.6733,20.6792,0.051,22.016,-4e-04,0,1,"basin",6.872,37.3003,"1979-83","OS"
1981,2,"WP",48.94440253,91.8038,23.2447,0.0596,47.5829,0.003,15.521,1,"basin",5.8254,37.1003,"1979-83","OS"
1981,3,"EP",30.08996217,128.8988,18.6711,0.1169,33.4649,0.2434,30.8801,1,"basin",5.5836,42.8772,"1979-83","OS"
1981,3,"LM",32.16000527,108.1597,19.7193,0.0691,56.1896,2.5286,6.0727,1,"river",6.6983,34.0983,"1979-83","OS"
1981,3,"MC",68.52122653,43.3141,19.5718,0.0416,8.0586,0.2165,1.2702,1,"basin",7.1202,37.7299,"1979-83","OS"
1981,3,"SH",44.72318701,192.13385,18.4175,0.0299,50.74235,0.2779,0.76205,2,"basin",7.6089,33.13035,"1979-83","OS"
1981,3,"SR",29.20057335,125.37165,18.55235,0.0744,31.15915,0.13805,0,2,"river",6.9768,42.0559,"1979-83","OS"
1981,3,"WP",70.6146679,135.6366,18.3426,0.0831,32.9147,0.2114,21.8566,1,"basin",6.2325,41.0681,"1979-83","OS"
1981,4,"MC",33.33333333,6.3476,18.809,0.0405,1.4474,0.1673,0,1,"basin",6.7163,37.3773,"1979-83","OS"
1981,4,"WP",68.81901215,5.3367,21.11,0.0306,0,-0.0128,21.4303,1,"basin",4.8334,35.0746,"1979-83","OS"
1981,5,"EP",59.40007404,35.705,14.598,0.0044,1.9168,0.1759,0,1,"basin",6.6202,40.0144,"1979-83","OS"
1981,5,"LM",38.63585105,40.2946,17.4923,0.0091,3.3708,1.3284,0,1,"river",6.2121,35.8623,"1979-83","OS"
1981,5,"MC",44.57729527,31.6464,17.8742,0.0029,0.6078,0.2421,0,1,"basin",7.2656,37.655,"1979-83","OS"
1981,5,"SH",53.71998884,36.80025,16.4095,0.1841,5.0267,0.4202,11.58165,2,"basin",5.13135,42.3552,"1979-83","OS"
1981,5,"SR",33.67648207,42.5518,17.35395,0.00635,16.8265,-0.0031,0,2,"river",6.92115,40.03555,"1979-83","OS"
1981,5,"WP",29.29393356,35.9188,15.1675,0.004,0.5155,0.0773,0.0093,1,"basin",6.9009,39.6012,"1979-83","OS"
1981,6,"MC",45.72949388,39.9391,11.405,0.0184,1.2048,5.4836,0,1,"basin",8.8096,31.2704,"1979-83","OS"
1981,6,"WP",62.50347305,54.0874,10.695,0.0154,2.1307,1.1709,0,1,"basin",8.8302,33.0183,"1979-83","OS"
1981,7,"EP",57.14285714,54.9648,11.0141,0.0192,1.7123,3.4081,0.1651,1,"basin",9.8183,22.0817,"1979-83","OS"
1981,7,"LM",46.6384326,31.5556,11.1164,0.0539,1.7006,5.9496,0,1,"river",8.5721,13.1986,"1979-83","OS"
1981,7,"MC",39.41335749,17.5174,13.6174,0.003,0.7567,1.8075,0,1,"basin",7.73,34.1698,"1979-83","OS"
1981,7,"SH",57.34596505,59.38775,12.8649,0.39915,3.92895,2.56665,1.83515,2,"basin",7.9829,19.9488,"1979-83","OS"
1981,7,"SR",27.45589157,27.245,10.82025,0.0941,2.25995,3.6481,0,2,"river",9.6636,8.0464,"1979-83","OS"
1981,7,"WP",63.48985835,54.3151,11.1927,0.0168,1.0882,1.6089,0,1,"basin",9.8512,22.8632,"1979-83","OS"
2013,5,"LM",53.27108271,25.06,19.6571,0.0358666666666667,4.0701,5.47293333333333,72.7972666666667,3,"river",1.99666666666667,34.7366666666667,"2013-14","OS"
2013,5,"UM",39.7525449833333,22.3435,19.4892,0.0486,3.7948,7.6536,89.1109,3,"river",0.52,34.5066666666667,"2013-14","OS"
2013,7,"LM",51.426072535,0.8864,13.1301,0.0348,3.1743,0.4306,0.0865,2,"river",8.245,3.7,"2013-14","OS"
2013,7,"UM",44.3405815433333,0.7926,12.8201,0.0409,3.1744,0.3763,0.0865,3,"river",9.1353,2.937,"2013-14","OS"
2013,8,"SR",75.8639528266667,60.7825,15.7588,0.0128,3.9793,0.7906,0,3,"river",4.74,16.4466666666667,"2013-14","OS"
2013,10,"LM",41.92892476,8.81593333333333,18.9014666666667,0.0187333333333333,4.80476666666667,2.32886666666667,2.00223333333333,3,"river",7.4,6.31666666666667,"2013-14","OS"
2013,10,"UM",11.7808720626667,2.4604,17.4052,0.0238,3.1744,1.3103,0.1067,3,"river",7.86333333333333,2.83333333333333,"2013-14","OS"
2014,2,"LM",60.47960639,45.2841,22.9564,0.0397,66.3044,3.0781,4.9738,2,"river",3.2,33.795,"2013-14","OS"
2014,2,"UM",50.95805788,45.3975,22.8212,0.0393,71.0527,3.2316,6.1304,3,"river",0.786666666666667,30.47,"2013-14","OS"
2014,5,"LM",58.39980414,29.9445,17.5761,0.0162333333333333,9.45106666666667,3.9939,1.56126666666667,3,"river",4.71813333333333,26.9879,"2013-14","OS"
2014,5,"UM",63.2617754966667,23.1912,16.749,0.023,9.4252,3.3694,3.5048,3,"river",0.256666666666667,34.5133333333333,"2013-14","OS"
2016,5,"EP",59.51590963,36.2353,15.6226,0.0045,2.8635,0.7846,4.1845,2,"basin",9.7,38.65,"2016-18","OS"
2016,5,"LM",71.0276497566667,37.4902,16.2927,0.0103,1.8698,2.4365,0,3,"river",6.63333333333333,30.6666666666667,"2016-18","OS"
2016,5,"SR",52.37223033,35.0367,15.0993,0.0075,3.5201,0.1474,0,3,"river",6.296,36.3495,"2016-18","OS"
2016,5,"UM",23.6844574033333,16.0092,21.2743,0.0276,3.1741,2.5716,0.5891,3,"river",3.91666666666667,20.4333333333333,"2016-18","OS"
2016,7,"EP",24.853737405,56.2344,12.6018,0.0185,5.1051,3.1483,0,2,"basin",9.1,31.35,"2016-18","OS"
2016,7,"LM",59.68517477,40.9399,12.0402,0.0171,1.5643,11.1554,0,3,"river",3.63333333333333,24.5,"2016-18","OS"
2016,7,"SR",67.2093644666667,66.7977,12.2571,0.0165,5.2989,0.4743,0,3,"river",7.16666666666667,14.1666666666667,"2016-18","OS"
2016,7,"UM",20.8236021966667,6.3341,12.4604,0.0358,3.1741,2.4129,0.398,3,"river",10.8,5.13333333333333,"2016-18","OS"
2016,8,"NH",49.3331035133333,50.9373,13.2548,0.0096,1.3391,0.2088,0,3,"basin",6.56666666666667,33.3,"2016-18","OS"
2016,8,"SH",38.7589181466667,69.9711,11.3111,0.0488,2.5915,2.2138,2.7046,3,"basin",7.16666666666667,29.3,"2016-18","OS"
2016,9,"NH",42.0634920633333,29.4802,14.9014,0.0191,6.2865,1.9337,0.6351,3,"basin",7.9,31.6,"2016-18","OS"
2016,10,"EP",50.74063602,45.369,19.2217,0.0641,125.629,1.7138,5.8312,3,"basin",9,28.6333333333333,"2016-18","OS"
2016,10,"LM",50.69363332,37.7278,19.343,0.0161,101.9792,4.2481,1.5391,3,"river",5.93333333333333,18.4,"2016-18","OS"
2016,10,"SH",41.59287538,51.8207,21.8006,0.0473,62.1114,2.6768,5.5883,3,"basin",13.4666666666667,28.5666666666667,"2016-18","OS"
2016,10,"SR",60.7804621566667,33.8777,19.6403,0.0351,35.5829,2.4505,0,3,"river",7.86666666666667,7.03333333333333,"2016-18","OS"
2016,10,"WP",37.2789314833333,31.1933,17.9961,0.046,96.4048,2.1059,3.6006,3,"basin",8.56666666666667,31.9666666666667,"2016-18","OS"
2017,2,"EP",67.6578888233333,94.951,23.5077,0.1303,59.5291,0.2541,29.9608,3,"basin",7.1,38.3666666666667,"2016-18","OS"
2017,2,"NH",57.74030144,66.6528,25.7322,0.0574,111.1066,-0.012,6.876,3,"basin",8.26666666666667,38.0333333333333,"2016-18","OS"
2017,2,"SH",53.01014841,137.4746,24.0781,0.0841,166.6532,1.413,25.7691,3,"basin",7.1,41.6333333333333,"2016-18","OS"
2017,2,"SR",56.0964721333333,102.1751,18.1787,0.0041,50.3936,7e-04,0,3,"river",6.76666666666667,51.9333333333333,"2016-18","OS"
2017,2,"UM",49.7874537333333,55.507,29.047,0.03,101.2853,6.4736,10.9969,3,"river",1,29.2666666666667,"2016-18","OS"
2017,2,"WP",48.4629768833333,77.6564,23.3622,0.0917,46.3534,0.342,20.5045,3,"basin",7.13333333333333,37.4333333333333,"2016-18","OS"
2017,4,"EP",56.06197568,80.4335,19.6903,0.0898,44.639,0.9156,20.7454,2,"basin",8.9,37.9,"2016-18","OS"
2017,4,"LM",56.56057771,70.9621,18.9649,0.062,19.7809,4.2747,8.5765,3,"river",4.9,32.8666666666667,"2016-18","OS"
2017,5,"SR",41.0622665466667,84.1717,15.5458,0.0296,24.4797,0.0874,0,3,"river",6.06666666666667,37.2666666666667,"2016-18","OS"
2017,5,"UM",26.7966416566667,19.4708,14.3992,0.0178,9.5851,2.3762,0.4878,3,"river",0.19,23.2,"2016-18","OS"
2017,6,"EP",55.35109296,72.4025,12.9389,0.0657,12.3518,4.0202,14.5647,2,"basin",8.25,33.45,"2016-18","OS"
2017,6,"LM",41.40750103,83.4019,13.6317,0.0412,8.3976,6.6621,0.0376,3,"river",6.03333333333333,33.9,"2016-18","OS"
2017,6,"SR",35.7603831033333,123.8932,16.3935,0.0291,6.6968,0.5248,0,3,"river",7.33333333333333,33.3,"2016-18","OS"
2017,6,"UM",19.5390019866667,41.9566,18.9941,0.0335,5.5761,5.4914,2.3267,3,"river",0.333333333333333,28.4333333333333,"2016-18","OS"
2017,9,"EP",0,21.3334,16.9705,0.0851,6.1706,3.4447,17.0933,2,"basin",10.65,25.3,"2016-18","OS"
2017,9,"SR",0,22.8617,20.7207,0.0247,3.1182,4.5333,0,3,"river",4.2,8.83333333333333,"2016-18","OS"
2017,10,"LM",4.76190476333333,9.2463,18.3739,0.0568,5.047,0.2531,0,3,"river",4.13333333333333,6.6,"2016-18","OS"
2017,10,"UM",38.7810235866667,3.0559,18.6602,0.0868,5.9735,1.327,0,3,"river",5.46666666666667,2.73333333333333,"2016-18","OS"
2018,1,"EP",37.542780045,76.853,25.0111,0.1144,131.283,0.9285,26.4724,2,"basin",7.15,36.1,"2016-18","OS"
2018,1,"LM",32.3649696333333,66.3184,28.7795,0.067,96.6975,2.0406,7.0177,3,"river",3.66666666666667,36.2333333333333,"2016-18","OS"
2018,1,"SR",56.2557720733333,99.9045,26.895,0.0153,70.0818,0.0986,0.0985,3,"river",6,37.1333333333333,"2016-18","OS"
2018,1,"UM",23.6412574233333,28.2338,31.3774,0.0196,46.1278,3.6541,5.7674,3,"river",1.53333333333333,19.0333333333333,"2016-18","OS"
1979,4,"WP",77.9523587,25.4568,15.177,0.0039,0.3684,0.0643,0,1,"basin",7.1139,40.5673,"1979-83","NS"
1979,5,"EP",73.02926375,28.9724,16.7645,0.006,8.2823,0.0472,0.1,1,"basin",6.5903,40.6654,"1979-83","NS"
1979,5,"LM",64.28350183,30.3765,16.7196,0.0272,7.7512,0.1126,0,1,"river",7.0297,37.2305,"1979-83","NS"
1979,5,"NH",73.73428068,31.016,17.6716,0.2042,5.0906,0.0303,0,1,"basin",7.774,45.768,"1979-83","NS"
1979,5,"SH",71.173842305,29.7483,18.866,0.2734,2.8362,1.3146,21.0528,2,"basin",8.4965,45.6275,"1979-83","NS"
1979,5,"SR",64.403787545,29.861,16.6037,0.0449,9.7104,-0.0016,0,4,"river",7.2146,41.2924,"1979-83","NS"
1979,6,"EP",73.34767931,66.2995,10.7029,0.0217,3.2527,2.1276,0.4241,2,"basin",8.3372,36.9967,"1979-83","NS"
1979,6,"LM",66.7892643233333,52.1281666666667,11.6094,0.0206666666666667,2.85436666666667,5.1302,0,3,"river",8.00936666666667,30.4451333333333,"1979-83","NS"
1979,6,"NH",67.50400321,66.402,15.3022,0.0793,5.5412,0.0025,0,1,"basin",8.6567,40.7054,"1979-83","NS"
1979,6,"SH",64.8820723566667,56.514,15.3726,0.0595,1.8304,1.1713,0.5252,3,"basin",5.6894,39.6844,"1979-83","NS"
1979,6,"SR",65.1820076733333,71.4934,9.7652,0.0093,4.4376,2.662,0,3,"river",7.9025,33.0499,"1979-83","NS"
1979,6,"WP",70.34089653,57.86,15.7686,0.0266,1.0168,0.0818,0,1,"basin",7.2912,37.5769,"1979-83","NS"
1979,8,"LM",56.09413634,51.2473666666667,13.5246666666667,0.0310333333333333,2.12296666666667,10.5903666666667,0,3,"river",7.8677,19.3768333333333,"1979-83","NS"
1979,8,"NH",77.71567734,80.6458,12.9051,0.0192,4.4615,0.9574,0,1,"basin",8.8019,26.157,"1979-83","NS"
1979,8,"SH",70.24793388,39.9642,13.1591,0.0871,2.6878,1.8125,6.0921,1,"basin",6.4982,11.8893,"1979-83","NS"
1979,8,"SR",61.366209335,33.2253,12.7379,0.0923,1.7177,6.345,0,2,"river",9.0014,8.4435,"1979-83","NS"
1979,8,"WP",76.59615954,69.9547,12.48135,0.02385,1.98365,0.4882,0,2,"basin",9.21165,26.02055,"1979-83","NS"
1979,9,"EP",49.17041673,64.9016,16.6293,0.0348,8.7101,1.5876,4.4169,1,"basin",8.3408,19.2096,"1979-83","NS"
1979,9,"LM",48.36065442,35.3995,15.3244,0.0497,5.7305,4.39895,0.13765,2,"river",8.647,10.25875,"1979-83","NS"
1979,9,"NH",61.00435865,94.8191,17.5598,0.0784,10.401,0.6033,0.0611,1,"basin",6.9233,19.3464,"1979-83","NS"
1979,9,"SH",60.6837592,62.1265,17.7906,0.0381,7.2761,1.1421,0.827,2,"basin",7.4576,20.6024,"1979-83","NS"
1979,9,"SR",49.8282375733333,29.64,14.0421666666667,0.082,3.35093333333333,4.01963333333333,0,3,"river",9.17246666666667,5.04983333333333,"1979-83","NS"
1979,9,"WP",63.57354074,72.3434,16.73125,0.0229,9.9016,0.76245,2.65415,2,"basin",9.2415,22.1802,"1979-83","NS"
1979,10,"LM",37.71534567,56.0691,17.5203,0.0151,32.1,2.5301,0.3014,1,"river",8.5782,14.1871,"1979-83","NS"
1979,10,"SR",51.81468844,74.4227,17.1295,0.0019,32.5194,1.2752,0,2,"river",8.4379,15.4509,"1979-83","NS"
1979,11,"EP",33.89632728,85.4428,18.3965,0.0455,67.8448,0.4912,12.0804,1,"basin",7.7633,23.4978,"1979-83","NS"
1979,11,"LM",48.2441070675,58.540175,19.124575,0.0198,29.8604,1.260475,0.917525,4,"river",8.163225,15.03305,"1979-83","NS"
1979,11,"NH",79.82023501,127.0105,15.0643,0.0235,15.4903,0.2725,0,1,"basin",8.9324,23.3428,"1979-83","NS"
1979,11,"SH",55.558027435,90.3783,14.4317,0.0535,90.4561,0.0514,0,2,"basin",9.748,18.9463,"1979-83","NS"
1979,11,"WP",78.94448686,88.8873,16.0328,0.0312,14.1503,0.6122,10.0417,1,"basin",7.6655,34.547,"1979-83","NS"
1979,12,"LM",46.25536248,84.6619,20.0714,0.0317,68.1336,1.6538,0.9261,1,"river",7.1249,21.0754,"1979-83","NS"
1979,12,"NH",45.45454545,146.8271,17.3895,0.016,49.2994,0.449,0.4803,1,"basin",8.2298,23.5499,"1979-83","NS"
1979,12,"SH",55.921810745,138.8575,17.2015,0.1178,203.2787,0.1898,0,2,"basin",8.8894,14.7517,"1979-83","NS"
1979,12,"SR",56.8216867266667,106.136766666667,20.0121,0.001,62.2445333333333,0.170833333333333,0,3,"river",7.53233333333333,25.1673666666667,"1979-83","NS"
1979,12,"WP",72.524588935,96.859,18.6223,0.0494,40.1814,0.9248,17.2254,2,"basin",6.6621,30.9887,"1979-83","NS"
1980,2,"LM",51.8537495766667,119.3431,24.0136666666667,0.0340666666666667,28.2576333333333,1.4898,2.44763333333333,3,"river",6.9812,37.1248666666667,"1979-83","NS"
1980,2,"NH",85.17064423,206.4043,21.8631,0.0704,2.2508,0.926,5.8965,1,"basin",6.6282,40.5267,"1979-83","NS"
1980,2,"SH",53.084597225,217.0421,23.6482,0.3132,35.1476,0.8338,5.1322,2,"basin",6.0139,40.062,"1979-83","NS"
1980,2,"SR",62.57946433,131.1771,22.1309,0.0504,24.7027,0.0029,0.9397,2,"river",6.5476,44.2463,"1979-83","NS"
1980,2,"WP",68.06876855,129.4415,22.3711,0.0731,7.1109,0.0529,24.8605,2,"basin",5.8749,42.921,"1979-83","NS"
1980,3,"LM",64.81773205,124.5884,19.60575,0.10135,79.06385,3.13275,10.351,2,"river",5.99095,42.04605,"1979-83","NS"
1980,3,"SR",61.53652861,129.80405,19.3507,0.03035,43.1222,0.07125,0.8551,2,"river",6.97445,46.70505,"1979-83","NS"
1980,3,"WP",81.30065493,129.9612,19.6851,0.07265,17.83005,0.2523,29.3935,2,"basin",5.2763,47.15765,"1979-83","NS"
1980,4,"NH",77.59077001,264.064,21.5401,0.0241,13.2684,0.0046,6.6228,1,"basin",5.6795,47.7839,"1979-83","NS"
1980,4,"SH",59.90842289,287.0706,22.2281,0.0453,25.3277,0.7042,4.2099,2,"basin",5.6331,41.2104,"1979-83","NS"
1980,5,"LM",66.834195245,111.18375,15.65555,0.075,48.2429,2.26655,3.98815,2,"river",6.57115,36.8908,"1979-83","NS"
1980,5,"NH",78.53341791,276.4311,14.8122,0.0186,6.3187,0.0771,3.0174,1,"basin",6.4223,47.5972,"1979-83","NS"
1980,5,"SH",61.488966255,296.9122,14.8935,0.0177,3.1707,3.0982,0.3892,2,"basin",6.5577,42.2459,"1979-83","NS"
1980,5,"SR",64.34242588,147.8002,13.8822,0.0464,17.1064,0.4851,0,3,"river",7.2993,47.0861,"1979-83","NS"
1980,5,"WP",66.1318746716667,132.791,14.9443166666667,0.0490166666666667,15.6181666666667,0.0928833333333333,23.1565833333333,6,"basin",6.11228333333333,43.8098166666667,"1979-83","NS"
1980,6,"LM",70.066835305,38.4936,12.6685,0.0504,2.5317,10.5751,0,2,"river",7.2479,23.43745,"1979-83","NS"
1980,6,"NH",73.93287962,71.687,11.7006,0.0135,3.9125,1.3172,0,1,"basin",8.2872,35.263,"1979-83","NS"
1980,6,"SH",65.185950415,46.7336,12.0574,0.0679,1.8569,5.4911,1.8994,2,"basin",9.1349,21.6319,"1979-83","NS"
1980,6,"SR",56.226623475,53.73665,12.56875,0.01435,8.2134,3.61365,0,2,"river",8.1194,24.5104,"1979-83","NS"
1980,6,"WP",79.453141385,58.0511,12.7829,0.0284,6.1648,1.1189,0,4,"basin",8.2142,34.7483,"1979-83","NS"
1980,7,"SR",54.47949839,13.0422,13.8656,0.1305,1.2858,0.7437,0,2,"river",8.8491,1.6361,"1979-83","NS"
