Site,Name,AED,Date,Surface,Bottom
YoungMC1SU-96_102.5m_2,MC1,Mandurah Channel,17-Jan-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC1AU-96_102.5m_17,MC1,Mandurah Channel,22-Apr-1996,-999.0000,-999.0000,7.2761,-999.0000,7.2751,-999.0000
YoungMC1W-96_102.5m_32,MC1,Mandurah Channel,25-Jul-1996,-999.0000,-999.0000,9.3451,-999.0000,9.1583,-999.0000
YoungMC1SP-96_102.5m_47,MC1,Mandurah Channel,15-Oct-1996,-999.0000,-999.0000,8.2083,-999.0000,7.9575,-999.0000
YoungMC1SU-97_102.5m_62,MC1,Mandurah Channel,13-Jan-1997,-999.0000,-999.0000,6.9491,-999.0000,6.9338,-999.0000
YoungMC1AU-97_102.5m_77,MC1,Mandurah Channel,08-Apr-1997,-999.0000,-999.0000,7.1994,-999.0000,7.1965,-999.0000
YoungMC1W-97_102.5m_92,MC1,Mandurah Channel,30-Jul-1997,-999.0000,-999.0000,8.0919,-999.0000,7.9814,-999.0000
YoungMC1SP-97_102.5m_107,MC1,Mandurah Channel,13-Oct-1997,-999.0000,-999.0000,7.9736,-999.0000,7.8157,-999.0000
VealeMC1SU-9_102.5m_122,MC1,Mandurah Channel,14-Jan-2009,-999.0000,-999.0000,6.7186,-999.0000,6.7041,-999.0000
VealeMC1AU-9_102.5m_142,MC1,Mandurah Channel,07-Apr-2009,-999.0000,-999.0000,7.1810,-999.0000,7.1741,-999.0000
VealeMC1W-8_102.5m_162,MC1,Mandurah Channel,11-Jul-2008,-999.0000,-999.0000,8.2461,-999.0000,8.2090,-999.0000
VealeMC1SP-8_102.5m_177,MC1,Mandurah Channel,14-Oct-2008,-999.0000,-999.0000,7.7675,-999.0000,7.7188,-999.0000
VealeMC1SU-10_102.5m_197,MC1,Mandurah Channel,15-Jan-2010,-999.0000,-999.0000,6.7074,-999.0000,6.6886,-999.0000
VealeMC1AU-10_102.5m_217,MC1,Mandurah Channel,15-Apr-2010,-999.0000,-999.0000,7.0975,-999.0000,7.0415,-999.0000
VealeMC1W-9_102.5m_237,MC1,Mandurah Channel,09-Jul-2009,-999.0000,-999.0000,8.2114,-999.0000,8.1463,-999.0000
VealeMC1SP-9_102.5m_257,MC1,Mandurah Channel,12-Oct-2009,-999.0000,-999.0000,7.9148,-999.0000,7.7387,-999.0000
YoungMC1SU196_21m_646,MC1,Mandurah Channel,16-Feb-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC1AU196_21m_661,MC1,Mandurah Channel,22-May-1996,-999.0000,-999.0000,7.3684,-999.0000,7.3677,-999.0000
YoungMC1W196_21m_676,MC1,Mandurah Channel,29-Aug-1996,-999.0000,-999.0000,8.8505,-999.0000,8.3063,-999.0000
YoungMC1SP196_21m_691,MC1,Mandurah Channel,12-Nov-1996,-999.0000,-999.0000,7.5572,-999.0000,7.5539,-999.0000
YoungMC1SU197_21m_706,MC1,Mandurah Channel,11-Feb-1997,-999.0000,-999.0000,6.6975,-999.0000,6.6500,-999.0000
YoungMC1AU197_21m_721,MC1,Mandurah Channel,05-May-1997,-999.0000,-999.0000,7.6194,-999.0000,7.6278,-999.0000
YoungMC1W197_21m_736,MC1,Mandurah Channel,28-Jul-1997,-999.0000,-999.0000,8.0443,-999.0000,7.9437,-999.0000
YoungMC1SP197_21m_751,MC1,Mandurah Channel,11-Nov-1997,-999.0000,-999.0000,7.6087,-999.0000,7.5990,-999.0000
VealeMC1W12008_21m_766,MC1,Mandurah Channel,11-Jul-2008,-999.0000,-999.0000,8.2461,-999.0000,8.2090,-999.0000
VealeMC1SP12008_21m_785,MC1,Mandurah Channel,14-Oct-2008,-999.0000,-999.0000,7.7675,-999.0000,7.7188,-999.0000
VealeMC1SU12009_21m_805,MC1,Mandurah Channel,14-Jan-2009,-999.0000,-999.0000,6.7186,-999.0000,6.7041,-999.0000
VealeMC1AU12009_21m_825,MC1,Mandurah Channel,07-Apr-2009,-999.0000,-999.0000,7.1810,-999.0000,7.1741,-999.0000
VealeMC1W12009_21m_845,MC1,Mandurah Channel,09-Jul-2009,-999.0000,-999.0000,8.2114,-999.0000,8.1463,-999.0000
VealeMC1SP12009_21m_865,MC1,Mandurah Channel,12-Oct-2009,-999.0000,-999.0000,7.9148,-999.0000,7.7387,-999.0000
VealeMC1SU12010_21m_885,MC1,Mandurah Channel,15-Jan-2010,-999.0000,-999.0000,6.7074,-999.0000,6.6886,-999.0000
VealeMC1AU12010_21m_905,MC1,Mandurah Channel,15-Apr-2010,-999.0000,-999.0000,7.0975,-999.0000,7.0415,-999.0000
HallettMC1AU-16_21m_1480,MC1,Mandurah Channel,01-Jun-2016,1.3124,-999.0000,7.4626,8.7750,7.4608,-999.0000
HallettMC1SP-16_21m_1481,MC1,Mandurah Channel,31-Oct-2016,0.3913,-999.0000,7.7587,8.1500,7.6570,-999.0000
HallettMC1SU-17_21m_1482,MC1,Mandurah Channel,15-Feb-2017,1.3639,-2.2854,6.6361,8.0000,6.5854,4.3000
HallettMC1W-16_21m_1483,MC1,Mandurah Channel,27-Jul-2016,2.2038,-999.0000,7.9462,10.1500,7.9043,-999.0000
HallettMC1AU17_21m_1608,MC1,Mandurah Channel,13-Apr-2017,0.7119,-999.0000,6.7381,7.4500,6.7475,-999.0000
HallettMC1SP17_21m_1612,MC1,Mandurah Channel,19-Oct-2017,-5.4103,-999.0000,7.8853,2.4750,7.7543,-999.0000
HallettMC1SU18_21m_1616,MC1,Mandurah Channel,11-Jan-2018,2.1601,-999.0000,6.0899,8.2500,6.0721,-999.0000
HallettMC1W17_21m_1620,MC1,Mandurah Channel,26-Jun-2017,0.9036,-999.0000,7.4464,8.3500,7.4393,-999.0000
YoungMC2SU-96_102.5m_3,MC2,Mandurah Channel,17-Jan-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC2AU-96_102.5m_18,MC2,Mandurah Channel,22-Apr-1996,-999.0000,-999.0000,7.2511,-999.0000,7.2499,-999.0000
YoungMC2W-96_102.5m_33,MC2,Mandurah Channel,25-Jul-1996,-999.0000,-999.0000,9.5924,-999.0000,9.4811,-999.0000
YoungMC2SP-96_102.5m_48,MC2,Mandurah Channel,15-Oct-1996,-999.0000,-999.0000,8.3202,-999.0000,8.0397,-999.0000
YoungMC2SU-97_102.5m_63,MC2,Mandurah Channel,13-Jan-1997,-999.0000,-999.0000,6.7855,-999.0000,6.7670,-999.0000
YoungMC2AU-97_102.5m_78,MC2,Mandurah Channel,08-Apr-1997,-999.0000,-999.0000,7.0870,-999.0000,7.0830,-999.0000
YoungMC2W-97_102.5m_93,MC2,Mandurah Channel,30-Jul-1997,-999.0000,-999.0000,8.2179,-999.0000,8.1336,-999.0000
YoungMC2SP-97_102.5m_108,MC2,Mandurah Channel,13-Oct-1997,-999.0000,-999.0000,8.0454,-999.0000,7.9035,-999.0000
VealeMC2SU-9_102.5m_123,MC2,Mandurah Channel,14-Jan-2009,-999.0000,-999.0000,6.4829,-999.0000,6.4746,-999.0000
VealeMC2AU-9_102.5m_143,MC2,Mandurah Channel,07-Apr-2009,-999.0000,-999.0000,7.0837,-999.0000,7.0784,-999.0000
VealeMC2W-8_102.5m_163,MC2,Mandurah Channel,11-Jul-2008,-999.0000,-999.0000,8.3709,-999.0000,8.3083,-999.0000
VealeMC2SP-8_102.5m_178,MC2,Mandurah Channel,14-Oct-2008,-999.0000,-999.0000,7.7857,-999.0000,7.7526,-999.0000
VealeMC2SU-10_102.5m_198,MC2,Mandurah Channel,15-Jan-2010,-999.0000,-999.0000,6.4823,-999.0000,6.4643,-999.0000
VealeMC2AU-10_102.5m_218,MC2,Mandurah Channel,15-Apr-2010,-999.0000,-999.0000,6.9249,-999.0000,6.8430,-999.0000
VealeMC2W-9_102.5m_238,MC2,Mandurah Channel,09-Jul-2009,-999.0000,-999.0000,8.3285,-999.0000,8.2962,-999.0000
VealeMC2SP-9_102.5m_258,MC2,Mandurah Channel,13-Oct-2009,-999.0000,-999.0000,7.9421,-999.0000,7.7801,-999.0000
YoungMC2SU296_21m_647,MC2,Mandurah Channel,16-Feb-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC2AU296_21m_662,MC2,Mandurah Channel,22-May-1996,-999.0000,-999.0000,7.4024,-999.0000,7.4023,-999.0000
YoungMC2W296_21m_677,MC2,Mandurah Channel,29-Aug-1996,-999.0000,-999.0000,9.1151,-999.0000,8.5422,-999.0000
YoungMC2SP296_21m_692,MC2,Mandurah Channel,12-Nov-1996,-999.0000,-999.0000,7.5072,-999.0000,7.4804,-999.0000
