Site,Name,AED,Date,Surface,Bottom
YoungMC1SU-96_102.5m_2,MC1,Mandurah Channel,17-Jan-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC1AU-96_102.5m_17,MC1,Mandurah Channel,22-Apr-1996,-999.0000,-999.0000,18.7107,-999.0000,18.7188,-999.0000
YoungMC1W-96_102.5m_32,MC1,Mandurah Channel,25-Jul-1996,-999.0000,-999.0000,12.5659,-999.0000,12.9181,-999.0000
YoungMC1SP-96_102.5m_47,MC1,Mandurah Channel,15-Oct-1996,-999.0000,-999.0000,16.5091,-999.0000,16.0416,-999.0000
YoungMC1SU-97_102.5m_62,MC1,Mandurah Channel,13-Jan-1997,-999.0000,-999.0000,21.6820,-999.0000,21.5786,-999.0000
YoungMC1AU-97_102.5m_77,MC1,Mandurah Channel,08-Apr-1997,-999.0000,-999.0000,19.7600,-999.0000,19.7709,-999.0000
YoungMC1W-97_102.5m_92,MC1,Mandurah Channel,30-Jul-1997,-999.0000,-999.0000,14.5512,-999.0000,14.7779,-999.0000
YoungMC1SP-97_102.5m_107,MC1,Mandurah Channel,13-Oct-1997,-999.0000,-999.0000,17.6602,-999.0000,17.2592,-999.0000
VealeMC1SU-9_102.5m_122,MC1,Mandurah Channel,14-Jan-2009,-999.0000,-999.0000,21.3266,-999.0000,21.2585,-999.0000
VealeMC1AU-9_102.5m_142,MC1,Mandurah Channel,07-Apr-2009,-999.0000,-999.0000,19.0646,-999.0000,19.0544,-999.0000
VealeMC1W-8_102.5m_162,MC1,Mandurah Channel,11-Jul-2008,-999.0000,-999.0000,13.4492,-999.0000,13.5355,-999.0000
VealeMC1SP-8_102.5m_177,MC1,Mandurah Channel,14-Oct-2008,-999.0000,-999.0000,17.0153,-999.0000,16.5563,-999.0000
VealeMC1SU-10_102.5m_197,MC1,Mandurah Channel,15-Jan-2010,-999.0000,-999.0000,22.1376,-999.0000,21.7160,-999.0000
VealeMC1AU-10_102.5m_217,MC1,Mandurah Channel,15-Apr-2010,-999.0000,-999.0000,19.8492,-999.0000,19.7375,-999.0000
VealeMC1W-9_102.5m_237,MC1,Mandurah Channel,09-Jul-2009,-999.0000,-999.0000,13.7204,-999.0000,13.8841,-999.0000
VealeMC1SP-9_102.5m_257,MC1,Mandurah Channel,12-Oct-2009,-999.0000,-999.0000,17.4347,-999.0000,16.9893,-999.0000
YoungMC1SU196_21m_646,MC1,Mandurah Channel,16-Feb-1996,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000,-999.0000
YoungMC1AU196_21m_661,MC1,Mandurah Channel,22-May-1996,-999.0000,-999.0000,16.7704,-999.0000,16.7711,-999.0000
YoungMC1W196_21m_676,MC1,Mandurah Channel,29-Aug-1996,-999.0000,-999.0000,14.4825,-999.0000,14.8580,-999.0000
YoungMC1SP196_21m_691,MC1,Mandurah Channel,12-Nov-1996,-999.0000,-999.0000,18.3907,-999.0000,17.9120,-999.0000
YoungMC1SU197_21m_706,MC1,Mandurah Channel,11-Feb-1997,-999.0000,-999.0000,21.4981,-999.0000,21.3192,-999.0000
YoungMC1AU197_21m_721,MC1,Mandurah Channel,05-May-1997,-999.0000,-999.0000,16.1184,-999.0000,16.0169,-999.0000
YoungMC1W197_21m_736,MC1,Mandurah Channel,28-Jul-1997,-999.0000,-999.0000,14.7740,-999.0000,14.9842,-999.0000
YoungMC1SP197_21m_751,MC1,Mandurah Channel,11-Nov-1997,-999.0000,-999.0000,17.8284,-999.0000,17.6014,-999.0000
