Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
14/03/2017 00:00:05,5,2.7709,2.5257,2.6511, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 02:00:06,5,2.7998,2.5594,2.6824, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 04:00:03,5,2.7749,2.5330,2.6568, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 06:00:02,5,2.8193,2.5858,2.7054, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 08:00:00,5,2.8268,2.5981,2.7154, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 10:00:02,5,2.8613,2.6488,2.7576, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 12:00:03,5,2.9284,2.7279,2.8301, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 14:00:02,5,2.9018,2.6891,2.7980, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 16:00:00,5,2.9111,2.6939,2.8053, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 18:00:05,5,2.9689,2.7501,2.8621, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 20:00:05,5,2.9370,2.7072,2.8250, NaN, NaN, NaN, NaN, NaN, NaN
14/03/2017 22:00:08,5,2.8562,2.6139,2.7379, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 00:00:05,5,2.9403,2.7110,2.8281, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 02:00:02,5,2.8078,2.5614,2.6875, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 04:00:06,5,2.8555,2.6169,2.7390, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 06:00:02,5,2.8270,2.5864,2.7096, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 08:00:07,5,2.8849,2.6560,2.7734, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 10:00:04,5,2.8997,2.6838,2.7948, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 12:00:06,5,2.9803,2.7776,2.8810, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 14:00:03,5,2.9800,2.7695,2.8769, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 16:00:01,5,3.0133,2.8046,2.9110, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 18:00:09,5,3.0223,2.8027,2.9151, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 20:00:06,5,2.9626,2.7275,2.8479, NaN, NaN, NaN, NaN, NaN, NaN
15/03/2017 22:00:05,5,2.9194,2.6791,2.8022, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 00:00:04,5,2.9280,2.6873,2.8105, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 02:00:09,5,2.8395,2.5892,2.7171, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 04:00:06,5,2.8361,2.5847,2.7130, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 06:00:03,5,2.8580,2.6119,2.7377, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 08:00:02,5,2.8725,2.6306,2.7544, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 10:00:06,5,2.9391,2.7095,2.8271, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 12:00:04,5,2.9372,2.7110,2.8268, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 14:00:02,5,2.8977,2.6729,2.7882, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 16:00:02,5,2.9360,2.7112,2.8266, NaN, NaN, NaN, NaN, NaN, NaN
16/03/2017 18:00:08,5,2.9458,2.7200,2.8358, NaN, NaN, NaN, NaN, NaN, NaN
