date,flow
1/01/2016,0.22766116
2/01/2016,0.19842248
3/01/2016,0.1855888
4/01/2016,0.17314276
5/01/2016,0.1571138
6/01/2016,0.1551534
7/01/2016,0.18139812
8/01/2016,0.20060062
9/01/2016,0.17314276
10/01/2016,0.2230291
11/01/2016,0.19842248
12/01/2016,0.16305163
13/01/2016,0.18348813
14/01/2016,0.18348813
15/01/2016,0.14740352
16/01/2016,0.1360429
17/01/2016,0.13791507
18/01/2016,0.16106282
19/01/2016,0.16505012
20/01/2016,0.14358222
21/01/2016,0.13232329
22/01/2016,0.13232329
23/01/2016,0.14548848
24/01/2016,0.1360429
25/01/2016,0.16505012
26/01/2016,0.13791507
27/01/2016,0.1360429
28/01/2016,0.1360429
29/01/2016,0.13791507
30/01/2016,0.18139812
31/01/2016,0.1571138
1/02/2016,0.14358222
2/02/2016,0.13979561
3/02/2016,0.13047565
4/02/2016,0.12135509
5/02/2016,0.1177599
6/02/2016,0.1177599
7/02/2016,0.1177599
8/02/2016,0.1195538
9/02/2016,0.1177599
10/02/2016,0.1177599
11/02/2016,0.1177599
12/02/2016,0.1177599
13/02/2016,0.1177599
14/02/2016,0.1177599
15/02/2016,0.11597328
16/02/2016,0.11597328
17/02/2016,0.11597328
18/02/2016,0.11597328
19/02/2016,0.11597328
20/02/2016,0.11597328
21/02/2016,0.11419383
22/02/2016,0.11419383
23/02/2016,0.11419383
24/02/2016,0.11419383
25/02/2016,0.11242146
26/02/2016,0.11242146
27/02/2016,0.11065607
28/02/2016,0.11242146
29/02/2016,0.11242146
1/03/2016,0.11065607
2/03/2016,0.11065607
3/03/2016,0.10714583
4/03/2016,0.10366231
5/03/2016,0.10540078
6/03/2016,0.10366231
7/03/2016,0.10366231
8/03/2016,0.10366231
9/03/2016,0.10020471
10/03/2016,0.09848538
11/03/2016,0.09848538
12/03/2016,0.09506516
13/03/2016,0.09336408
14/03/2016,0.09336408
15/03/2016,0.09336408
16/03/2016,0.09336408
17/03/2016,0.09336408
18/03/2016,0.09336408
19/03/2016,0.09848538
20/03/2016,0.09506516
21/03/2016,0.09336408
22/03/2016,0.08997946
23/03/2016,0.08997946
24/03/2016,0.09848538
25/03/2016,0.10366231
26/03/2016,0.20060062
27/03/2016,0.11065607
28/03/2016,0.08997946
29/03/2016,0.08661757
30/03/2016,0.08829572
31/03/2016,0.08661757
1/04/2016,0.08661757
2/04/2016,0.08661757
3/04/2016,0.08829572
4/04/2016,0.08829572
5/04/2016,0.08829572
6/04/2016,0.08661757
7/04/2016,0.08661757
8/04/2016,0.0849449
9/04/2016,0.15908357
10/04/2016,0.18770025
11/04/2016,0.10193032
12/04/2016,0.09848538
13/04/2016,0.08661757
14/04/2016,0.0849449
15/04/2016,0.08327761
16/04/2016,0.08327761
17/04/2016,0.08661757
18/04/2016,0.1360429
19/04/2016,0.40033186
20/04/2016,0.10714583
21/04/2016,0.09166888
22/04/2016,0.08829572
23/04/2016,0.08829572
24/04/2016,0.08829572
25/04/2016,0.16705837
26/04/2016,0.12680419
27/04/2016,0.09848538
28/04/2016,0.10193032
29/04/2016,0.10366231
30/04/2016,0.10714583
1/05/2016,0.09506516
2/05/2016,0.09848538
3/05/2016,0.09677223
4/05/2016,0.09848538
5/05/2016,0.09677223
6/05/2016,0.13047565
7/05/2016,0.35281652
8/05/2016,0.13417901
9/05/2016,0.11242146
10/05/2016,0.10889756
11/05/2016,0.10540078
12/05/2016,0.10540078
13/05/2016,0.10714583
14/05/2016,0.1360429
15/05/2016,0.11242146
