Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
27/06/2016 00:00:02,16,1.9083,1.2810,1.6121,12.5250,12.5231,36.0733,36.0718,7.7460,7.7695
27/06/2016 02:00:00,16,1.8969,1.2695,1.6006,12.4801,12.4716,36.0707,36.0700,7.7586,7.7735
27/06/2016 04:00:08,16,1.8883,1.2613,1.5923,12.4138,12.4000,36.0675,36.0696,7.7600,7.7637
27/06/2016 06:00:00,16,1.8915,1.2647,1.5956,12.3190,12.3038,36.0703,36.0728,7.7497,7.7530
27/06/2016 08:00:07,16,1.8908,1.2633,1.5946,12.1842,12.1685,36.0689,36.0711,7.7527,7.7565
27/06/2016 10:00:04,16,1.8962,1.2694,1.6003,12.0830,12.0781,36.0742,36.0766,7.8320,7.8365
27/06/2016 12:00:09,16,1.9085,1.2818,1.6127,12.0941,12.0926,36.0844,36.0873,7.9454,7.9484
27/06/2016 14:00:09,16,1.9288,1.3018,1.6328,12.1599,12.1620,36.1071,36.1105,8.0367,8.0385
27/06/2016 16:00:08,16,1.9409,1.3136,1.6447,12.1972,12.1883,36.1355,36.1386,8.0867,8.0882
27/06/2016 18:00:09,16,1.9419,1.3149,1.6458,12.1576,12.1468,36.1581,36.1601,8.1017,8.1042
27/06/2016 20:00:02,16,1.9395,1.3121,1.6433,12.1087,12.0973,36.1681,36.1694,8.0964,8.0991
27/06/2016 22:00:00,16,1.9294,1.3021,1.6332,12.0426,12.0299,36.1656,36.1664,8.0779,8.0800
28/06/2016 00:00:09,16,1.9242,1.2969,1.6280,11.9616,11.9487,36.1479,36.1485,8.0478,8.0502
28/06/2016 02:00:08,16,1.9238,1.2961,1.6274,11.8635,11.8480,36.1160,36.1161,8.0158,8.0184
28/06/2016 04:00:08,16,1.9267,1.2998,1.6307,11.7644,11.7517,36.0886,36.0899,8.0060,8.0097
28/06/2016 06:00:00,16,1.9555,1.3285,1.6594,11.7193,11.7107,36.0912,36.0926,8.0121,8.0159
28/06/2016 08:00:01,16,1.9886,1.3608,1.6922,11.6881,11.6784,36.0990,36.1005,8.0163,8.0211
28/06/2016 10:00:00,16,2.0058,1.3792,1.7099,11.7527,11.8321,36.1051,36.1133,8.0300,8.0495
28/06/2016 12:00:06,16,2.0359,1.4086,1.7396,11.8112,12.8889,36.1084,36.1416,8.0041,8.0897
28/06/2016 14:00:00,16,2.0492,1.4206,1.7524,11.8564,13.9828,36.0978,36.1579,8.0172,8.1212
28/06/2016 16:00:06,16,2.0385,1.4126,1.7429,11.8817,14.1582,36.1037,36.1806,8.0029,8.1503
28/06/2016 18:00:07,16,2.0483,1.4199,1.7516,11.9025,13.8349,36.0901,36.1623,8.0056,8.1615
28/06/2016 20:00:09,16,2.0339,1.4070,1.7378,11.9106,13.6221,36.0973,36.1505,7.9469,8.1740
28/06/2016 22:00:02,16,2.0290,1.4016,1.7327,11.9169,13.4106,36.1068,36.1278,7.8970,8.1885
29/06/2016 00:00:00,16,2.0234,1.3962,1.7272,11.9131,13.2440,36.1206,36.1059,7.8448,8.2084
29/06/2016 02:00:08,16,2.0159,1.3892,1.7199,11.9086,13.0767,36.1309,36.0687,7.7955,8.2301
29/06/2016 04:00:07,16,2.0244,1.3972,1.7283,11.9101,12.8733,36.1374,36.0298,7.7715,8.2369
29/06/2016 06:00:03,16,2.0400,1.4120,1.7435,11.9178,12.6811,36.1414,36.0197,7.8112,8.2377
29/06/2016 08:00:01,16,2.0445,1.4173,1.7483,11.9215,12.5543,36.1427,36.0425,7.7675,8.2230
