Cell,Age,Oxy,Sal,Period
1,3.4859,230.2259,35.4143,2016-18
2,2.0806,230.7366,35.4498,2016-18
3,1.1675,231.2130,35.4375,2016-18
4,0.1863,231.7688,35.4139,2016-18
5,0.1182,231.8088,35.4100,2016-18
6,0.0558,231.8776,35.4000,2016-18
7,0.0166,231.8901,35.3996,2016-18
8,0.0524,231.8693,35.4011,2016-18
9,0.0548,231.8454,35.4063,2016-18
10,0.2473,231.6091,35.4658,2016-18
11,0.2786,231.6299,35.4690,2016-18
12,0.1613,231.7103,35.4284,2016-18
13,0.3234,231.5951,35.4725,2016-18
14,0.4502,231.5390,35.4917,2016-18
15,0.4956,231.4224,35.4797,2016-18
16,0.4821,231.5023,35.4764,2016-18
17,0.3150,231.5672,35.4566,2016-18
18,0.4484,231.5303,35.4800,2016-18
19,0.2917,231.5790,35.4545,2016-18
20,0.4931,231.4849,35.4758,2016-18
21,0.6902,231.2684,35.4780,2016-18
22,0.7795,231.0108,35.4794,2016-18
23,0.6973,231.0408,35.4735,2016-18
24,0.6245,231.2894,35.4630,2016-18
25,0.6569,231.4932,35.4576,2016-18
26,0.7210,231.6276,35.4524,2016-18
27,0.9442,231.7648,35.4458,2016-18
28,0.7371,231.7658,35.4390,2016-18
29,1.5276,231.5332,35.4483,2016-18
30,1.4939,231.5983,35.4425,2016-18
31,1.8655,231.6794,35.4327,2016-18
32,1.7301,231.7252,35.4272,2016-18
33,2.5020,231.7194,35.4036,2016-18
34,3.3846,231.6743,35.3969,2016-18
35,3.8483,231.4828,35.3858,2016-18
36,4.6208,231.6960,35.3400,2016-18
37,5.1701,230.8704,35.3611,2016-18
38,5.2005,230.8469,35.3440,2016-18
39,6.5902,230.1692,35.3345,2016-18
40,7.9130,229.6485,35.3019,2016-18
41,9.6477,229.2198,35.2704,2016-18
42,9.6064,229.2198,35.2656,2016-18
43,12.3033,228.5894,35.2151,2016-18
44,3.9596,229.8181,35.4072,2016-18
45,2.3693,230.4393,35.4466,2016-18
46,1.2134,231.0466,35.4639,2016-18
47,5.9107,229.2083,35.3548,2016-18
48,0.3447,231.7372,35.4485,2016-18
49,0.2148,231.7683,35.4297,2016-18
50,0.1384,231.8557,35.4066,2016-18
51,0.0953,231.8649,35.4026,2016-18
52,0.2237,231.7586,35.4432,2016-18
53,0.3658,231.6689,35.4831,2016-18
54,0.3534,231.6320,35.4844,2016-18
55,0.4933,231.5896,35.4908,2016-18
56,0.6529,231.4938,35.4880,2016-18
57,0.6066,231.3902,35.4853,2016-18
58,0.6998,231.4513,35.4896,2016-18
59,0.6481,231.4899,35.4890,2016-18
60,0.6932,231.4924,35.4872,2016-18
61,0.7450,231.5282,35.4885,2016-18
62,0.8235,231.5491,35.4842,2016-18
63,0.9203,231.1681,35.4801,2016-18
64,1.1310,230.8183,35.4781,2016-18
65,1.1446,230.6943,35.4793,2016-18
66,1.0414,230.8413,35.4791,2016-18
67,1.0278,231.0873,35.4771,2016-18
68,1.1564,231.3370,35.4687,2016-18
69,1.5957,231.5303,35.4523,2016-18
70,1.8528,231.5265,35.4455,2016-18
71,2.5131,231.4943,35.4284,2016-18
72,2.9701,231.6506,35.4106,2016-18
73,2.5031,231.3437,35.4340,2016-18
74,3.3565,231.6505,35.4008,2016-18
75,4.1890,231.5247,35.3815,2016-18
76,4.4164,231.4622,35.3777,2016-18
77,4.3935,231.4231,35.3790,2016-18
78,5.2348,230.8913,35.3639,2016-18
79,6.9025,230.1062,35.3318,2016-18
80,7.3801,229.8284,35.3246,2016-18
81,9.7303,229.2956,35.2679,2016-18
82,12.0146,228.7415,35.2163,2016-18
83,10.7199,229.2035,35.2424,2016-18
84,11.8171,228.9960,35.2160,2016-18
85,14.0195,228.3559,35.1783,2016-18
86,13.2989,228.5726,35.1874,2016-18
87,2.5072,230.4141,35.4411,2016-18
88,1.2276,231.0830,35.4681,2016-18
89,0.8673,231.3837,35.4667,2016-18
90,6.1596,229.0981,35.3483,2016-18
91,4.0611,229.6985,35.4025,2016-18
92,0.4719,231.7114,35.4603,2016-18
93,0.3979,231.7667,35.4606,2016-18
94,0.2575,231.8330,35.4373,2016-18
95,0.2042,231.8381,35.4229,2016-18
96,0.5914,231.7111,35.4754,2016-18
97,0.4994,231.7446,35.4719,2016-18
98,0.4117,231.6874,35.4835,2016-18
99,0.5006,231.6639,35.4891,2016-18
100,0.5684,231.6930,35.4858,2016-18
101,0.6545,231.6377,35.4844,2016-18
102,0.7473,231.6241,35.4842,2016-18
103,0.8046,231.5565,35.4854,2016-18
104,0.8499,231.6089,35.4821,2016-18
105,0.9094,231.5805,35.4813,2016-18
106,0.9340,231.5466,35.4825,2016-18
107,1.2025,230.9611,35.4748,2016-18
108,1.0346,231.5510,35.4776,2016-18
109,1.1476,231.4957,35.4734,2016-18
110,1.5383,230.4535,35.4696,2016-18
111,1.6082,230.2724,35.4696,2016-18
112,1.4993,230.4925,35.4728,2016-18
113,1.5117,230.9021,35.4691,2016-18
114,1.4577,231.2111,35.4664,2016-18
115,1.7019,231.2336,35.4602,2016-18
116,2.1692,231.1164,35.4478,2016-18
117,3.1195,231.4427,35.4160,2016-18
118,3.5789,231.4558,35.4039,2016-18
119,3.5690,231.5434,35.4017,2016-18
120,2.9486,231.3042,35.4230,2016-18
121,3.4968,231.3304,35.4075,2016-18
122,4.0695,231.4355,35.3886,2016-18
123,2.5410,231.1042,35.4378,2016-18
124,2.8210,231.1868,35.4280,2016-18
125,4.5731,231.2201,35.3777,2016-18
126,4.7738,231.2779,35.3706,2016-18
127,5.3970,230.8662,35.3615,2016-18
128,6.4014,230.1398,35.3460,2016-18
129,7.4738,229.8303,35.3216,2016-18
130,9.2444,229.4394,35.2784,2016-18
131,12.5516,229.0602,35.1952,2016-18
132,12.6751,228.8829,35.1954,2016-18
133,11.9090,229.2883,35.2084,2016-18
134,10.9292,229.4806,35.2285,2016-18
135,15.4690,228.2183,35.1511,2016-18
136,14.7239,228.3702,35.1601,2016-18
137,13.9743,228.6498,35.1689,2016-18
138,1.5512,230.8635,35.4623,2016-18
139,1.1075,231.3182,35.4712,2016-18
140,0.7614,231.6544,35.4764,2016-18
141,1.7514,230.7987,35.4576,2016-18
142,1.3474,231.1506,35.4667,2016-18
143,6.1835,229.1220,35.3416,2016-18
