Cell,Age,Oxy,Sal,Period
19337,37.0081,246.2284,19.2103,2016-18
19338,37.0137,248.2310,19.2375,2016-18
19339,37.0057,251.4657,19.2402,2016-18
19646,37.1341,243.5473,19.3814,2016-18
19647,37.1193,245.9577,19.3781,2016-18
19648,37.1045,248.4484,19.3784,2016-18
19922,37.1833,241.8790,19.4188,2016-18
19923,37.1082,244.7320,19.3296,2016-18
19924,37.1720,245.2620,19.4585,2016-18
20181,37.0857,240.9168,19.2066,2016-18
20182,37.0370,243.1205,19.1719,2016-18
20183,37.2307,242.3252,19.5152,2016-18
20420,36.9900,240.0367,19.0007,2016-18
20421,36.9811,241.5284,19.0397,2016-18
20422,37.2673,239.9510,19.5357,2016-18
20434,37.8325,171.6781,16.9158,2016-18
20649,36.8169,239.7491,18.6690,2016-18
20650,36.8469,240.5096,18.7800,2016-18
20651,37.0041,239.2779,19.0684,2016-18
20663,37.3672,173.9577,16.7190,2016-18
20681,24.6593,239.2468,11.0030,2016-18
20843,28.3321,221.7701,11.5475,2016-18
20844,27.4598,222.1466,10.7318,2016-18
20845,24.4561,212.3286,9.4315,2016-18
20853,36.5413,240.1174,18.1766,2016-18
20854,36.8115,239.3257,18.6867,2016-18
20855,36.7985,238.6741,18.7056,2016-18
20867,36.4990,181.1292,16.3408,2016-18
20881,18.4664,263.3845,8.1007,2016-18
20882,22.0958,244.2556,9.8555,2016-18
21022,27.1080,231.1004,9.0484,2016-18
21023,27.2615,253.8584,6.6829,2016-18
21024,23.9414,208.8889,9.4717,2016-18
21029,36.2922,240.1376,17.7490,2016-18
21030,36.7500,238.3696,18.5565,2016-18
21031,36.5043,239.0100,18.1886,2016-18
21044,35.0595,190.5033,15.7057,2016-18
21052,17.1585,263.9284,7.5354,2016-18
21053,20.1229,248.3028,8.9726,2016-18
21169,27.0940,246.6331,7.0155,2016-18
21170,27.8540,277.6066,4.6169,2016-18
21171,23.4973,211.0529,8.9779,2016-18
21177,35.8413,240.7862,17.0206,2016-18
21178,36.1883,239.8760,17.6112,2016-18
21179,35.3233,243.9587,16.2219,2016-18
21185,32.6291,201.5277,14.6223,2016-18
21191,15.8332,264.5026,6.9647,2016-18
21192,18.1983,252.3768,8.1116,2016-18
21294,27.7076,267.7859,5.2238,2016-18
21295,27.9510,277.3938,4.6320,2016-18
21296,23.1330,212.1169,8.7131,2016-18
21302,35.6011,241.4803,16.6126,2016-18
21303,35.1529,242.0762,15.8678,2016-18
21304,35.1957,244.0093,15.9752,2016-18
21305,34.5321,247.2931,14.9111,2016-18
21306,31.2472,256.9152,9.9010,2016-18
21311,28.2930,217.6630,12.6743,2016-18
21312,14.3348,265.0333,6.3228,2016-18
21313,15.9906,257.2303,7.1245,2016-18
21410,27.9598,273.3774,4.9500,2016-18
21411,28.0350,276.8638,4.6794,2016-18
21412,22.8080,213.1656,8.5099,2016-18
21418,35.1139,242.9966,15.7964,2016-18
21419,34.9869,241.7935,15.5708,2016-18
21420,34.2874,247.7765,14.4707,2016-18
21421,34.8582,241.9278,15.3724,2016-18
21422,34.8317,240.8713,15.3234,2016-18
21423,33.8209,249.7840,13.7321,2016-18
21424,32.0151,256.9837,10.8622,2016-18
21425,30.5412,256.6175,8.9227,2016-18
21426,31.4920,258.4371,10.0737,2016-18
21429,21.4531,237.6878,9.6092,2016-18
21430,13.0431,264.8994,5.7783,2016-18
21431,13.3219,263.2759,5.9320,2016-18
21518,28.0518,273.3854,4.9432,2016-18
21519,28.0984,276.5853,4.7131,2016-18
21520,22.5250,215.2748,8.2876,2016-18
21525,34.0695,245.3719,14.1463,2016-18
21526,33.8226,243.9074,13.8164,2016-18
21527,33.5523,249.0100,13.2949,2016-18
21528,33.7793,242.4050,13.7895,2016-18
21529,33.2875,249.8325,12.8970,2016-18
21530,34.4785,241.5745,14.7608,2016-18
21531,34.5749,241.1323,14.9192,2016-18
21532,33.9608,241.2025,14.0620,2016-18
21533,31.8005,255.9951,10.5391,2016-18
21534,30.8426,259.2645,9.0968,2016-18
21535,29.7661,255.1638,7.8995,2016-18
21536,29.9705,260.1273,7.8856,2016-18
21538,12.9547,261.7130,5.7735,2016-18
21539,6.6629,277.7217,2.9581,2016-18
21540,10.0338,270.9041,4.4638,2016-18
21607,28.1434,271.6758,4.9898,2016-18
21608,28.1554,276.0952,4.7751,2016-18
21609,22.3155,218.3020,8.0401,2016-18
21614,34.3069,240.3309,14.5022,2016-18
21615,33.7703,240.3085,13.8183,2016-18
21616,29.1662,256.4875,6.9817,2016-18
21617,29.1608,263.1361,6.6460,2016-18
21619,2.0148,289.6812,0.8791,2016-18
21620,6.1170,280.1218,2.7160,2016-18
21657,28.3393,266.6286,5.3250,2016-18
21658,28.2625,274.1602,4.9582,2016-18
21659,21.2764,205.0971,8.6622,2016-18
21664,33.9096,240.7879,13.8866,2016-18
21665,33.6322,239.3336,13.6435,2016-18
21666,28.7243,260.4284,6.1493,2016-18
21667,28.5974,268.4580,5.6278,2016-18
21668,27.5604,239.8202,15.3305,2016-18
21669,1.1309,291.8692,0.4898,2016-18
21670,2.5280,288.6116,1.1158,2016-18
21687,20.8564,209.0925,8.3139,2016-18
21692,33.3623,241.8300,13.0360,2016-18
21693,33.4828,237.8665,13.4564,2016-18
21694,26.6904,238.3450,15.0725,2016-18
21695,0.8740,292.4643,0.3785,2016-18
21696,1.3684,291.3389,0.5948,2016-18
21707,20.8767,221.3860,7.6133,2016-18
21708,28.1986,251.9302,15.8008,2016-18
21709,29.1892,247.9672,16.5046,2016-18
21710,29.2234,245.8831,16.7623,2016-18
21711,28.7924,245.8434,16.6195,2016-18
21712,32.9817,242.4050,12.4431,2016-18
21713,33.1799,238.2369,12.9832,2016-18
21714,27.1879,231.9165,15.5036,2016-18
21715,0.7986,292.6083,0.3465,2016-18
21716,0.9931,292.2007,0.4304,2016-18
21725,21.2072,231.7277,7.1657,2016-18
21726,28.1263,254.8622,15.4631,2016-18
21727,29.1622,250.0545,16.2644,2016-18
21728,29.1216,247.3260,16.5844,2016-18
21729,28.2824,246.0518,16.5350,2016-18
21730,32.6865,242.7536,11.9875,2016-18
21731,32.6592,241.0777,12.1070,2016-18
21732,27.4889,228.5758,15.7669,2016-18
21733,0.7715,292.6303,0.3356,2016-18
21734,0.8023,292.5978,0.3481,2016-18
21735,0.8500,292.5094,0.3684,2016-18
21743,21.5481,239.7160,6.8568,2016-18
21744,28.2337,253.4153,15.7958,2016-18
21745,29.2484,249.5499,16.4215,2016-18
21746,29.4054,245.7376,16.9506,2016-18
21747,28.5343,244.6156,16.8624,2016-18
21748,32.3424,243.8858,11.4359,2016-18
21749,31.5376,249.4912,10.1691,2016-18
21750,28.4097,223.4823,16.2946,2016-18
21751,0.7587,292.6109,0.3311,2016-18
21758,21.3937,241.4955,6.8354,2016-18
21759,28.5545,252.4499,16.1053,2016-18
21760,29.6293,247.0425,16.9618,2016-18
21761,30.2058,242.8970,17.6068,2016-18
21762,29.0913,242.9767,17.2650,2016-18
21763,32.2494,243.4938,11.2853,2016-18
21764,30.9381,253.6564,9.1265,2016-18
21765,29.1343,221.3497,16.6701,2016-18
21766,0.7534,292.5716,0.3299,2016-18
21773,19.8265,227.2857,7.8017,2016-18
21774,29.7185,247.9454,17.0734,2016-18
21775,30.2881,243.3000,17.6965,2016-18
21776,30.4132,241.5089,17.8782,2016-18
21777,29.4566,242.1158,17.4916,2016-18
21778,32.3708,241.6752,11.4894,2016-18
21779,31.1973,250.5500,9.5619,2016-18
21780,30.3841,216.9062,17.3065,2016-18
21781,0.7492,292.5177,0.3295,2016-18
21788,19.9531,234.0777,7.5569,2016-18
21789,30.6907,242.9024,18.0898,2016-18
21790,30.4059,241.2475,18.0082,2016-18
21791,30.0454,240.8380,17.8414,2016-18
21792,28.9494,242.0547,17.3328,2016-18
21793,32.5292,239.6867,11.7571,2016-18
21794,31.4779,247.4873,10.0248,2016-18
21795,30.1623,220.1809,17.1248,2016-18
