Cell,Age,Oxy,Sal,Period
19337,82.2786,216.5598,34.5362,2016-18
19338,82.2491,219.9895,34.5485,2016-18
19339,82.2450,223.4027,34.5558,2016-18
19646,82.2977,218.3158,34.5234,2016-18
19647,82.2701,222.4011,34.5337,2016-18
19648,82.2722,227.4433,34.5404,2016-18
19922,82.3149,219.6411,34.5131,2016-18
19923,82.2875,223.3710,34.5230,2016-18
19924,82.2943,230.0144,34.5314,2016-18
20181,82.3285,221.0264,34.5038,2016-18
20182,82.2992,223.5195,34.5135,2016-18
20183,82.3086,231.6488,34.5244,2016-18
20420,82.3348,223.2195,34.4944,2016-18
20421,82.3091,223.7060,34.5030,2016-18
20422,82.3176,232.0810,34.5153,2016-18
20434,92.2857,458.1303,33.5478,2016-18
20649,82.3305,225.6517,34.4833,2016-18
20650,82.3146,223.8031,34.4909,2016-18
20651,82.3178,230.6874,34.5037,2016-18
20663,92.2283,443.1497,33.5139,2016-18
20681,88.1496,460.6539,31.7600,2016-18
20843,81.3323,484.0446,34.2460,2016-18
20844,81.4663,491.4640,34.3252,2016-18
20845,81.3596,497.9737,34.2645,2016-18
20853,82.3115,227.4415,34.4658,2016-18
20854,82.3106,225.1397,34.4785,2016-18
20855,82.3200,231.6072,34.4917,2016-18
20867,92.1604,422.8632,33.4806,2016-18
20881,92.0466,279.9865,33.1079,2016-18
20882,87.4984,451.4565,31.5375,2016-18
21022,80.6892,370.5858,33.9691,2016-18
21023,80.9326,307.5621,34.0565,2016-18
21024,81.2589,472.7206,34.2045,2016-18
21029,82.2650,227.8067,34.4284,2016-18
21030,82.2883,227.9814,34.4582,2016-18
21031,82.3020,231.9743,34.4734,2016-18
21044,92.0383,400.8652,33.4347,2016-18
21052,91.9103,260.3912,33.0737,2016-18
21053,87.0167,445.5434,31.3696,2016-18
21169,80.6625,193.2101,33.9780,2016-18
21170,80.7242,210.3655,33.9724,2016-18
21171,81.1793,417.6536,34.1549,2016-18
21177,82.1858,228.1747,34.3842,2016-18
21178,82.2134,230.5946,34.4174,2016-18
21179,82.2525,231.9836,34.4464,2016-18
21185,91.6825,403.0262,33.3317,2016-18
21191,91.7114,240.7922,33.0258,2016-18
21192,87.0238,438.6802,31.3831,2016-18
21294,80.6657,189.7187,33.9938,2016-18
21295,80.6806,187.0135,33.9947,2016-18
21296,81.1257,349.2911,34.1198,2016-18
21302,82.0611,232.3038,34.3256,2016-18
21303,81.9846,236.7948,34.2792,2016-18
21304,82.1116,233.3927,34.3665,2016-18
21305,82.1516,232.1508,34.3964,2016-18
21306,81.9154,235.5262,34.3036,2016-18
21311,91.5838,357.9738,33.2919,2016-18
21312,91.3595,221.7280,32.9426,2016-18
21313,87.1512,430.9508,31.4534,2016-18
21410,80.6757,198.4818,34.0050,2016-18
21411,80.6802,198.2367,34.0138,2016-18
21412,81.0869,266.5112,34.0927,2016-18
21418,81.8554,236.1870,34.2556,2016-18
21419,81.7976,239.0752,34.2299,2016-18
21420,81.9053,235.1843,34.2804,2016-18
21421,81.8652,242.6811,34.2289,2016-18
21422,81.6957,244.2688,34.1907,2016-18
21423,81.9096,234.6991,34.2893,2016-18
21424,81.7313,237.5121,34.2290,2016-18
21425,81.8584,235.1366,34.2911,2016-18
21426,81.7171,237.0975,34.2296,2016-18
21429,90.9572,267.4761,33.0258,2016-18
21430,90.8019,224.4358,32.8117,2016-18
21431,87.4488,422.6151,31.6079,2016-18
21518,80.7086,208.7632,34.0177,2016-18
21519,80.6934,207.4094,34.0197,2016-18
21520,81.0549,184.3822,34.0704,2016-18
21525,81.6426,240.4560,34.2027,2016-18
21526,81.6033,243.6498,34.1817,2016-18
21527,81.6759,239.9362,34.2198,2016-18
21528,81.5255,249.9354,34.1469,2016-18
21529,81.6806,240.0358,34.2247,2016-18
21530,81.7610,247.8199,34.1895,2016-18
21531,81.6462,248.6775,34.1681,2016-18
21532,81.4730,254.5624,34.1235,2016-18
21533,81.5410,238.8377,34.1737,2016-18
21534,81.5736,237.3746,34.1943,2016-18
21535,81.7779,233.8407,34.2852,2016-18
21536,81.4732,236.1473,34.1860,2016-18
21538,90.2660,254.0137,32.6948,2016-18
21539,90.0370,246.3854,32.6237,2016-18
21540,87.6347,415.4773,31.7080,2016-18
21607,80.7794,219.5239,34.0378,2016-18
21608,80.7297,214.9236,34.0290,2016-18
21609,81.0244,129.2499,34.0516,2016-18
21614,81.6954,249.7622,34.1669,2016-18
21615,81.4420,256.8004,34.1103,2016-18
21616,81.4886,230.8866,34.2211,2016-18
21617,81.2083,232.7106,34.1372,2016-18
21619,89.7239,251.2843,32.5126,2016-18
21620,87.7266,409.0051,31.7602,2016-18
21657,80.9293,225.0778,34.0766,2016-18
21658,80.8083,221.1242,34.0527,2016-18
21659,80.9886,99.1284,34.0327,2016-18
21664,81.6414,252.0491,34.1472,2016-18
21665,81.4183,257.3868,34.0967,2016-18
21666,81.1817,228.6015,34.1441,2016-18
21667,80.9649,226.6490,34.0874,2016-18
21668,81.6053,453.7514,34.9993,2016-18
21669,89.3505,262.2279,32.3749,2016-18
21670,87.7748,401.8617,31.7892,2016-18
21687,80.9355,80.4975,34.0075,2016-18
21692,81.5958,252.2685,34.1277,2016-18
