Cell,Age,Oxy,Sal,Period
19337,43.0429,230.0683,25.5699,2016-18
19338,43.0033,234.0469,25.5889,2016-18
19339,42.9942,235.3963,25.5942,2016-18
19646,43.0694,227.8302,25.5575,2016-18
19647,43.0336,231.4131,25.5756,2016-18
19648,43.0226,233.4429,25.5812,2016-18
19922,43.1005,225.4483,25.5412,2016-18
19923,43.0643,228.7809,25.5599,2016-18
19924,43.0513,231.1048,25.5640,2016-18
20181,43.1390,222.9700,25.5195,2016-18
20182,43.1014,225.9055,25.5398,2016-18
20183,43.0876,228.0128,25.5436,2016-18
20420,43.1813,220.9054,25.4946,2016-18
20421,43.1421,223.4470,25.5168,2016-18
20422,43.1233,225.6855,25.5240,2016-18
20434,42.1394,251.7605,17.1163,2016-18
20649,43.2262,219.4155,25.4669,2016-18
20650,43.1817,221.7455,25.4932,2016-18
20651,43.1536,224.6669,25.5066,2016-18
20663,41.9790,247.8667,17.0503,2016-18
20681,35.6391,230.5562,14.3281,2016-18
20843,41.7986,290.3514,24.2604,2016-18
20844,41.3688,278.1154,23.5472,2016-18
20845,43.1428,238.0420,24.9141,2016-18
20853,43.2677,218.6348,25.4382,2016-18
20854,43.2154,221.0303,25.4703,2016-18
20855,43.1796,224.4756,25.4858,2016-18
20867,41.7625,246.8972,16.9605,2016-18
20881,37.5457,256.5493,15.0115,2016-18
20882,34.1635,230.4971,13.7315,2016-18
21022,41.7351,281.4655,24.1407,2016-18
21023,40.8723,268.3983,22.1590,2016-18
21024,43.6283,206.4174,25.0423,2016-18
21029,43.3185,218.1882,25.3862,2016-18
21030,43.2640,220.3733,25.4306,2016-18
21031,43.1812,224.2842,25.4115,2016-18
21044,41.4565,243.6964,16.8325,2016-18
21052,37.1102,254.3693,14.8493,2016-18
21053,32.9549,230.7930,13.2418,2016-18
21169,41.7786,268.4678,24.1139,2016-18
21170,41.2160,261.0838,22.6208,2016-18
21171,43.7168,200.1127,24.9737,2016-18
21177,43.3519,219.0603,25.2227,2016-18
21178,43.3358,219.0895,25.3285,2016-18
21179,43.1992,222.3033,25.3327,2016-18
21185,40.7500,241.4416,16.5362,2016-18
21191,36.5184,252.1255,14.6254,2016-18
21192,31.6238,231.4174,12.7018,2016-18
21294,41.9802,252.7718,24.2151,2016-18
21295,41.6260,252.5188,23.1211,2016-18
21296,43.6592,200.4265,24.8797,2016-18
21302,43.5466,219.7469,25.0725,2016-18
21303,43.6045,220.9826,24.9568,2016-18
21304,43.3945,218.7479,25.1550,2016-18
21305,43.0557,218.7338,24.8475,2016-18
21306,42.5766,213.1342,23.6930,2016-18
21311,38.6749,241.0325,15.6704,2016-18
21312,35.5629,249.3621,14.2603,2016-18
21313,30.1293,232.3901,12.0956,2016-18
21410,41.3630,243.9576,23.2379,2016-18
21411,41.9375,240.4808,23.5146,2016-18
21412,43.4775,202.2856,24.7386,2016-18
21418,43.5204,216.8051,24.9793,2016-18
21419,43.6993,216.8046,25.0128,2016-18
21420,43.2631,216.3862,24.8300,2016-18
21421,43.6977,221.3082,24.9433,2016-18
21422,43.7738,216.5588,25.0077,2016-18
21423,42.9900,215.3380,24.4415,2016-18
21424,42.7242,212.1439,23.7970,2016-18
21425,42.3854,214.6707,23.4362,2016-18
21426,42.5794,213.1735,23.5985,2016-18
21429,35.9562,240.8123,14.5461,2016-18
21430,34.0190,246.5156,13.6637,2016-18
21431,28.4675,233.6818,11.4216,2016-18
21518,41.1214,239.4122,22.6716,2016-18
21519,42.0700,230.8883,23.4854,2016-18
21520,43.1868,203.7923,24.5432,2016-18
21525,43.2413,212.6196,24.5140,2016-18
21526,43.3871,212.2184,24.6415,2016-18
21527,43.1179,212.3251,24.3576,2016-18
21528,43.5587,211.5053,24.7488,2016-18
21529,43.0020,211.2857,24.1188,2016-18
21530,43.7395,222.0053,24.9331,2016-18
21531,43.8132,216.9449,24.9764,2016-18
21532,43.8021,212.7376,24.8877,2016-18
21533,42.9465,209.3191,23.8313,2016-18
21534,42.9158,209.3615,23.7310,2016-18
21535,42.7030,208.8321,23.8452,2016-18
21536,43.1615,203.8773,24.1243,2016-18
21538,33.1394,243.7191,13.3404,2016-18
21539,29.9782,244.2287,12.0612,2016-18
21540,26.1996,235.7008,10.5039,2016-18
21607,41.3873,232.5560,22.8051,2016-18
21608,42.2537,224.5622,23.5064,2016-18
21609,43.2214,202.7489,24.5247,2016-18
21614,43.7006,223.5007,24.8623,2016-18
21615,43.7953,214.1297,24.8968,2016-18
21616,42.4170,213.2198,23.6380,2016-18
21617,42.9274,207.9592,23.9968,2016-18
21619,25.1321,245.9859,10.0984,2016-18
21620,23.2526,238.5210,9.3137,2016-18
21657,41.7225,225.9900,23.0583,2016-18
21658,42.3913,220.1340,23.5031,2016-18
21659,43.8678,196.1310,24.7615,2016-18
21664,43.6711,225.2972,24.7864,2016-18
21665,43.7911,214.7806,24.8799,2016-18
21666,42.0449,220.0099,23.3207,2016-18
21667,42.6471,214.0076,23.7492,2016-18
21668,42.5028,384.3010,23.7116,2016-18
21669,21.2357,247.6476,8.5209,2016-18
21670,19.5519,242.2237,7.8212,2016-18
21687,44.0232,194.9140,24.7010,2016-18
21692,43.7650,226.0658,24.8242,2016-18
21693,43.8721,215.2097,24.9093,2016-18
21694,42.5630,353.8893,23.7094,2016-18
21695,15.7247,250.4686,6.2919,2016-18
21696,15.2579,246.6679,6.0911,2016-18
21707,44.1103,196.3759,24.6316,2016-18
21708,43.2025,216.1361,25.4079,2016-18
21709,43.1618,215.8960,25.3615,2016-18
21710,43.0389,217.8637,25.2523,2016-18
21711,43.0437,219.4428,25.2406,2016-18
21712,43.8955,224.0464,24.8840,2016-18
21713,43.9214,215.3418,24.9148,2016-18
21714,42.5742,318.6551,23.6717,2016-18
21715,10.9917,253.2319,4.3796,2016-18
21716,11.2170,250.9846,4.4648,2016-18
21725,44.1820,198.4491,24.5649,2016-18
21726,43.1055,215.8241,25.2901,2016-18
21727,43.1147,215.8522,25.2816,2016-18
21728,43.0797,217.2183,25.2457,2016-18
21729,43.0541,218.9846,25.2064,2016-18
21730,43.9747,220.9325,24.8864,2016-18
21731,43.9534,215.1229,24.9067,2016-18
21732,42.3713,273.0972,23.4799,2016-18
21733,6.8652,255.9579,2.7140,2016-18
21734,6.8655,255.8932,2.7166,2016-18
21735,8.0615,254.4837,3.1967,2016-18
21743,44.1817,198.8143,24.5149,2016-18
21744,42.9921,215.5888,25.1792,2016-18
21745,43.0793,215.5319,25.2205,2016-18
21746,43.0335,216.8440,25.1772,2016-18
21747,42.9421,218.8299,25.0892,2016-18
21748,44.0115,218.6425,24.8464,2016-18
21749,43.9737,215.4636,24.8766,2016-18
21750,42.4823,241.8500,23.5049,2016-18
21751,4.7623,257.9827,1.8669,2016-18
21758,44.2371,196.1857,24.4840,2016-18
21759,43.0166,215.0470,25.1624,2016-18
21760,43.1071,215.0886,25.2028,2016-18
21761,43.0535,216.3813,25.1570,2016-18
21762,42.8397,218.5725,24.9880,2016-18
21763,44.0291,218.6466,24.7819,2016-18
21764,43.9740,217.4420,24.8042,2016-18
