Cell,Age,Oxy,Sal,Period
1,21.8781,229.0067,35.7142,2016-18
2,14.6578,226.7549,35.7096,2016-18
3,3.9662,222.8003,35.7030,2016-18
4,12.2847,225.6268,35.7102,2016-18
5,15.6559,227.0806,35.7153,2016-18
6,19.1038,228.8608,35.7228,2016-18
7,17.0337,227.8791,35.7202,2016-18
8,19.4048,228.9877,35.7240,2016-18
9,16.4157,227.8594,35.7239,2016-18
10,17.7466,228.7276,35.7307,2016-18
11,17.3903,229.0990,35.7356,2016-18
12,16.4322,228.6005,35.7337,2016-18
13,13.9802,227.8388,35.7333,2016-18
14,14.8061,228.3484,35.7365,2016-18
15,13.7155,227.9160,35.7361,2016-18
16,13.7088,227.8812,35.7356,2016-18
17,13.4292,227.7131,35.7315,2016-18
18,13.9553,228.0163,35.7310,2016-18
19,10.9533,226.1824,35.7222,2016-18
20,11.6353,226.4887,35.7229,2016-18
21,10.4178,225.9153,35.7171,2016-18
22,9.6380,225.5828,35.7146,2016-18
23,9.8869,225.7520,35.7133,2016-18
24,10.2383,225.9560,35.7117,2016-18
25,10.2767,225.9959,35.7087,2016-18
26,10.2582,225.9534,35.7066,2016-18
27,9.2176,225.4458,35.7033,2016-18
28,7.0323,224.4940,35.7026,2016-18
29,11.0863,226.4653,35.7047,2016-18
30,6.0232,223.9696,35.6995,2016-18
31,9.2429,225.5000,35.7006,2016-18
32,5.7778,223.8234,35.6978,2016-18
33,5.9902,223.8351,35.6950,2016-18
34,7.4271,224.7467,35.6938,2016-18
35,5.2857,223.3470,35.6940,2016-18
36,5.1178,223.0062,35.6951,2016-18
37,7.7121,224.2623,35.6938,2016-18
38,5.4567,223.6547,35.6970,2016-18
39,7.3370,224.7599,35.6965,2016-18
40,5.8707,224.2332,35.6943,2016-18
41,7.8238,225.3860,35.6906,2016-18
42,4.4322,223.7028,35.6924,2016-18
43,7.3597,225.5216,35.6871,2016-18
44,23.3427,229.5963,35.7143,2016-18
45,22.9197,229.8845,35.7141,2016-18
46,21.1792,229.4429,35.7145,2016-18
47,22.0897,228.8623,35.7250,2016-18
48,22.8903,230.1905,35.7177,2016-18
49,20.4725,228.8840,35.7163,2016-18
50,21.1917,229.8602,35.7229,2016-18
51,20.5985,229.5950,35.7254,2016-18
52,19.4317,229.7356,35.7334,2016-18
53,19.6805,230.0535,35.7356,2016-18
