Time,Number of Cells,Max Depth,Min Depth,Ave Depth,Temp (Bottom), Temp (Top), Salinity (Bottom), Salinity (Top),Oxygen (Bottom),Oxygen (top)
08/01/2017 00:00:04,8,2.4666,2.2839,2.3803, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 02:00:02,8,2.4695,2.2870,2.3832, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 04:00:08,8,2.4563,2.2739,2.3700, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 06:00:05,8,2.4420,2.2597,2.3558, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 08:00:06,8,2.4278,2.2454,2.3416, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 10:00:05,8,2.4169,2.2346,2.3307, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 12:00:04,8,2.4070,2.2247,2.3208, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 14:00:01,8,2.3969,2.2146,2.3107, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 16:00:03,8,2.3847,2.2023,2.2985, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 18:00:07,8,2.3777,2.1953,2.2915, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 20:00:08,8,2.3954,2.2128,2.3092, NaN, NaN, NaN, NaN, NaN, NaN
08/01/2017 22:00:07,8,2.4312,2.2486,2.3450, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 00:00:04,8,2.4675,2.2848,2.3812, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 02:00:01,8,2.4784,2.2961,2.3922, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 04:00:03,8,2.4717,2.2894,2.3855, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 06:00:06,8,2.4563,2.2740,2.3701, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 08:00:04,8,2.4428,2.2605,2.3566, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 10:00:08,8,2.4307,2.2484,2.3445, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 12:00:09,8,2.4210,2.2388,2.3348, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 14:00:08,8,2.4185,2.2366,2.3325, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 16:00:05,8,2.4330,2.2510,2.3470, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 18:00:06,8,2.4277,2.2456,2.3416, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 20:00:07,8,2.4280,2.2457,2.3418, NaN, NaN, NaN, NaN, NaN, NaN
09/01/2017 22:00:03,8,2.4553,2.2728,2.3691, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 00:00:01,8,2.4900,2.3074,2.4038, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 02:00:07,8,2.5070,2.3246,2.4207, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 04:00:01,8,2.5019,2.3196,2.4157, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 06:00:00,8,2.4884,2.3062,2.4022, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 08:00:01,8,2.4744,2.2921,2.3882, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 10:00:07,8,2.4605,2.2783,2.3744, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 12:00:01,8,2.4502,2.2681,2.3640, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 14:00:04,8,2.4423,2.2602,2.3562, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 16:00:08,8,2.4336,2.2516,2.3475, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 18:00:07,8,2.4248,2.2427,2.3387, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 20:00:06,8,2.4233,2.2410,2.3371, NaN, NaN, NaN, NaN, NaN, NaN
10/01/2017 22:00:05,8,2.4419,2.2594,2.3557, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 00:00:02,8,2.4743,2.2918,2.3881, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 02:00:05,8,2.4992,2.3167,2.4129, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 04:00:01,8,2.4947,2.3123,2.4084, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 06:00:06,8,2.4793,2.2970,2.3931, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 08:00:07,8,2.4645,2.2822,2.3783, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 10:00:07,8,2.4524,2.2701,2.3662, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 12:00:05,8,2.4448,2.2627,2.3587, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 14:00:05,8,2.4426,2.2605,2.3565, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 16:00:01,8,2.4403,2.2582,2.3542, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 18:00:01,8,2.4353,2.2532,2.3492, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 20:00:00,8,2.4296,2.2474,2.3434, NaN, NaN, NaN, NaN, NaN, NaN
11/01/2017 22:00:05,8,2.4470,2.2646,2.3608, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 00:00:07,8,2.4818,2.2994,2.3957, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 02:00:05,8,2.5150,2.3324,2.4287, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 04:00:01,8,2.5163,2.3339,2.4300, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 06:00:02,8,2.5051,2.3229,2.4190, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 08:00:07,8,2.4949,2.3127,2.4087, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 10:00:02,8,2.4822,2.2999,2.3960, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 12:00:00,8,2.4745,2.2922,2.3883, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 14:00:07,8,2.4659,2.2837,2.3797, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 16:00:03,8,2.4623,2.2802,2.3762, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 18:00:05,8,2.4501,2.2679,2.3639, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 20:00:07,8,2.4339,2.2516,2.3477, NaN, NaN, NaN, NaN, NaN, NaN
12/01/2017 22:00:05,8,2.4259,2.2435,2.3397, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 00:00:01,8,2.4308,2.2483,2.3446, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 02:00:00,8,2.4288,2.2463,2.3425, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 04:00:06,8,2.4155,2.2331,2.3292, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 06:00:08,8,2.4044,2.2220,2.3181, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 08:00:00,8,2.3901,2.2077,2.3038, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 10:00:04,8,2.3676,2.1851,2.2813, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 12:00:09,8,2.3526,2.1701,2.2663, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 14:00:03,8,2.3455,2.1630,2.2592, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 16:00:07,8,2.3383,2.1557,2.2519, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 18:00:05,8,2.3243,2.1417,2.2380, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 20:00:03,8,2.3116,2.1290,2.2253, NaN, NaN, NaN, NaN, NaN, NaN
13/01/2017 22:00:01,8,2.3058,2.1232,2.2195, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 00:00:03,8,2.3028,2.1202,2.2164, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 02:00:02,8,2.2966,2.1140,2.2102, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 04:00:02,8,2.2881,2.1055,2.2018, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 06:00:04,8,2.2729,2.0903,2.1865, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 08:00:03,8,2.2480,2.0654,2.1616, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 10:00:03,8,2.2313,2.0486,2.1449, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 12:00:00,8,2.2372,2.0546,2.1509, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 14:00:00,8,2.2475,2.0650,2.1612, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 16:00:07,8,2.2485,2.0661,2.1623, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 18:00:07,8,2.2465,2.0641,2.1603, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 20:00:00,8,2.2425,2.0602,2.1563, NaN, NaN, NaN, NaN, NaN, NaN
14/01/2017 22:00:04,8,2.2418,2.0593,2.1555, NaN, NaN, NaN, NaN, NaN, NaN
15/01/2017 00:00:05,8,2.2434,2.0608,2.1571, NaN, NaN, NaN, NaN, NaN, NaN
15/01/2017 02:00:02,8,2.2411,2.0585,2.1547, NaN, NaN, NaN, NaN, NaN, NaN
