"","grid.cell","pred_FCI","FCI.se","grade"
"1",21780,44.5006225392187,4.73462044097578,"C"
"2",21795,43.8784327782809,4.89900575042017,"C"
"3",21804,52.6781169378919,4.24436938817954,"C"
"4",21810,45.6583880416834,4.46933906822841,"C"
"5",21811,50.4717119765512,4.03125781950737,"C"
"6",21812,46.4733316507433,4.31608231264561,"C"
"7",21821,52.4482804454701,4.21129328345101,"C"
"8",21822,52.189003674915,4.17538937862726,"C"
"9",21823,51.833096861551,4.13148245710331,"C"
"10",21824,51.5044440557244,4.09632678450688,"C"
"11",21827,47.1760462949666,4.20480175765202,"C"
"12",21828,50.4167031934162,4.03066474295672,"C"
"13",21829,47.5989263341868,4.15274657132493,"C"
"14",21830,51.1419712785347,4.06796025625158,"C"
"15",21831,51.217445947088,4.07536994520699,"C"
"16",21832,47.5360563011636,4.16187064682076,"C"
"17",21833,48.2743287027856,4.08756305111785,"C"
"18",21842,52.071162977071,4.16222687774132,"C"
"19",21843,52.0421880463616,4.1579749716515,"C"
"20",21844,51.7741318339943,4.12612277759532,"C"
"21",21845,51.4588218158326,4.09322476835749,"C"
"22",21848,48.3271148646176,4.07950924208129,"C"
"23",21849,50.2113391161178,4.02637159235007,"C"
"24",21850,48.4967064684315,4.06934623333709,"C"
"25",21851,51.1263870447824,4.07028624050654,"C"
"26",21852,48.8375606841666,4.05097965106142,"C"
"27",21853,51.3263118801287,4.08205208434402,"C"
"28",21854,51.5592732172246,4.1046739760141,"C"
"29",21855,51.6564609364095,4.11560275505805,"C"
"30",21856,48.5301335934509,4.0697860359979,"C"
"31",21857,48.9342782005429,4.04739793874123,"C"
"32",21858,49.2167570428047,4.03733269330333,"C"
"33",21867,51.4856025030023,4.10025802547808,"C"
"34",21868,51.3116057828072,4.08614685793157,"C"
"35",21871,48.8812247692796,4.04584906858376,"C"
"36",21872,50.0575690738379,4.02525620085706,"C"
"37",21873,48.9653031637574,4.04407070921327,"C"
"38",21874,50.9181599976307,4.05800582936977,"C"
"39",21875,49.1214822380986,4.03960671544334,"C"
"40",21876,49.3530133033004,4.03424097006332,"C"
"41",21878,49.4657408859811,4.03233820658333,"C"
"42",21880,49.6779119096204,4.03094148844789,"C"
"43",21889,50.9816690766356,4.06414761580622,"C"
"44",21890,51.1782052984341,4.0768293990753,"C"
"45",21891,51.0023120455753,4.06628858226243,"C"
"46",21906,51.0316820180005,4.06970386374399,"C"
"47",21907,51.1015050719927,4.07232146355908,"C"
"48",21922,51.0531973684054,4.07307037337017,"C"
