"","grid.cell","pred_FCI","FCI.se","grade"
"1",1,60.6297148668418,1.80994552966874,"B"
"2",2,60.6306682431299,1.81000750501117,"B"
"3",3,60.6323887108566,1.81011959636723,"B"
"4",4,60.6364313646614,1.81038425010878,"B"
"5",5,60.6386605413031,1.81053094505192,"B"
"6",6,60.6382483189695,1.81050377724544,"B"
"7",7,60.6386230645654,1.81052847435611,"B"
"8",8,60.6385106367285,1.81052106334301,"B"
"9",9,60.6397287947938,1.8106014351774,"B"
"10",10,60.6391477749291,1.81056308039434,"B"
"11",11,60.6397850275714,1.81060514921528,"B"
"12",12,60.6404223946477,1.81064726983211,"B"
"13",13,60.6418100008676,1.81073912329137,"B"
"14",14,60.6417349812699,1.81073415195875,"B"
"15",15,60.6424852484998,1.81078389760429,"B"
"16",16,60.642635320946,1.81079385535383,"B"
"17",17,60.6425040072093,1.81078514216581,"B"
"18",18,60.6424477313778,1.81078140861598,"B"
"19",19,60.6431418622074,1.81082748398102,"B"
"20",20,60.6435734172144,1.81085615642336,"B"
"21",21,60.6436297108568,1.81085989805984,"B"
"22",22,60.6431043381587,1.81082499184853,"B"
"23",23,60.6431231001336,1.81082623789231,"B"
"24",24,60.6422226369584,1.81076647845782,"B"
"25",25,60.6415661929647,1.81072296908563,"B"
"26",26,60.6406661240638,1.81066338846779,"B"
"27",27,60.639091552249,1.81055937092541,"B"
"28",28,60.6379110817931,1.81048156515118,"B"
"29",29,60.6369182919512,1.81041624703804,"B"
"30",30,60.6373678227061,1.81044580948815,"B"
"31",31,60.6351207392938,1.81029825465162,"B"
"32",32,60.6367310043028,1.81040393695096,"B"
"33",33,60.6363377324721,1.81037810031688,"B"
"34",34,60.6351581789989,1.8103007086279,"B"
"35",35,60.6403099097899,1.81063983301717,"B"
"36",36,60.6412098884241,1.81069937273318,"B"
"37",37,60.641472425148,1.81071675794888,"B"
"38",38,60.6421288518228,1.81076025946673,"B"
"39",39,60.6418850220487,1.81074409534208,"B"
"40",40,60.6413786598055,1.81071054793384,"B"
"41",41,60.6407786202055,1.8106708303938,"B"
"42",42,60.6416224548424,1.81072669630613,"B"
"43",43,60.6412098884241,1.81069937273318,"B"
"44",44,60.6300700161242,1.80996860500299,"B"
"45",45,60.6293971320128,1.80992489692027,"B"
"46",46,60.6305560678386,1.81000020779023,"B"
"47",47,60.6298830909907,1.8099564580895,"B"
"48",48,60.6278088874064,1.80982192577662,"B"
"49",49,60.6320707351896,1.81009885544997,"B"
"50",50,60.6347650818526,1.81027495078251,"B"
"51",51,60.6366186364667,1.81039655304431,"B"
"52",52,60.6383794754234,1.81051241919769,"B"
"53",53,60.6384169495869,1.8105148887297,"B"
"54",54,60.6396163319115,1.81059400831133,"B"
"55",55,60.6413786598055,1.81071054793384,"B"
"56",56,60.6426728400471,1.81079634524031,"B"
"57",57,60.6424852484998,1.81078389760429,"B"
"58",58,60.6423914564371,1.81077767547028,"B"
"59",59,60.6418287560144,1.81074036623672,"B"
"60",60,60.6427666395316,1.81080257074249,"B"
"61",61,60.6422976668482,1.81077145445882,"B"
"62",62,60.6421100950925,1.81075901580319,"B"
"63",63,60.642635320946,1.81079385535383,"B"
"64",64,60.6423351823869,1.8107739427287,"B"
"65",65,60.6422038797334,1.81076523456982,"B"
"66",66,60.6416224548424,1.81072669630613,"B"
"67",67,60.6408911199104,1.81067827393415,"B"
"68",68,60.6402161751305,1.8106336369041,"B"
"69",69,60.6382295827293,1.81050254285985,"B"
"70",70,60.6369182919512,1.81041624703804,"B"
"71",71,60.6354764324859,1.81032157463683,"B"
"72",72,60.6343533126385,1.8102479874832,"B"
"73",73,60.6365062721953,1.81038917074669,"B"
"74",74,60.6342971660051,1.81024431234292,"B"
"75",75,60.6345591912538,1.81026146643314,"B"
"76",76,60.6370306692931,1.81042363523611,"B"
"77",77,60.6383982124556,1.81051365394132,"B"
"78",78,60.6407973699088,1.81067207087175,"B"
"79",79,60.6397100507326,1.81060019725438,"B"
"80",80,60.6382483189695,1.81050377724544,"B"
"81",81,60.6404036469239,1.81064603025089,"B"
"82",82,60.6392977064317,1.81057297428202,"B"
"83",83,60.6398037720285,1.81060638731752,"B"
"84",84,60.6382670553087,1.81050501167579,"B"
"85",85,60.6406098773292,1.81065966811011,"B"
"86",86,60.6385106367285,1.81052106334301,"B"
"87",87,60.6293784426205,1.80992368362921,"B"
"88",88,60.6269123126435,1.80976391907887,"B"
"89",89,60.6274166078528,1.80979653526653,"B"
"90",90,60.6296027218678,1.80993824605539,"B"
"91",91,60.6292476196485,1.80991519183613,"B"
"92",92,60.623813418655,1.80956409999789,"B"
"93",93,60.6278462496431,1.80982434494127,"B"
"94",94,60.6307991188108,1.81001602045979,"B"
"95",95,60.6343158814506,1.81024553734506,"B"
"96",96,60.6225820871795,1.80948499279486,"B"
"97",97,60.6235895080851,1.80954970253879,"B"
"98",98,60.6371430501995,1.81043102504372,"B"
"99",99,60.6409286206038,1.81068075547304,"B"
"100",100,60.6372367036778,1.81043718444635,"B"
"101",101,60.6428229204097,1.81080630658279,"B"
"102",102,60.6434983604098,1.81085116820396,"B"
"103",103,60.6433107253244,1.81083870080134,"B"
"104",104,60.6441551611255,1.81089483951003,"B"
"105",105,60.6438361284973,1.81087362085469,"B"
"106",106,60.6433294883877,1.81083994733938,"B"
"107",107,60.642147608652,1.81076150317516,"B"
"108",108,60.6441176263911,1.8108923425232,"B"
"109",109,60.6433670148111,1.81084244055027,"B"
"110",110,60.6420350691612,1.81075404159795,"B"
"111",111,60.641922533233,1.81074658163673,"B"
"112",112,60.6411911365433,1.81069813126852,"B"
"113",113,60.6403286570187,1.81064107237426,"B"
"114",114,60.6402536686973,1.81063611521486,"B"
"115",115,60.6401974284956,1.81063239781595,"B"
"116",116,60.6405911286156,1.81065842808056,"B"
"117",117,60.6349897034455,1.81028966714087,"B"
"118",118,60.6351207392938,1.81029825465162,"B"
"119",119,60.6340725883851,1.81022961579689,"B"
"120",120,60.6374802143061,1.81045320412524,"B"
"121",121,60.6375176789649,1.81045566936206,"B"
"122",122,60.6359819527298,1.81035474129521,"B"
"123",123,60.6406098773292,1.81065966811011,"B"
"124",124,60.6402349218644,1.81063487603707,"B"
"125",125,60.6392977064317,1.81057297428202,"B"
"126",126,60.6387167571521,1.81053465143139,"B"
"127",127,60.6392227398884,1.81056802697989,"B"
"128",128,60.6395975884443,1.81059277065712,"B"
"129",129,60.6384356868172,1.81051612356285,"B"
"130",130,60.639653819143,1.81059648375415,"B"
"131",131,60.6377612089005,1.81047169776249,"B"
"132",132,60.6365624538854,1.81039286169438,"B"
"133",133,60.6389416294583,1.81054948097858,"B"
"134",134,60.6383420016558,1.8105099498447,"B"
"135",135,60.6398037720285,1.81060638731752,"B"
"136",136,60.6376113423445,1.81046183323685,"B"
"137",137,60.6356074863579,1.81033017027372,"B"
"138",138,60.6285001529493,1.80986670906951,"B"
"139",139,60.6246718747445,1.80961934929602,"B"
"140",140,60.6213884812081,1.80940846668018,"B"
"141",141,60.6276968030745,1.80981466934796,"B"
"142",142,60.6252318504134,1.80965543192117,"B"
"143",143,60.6278088874064,1.80982192577662,"B"
"144",144,60.6292102425483,1.80991276600949,"B"
"145",145,60.6282759438552,1.80985217809806,"B"
"146",146,60.6228618973221,1.80950295478899,"B"
"147",147,60.6254932029211,1.80967228412245,"B"
"148",148,60.6305186768674,1.80999777573913,"B"
"149",149,60.6322764808817,1.81011227457358,"B"
"150",150,60.6201207198589,1.80932735589152,"B"
"151",151,60.6410973786237,1.81069192461808,"B"
"152",152,60.637498946586,1.81045443672129,"B"
"153",153,60.6435546528649,1.81085490930109,"B"
"154",154,60.64471822963,1.81093231589969,"B"
"155",155,60.6448871675435,1.81094356671106,"B"
"156",156,60.6458821866751,1.81100989543069,"B"
"157",157,60.6444929915436,1.81091732048621,"B"
"158",158,60.6425978022407,1.810791365647,"B"
"159",159,60.6456756504203,1.81099611869402,"B"
"160",160,60.6440237912864,1.81088610084301,"B"
"161",161,60.6417349812699,1.81073415195875,"B"
"162",162,60.6420163129258,1.81075279815886,"B"
"163",163,60.6409661216932,1.81068323719131,"B"
"164",164,60.6417162266179,1.81073290923779,"B"
"165",165,60.6399912220447,1.81061877080439,"B"
"166",166,60.6408723697121,1.81067703323198,"B"
"167",167,60.641434918714,1.81071427380827,"B"
"168",168,60.6373678227061,1.81044580948815,"B"
"169",169,60.6367310043028,1.81040393695096,"B"
"170",170,60.6368995627408,1.81041501582816,"B"
"171",171,60.6365062721953,1.81038917074669,"B"
"172",172,60.6403099097899,1.81063983301717,"B"
"173",173,60.6397100507326,1.81060019725438,"B"
"174",174,60.6393914168383,1.81057915941742,"B"
"175",175,60.6394476442701,1.81058287103617,"B"
"176",176,60.6415661929647,1.81072296908563,"B"
"177",177,60.641472425148,1.81071675794888,"B"
"178",178,60.6407411210957,1.81066834957243,"B"
"179",179,60.6389041497506,1.81054700893965,"B"
"180",180,60.6403474043466,1.81064231177618,"B"
