388667.7442	6472162.591
388667.2437	6472161.725
388666.7433	6472160.859
388666.2429	6472159.993
388665.7425	6472159.127
388665.2421	6472158.262
388664.7417	6472157.396
388664.2413	6472156.53
388663.7409	6472155.664
388663.2405	6472154.799
388662.7401	6472153.933
388662.2397	6472153.067
388661.7392	6472152.201
388661.2388	6472151.335
388660.7384	6472150.47
388660.238	6472149.604
388659.7376	6472148.738
388659.2372	6472147.872
388658.7368	6472147.006
388658.2364	6472146.141
388657.736	6472145.275
388657.2356	6472144.409
388656.7351	6472143.543
388656.2347	6472142.678
388655.7343	6472141.812
388655.2339	6472140.946
388654.7335	6472140.08
388654.2331	6472139.214
388653.7327	6472138.349
388653.2323	6472137.483
388652.7319	6472136.617
388652.2315	6472135.751
388651.731	6472134.885
388651.2306	6472134.02
388650.7302	6472133.154
388650.2298	6472132.288
388649.7294	6472131.422
388649.229	6472130.556
388648.7286	6472129.691
388648.2282	6472128.825
388647.7278	6472127.959
388647.2274	6472127.093
388646.7269	6472126.228
388646.2265	6472125.362
388645.7261	6472124.496
388645.2257	6472123.63
388644.7253	6472122.764
388644.2249	6472121.899
388643.7245	6472121.033
388643.2241	6472120.167
388642.7237	6472119.301
388642.2233	6472118.435
388641.7228	6472117.57
388641.2224	6472116.704
388640.722	6472115.838
388640.2216	6472114.972
388639.7212	6472114.106
388639.2208	6472113.241
388638.7204	6472112.375
388638.22	6472111.509
388637.7196	6472110.643
388637.2192	6472109.778
388636.7187	6472108.912
388636.2183	6472108.046
388635.7179	6472107.18
388635.2175	6472106.314
388634.7171	6472105.449
388634.2167	6472104.583
388633.7163	6472103.717
388633.2159	6472102.851
388632.7155	6472101.985
388632.2151	6472101.12
388631.7146	6472100.254
388631.2142	6472099.388
388630.716	6472098.521
388630.2222	6472097.651
388629.7283	6472096.782
388629.2345	6472095.912
388628.7406	6472095.043
388628.2467	6472094.173
388627.7529	6472093.304
388627.259	6472092.434
388626.7652	6472091.565
388626.2713	6472090.695
388625.7774	6472089.826
388625.2836	6472088.956
388624.7897	6472088.087
388624.2959	6472087.217
388623.802	6472086.347
388623.3081	6472085.478
388622.8143	6472084.608
388622.3204	6472083.739
388621.8266	6472082.869
388621.3327	6472082
388620.8388	6472081.13
388620.345	6472080.261
388619.8511	6472079.391
388619.3573	6472078.522
388618.8634	6472077.652
