Cell,Age,Oxy,Sal,Hypoxia,Period
19337,21.1358,5.4122,38.5280,12.5000,2016-18
19338,21.1345,5.3826,38.5203,14.2857,2016-18
19339,21.1333,5.3513,38.5136,14.2857,2016-18
19646,21.1370,5.4154,38.5382,12.5000,2016-18
19647,21.1358,5.3903,38.5314,14.2857,2016-18
19648,21.1344,5.3541,38.5232,14.2857,2016-18
19922,21.1387,5.4296,38.5518,12.5000,2016-18
19923,21.1375,5.4058,38.5446,14.2857,2016-18
19924,21.1357,5.3603,38.5335,14.2857,2016-18
20181,21.1400,5.4362,38.5633,12.5000,2016-18
20182,21.1387,5.4111,38.5553,16.0714,2016-18
20183,21.1371,5.3697,38.5447,14.2857,2016-18
20420,21.1410,5.4366,38.5730,12.5000,2016-18
20421,21.1399,5.4152,38.5651,16.0714,2016-18
20422,21.1388,5.3924,38.5577,14.2857,2016-18
20434,20.4447,0.3263,40.5391,100.0000,2016-18
20649,21.1411,5.4174,38.5770,12.5000,2016-18
20650,21.1410,5.4218,38.5745,14.2857,2016-18
20651,21.1410,5.4272,38.5728,16.0714,2016-18
20663,20.4378,0.4204,40.5356,100.0000,2016-18
20681,20.1186,0.7044,39.9318,100.0000,2016-18
20843,20.9024,4.9887,37.5398,25.0000,2016-18
20844,20.9518,4.9296,37.7207,25.0000,2016-18
20845,20.9584,4.8771,37.7356,28.5714,2016-18
20853,21.1407,5.3813,38.5769,12.5000,2016-18
20854,21.1416,5.4153,38.5811,14.2857,2016-18
20855,21.1419,5.4291,38.5813,16.0714,2016-18
20867,20.4257,0.4524,40.5206,100.0000,2016-18
20881,20.2126,0.9893,39.9116,100.0000,2016-18
20882,20.1289,0.5613,39.9526,100.0000,2016-18
21022,21.0917,5.4961,38.2111,16.0714,2016-18
21023,21.0943,5.2360,38.2636,19.6429,2016-18
21024,20.9707,4.7948,37.7708,35.7143,2016-18
21029,21.1411,5.3666,38.5819,14.2857,2016-18
21030,21.1425,5.4153,38.5888,14.2857,2016-18
21031,21.1435,5.4457,38.5933,16.0714,2016-18
21044,20.4040,0.5091,40.4768,100.0000,2016-18
21052,20.2270,0.9434,39.9510,100.0000,2016-18
21053,20.1345,0.4707,39.9551,100.0000,2016-18
21169,21.1222,5.4688,38.3508,16.0714,2016-18
21170,21.1258,5.4445,38.3981,10.7143,2016-18
21171,20.9821,4.7101,37.8058,37.5000,2016-18
21177,21.1438,5.4193,38.5998,14.2857,2016-18
21178,21.1445,5.4496,38.6034,14.2857,2016-18
21179,21.1451,5.4721,38.6061,16.0714,2016-18
21185,20.3883,0.4646,40.4373,100.0000,2016-18
21191,20.2372,0.9022,39.9815,100.0000,2016-18
21192,20.1366,0.4047,39.9427,100.0000,2016-18
21294,21.1284,5.4701,38.4016,14.2857,2016-18
21295,21.1312,5.4454,38.4393,10.7143,2016-18
21296,20.9783,4.6708,37.7970,42.8571,2016-18
21302,21.1457,5.4500,38.6137,12.5000,2016-18
21303,21.1471,5.4632,38.6242,12.5000,2016-18
21304,21.1454,5.4559,38.6111,12.5000,2016-18
21305,21.1454,5.4650,38.6101,16.0714,2016-18
21306,21.1447,5.4700,38.6028,8.9286,2016-18
21311,20.4100,0.2130,40.4815,100.0000,2016-18
21312,20.2484,0.8455,40.0198,100.0000,2016-18
21313,20.1457,0.3363,39.9509,100.0000,2016-18
21410,21.1327,5.4811,38.4440,10.7143,2016-18
21411,21.1340,5.4515,38.4711,10.7143,2016-18
21412,20.9767,4.6386,37.7894,46.4286,2016-18
21418,21.1454,5.4349,38.6148,12.5000,2016-18
21419,21.1454,5.4190,38.6172,12.5000,2016-18
21420,21.1450,5.4373,38.6117,14.2857,2016-18
21421,21.1482,5.4704,38.6347,12.5000,2016-18
21422,21.1462,5.4141,38.6245,12.5000,2016-18
21423,21.1448,5.4395,38.6090,16.0714,2016-18
21424,21.1439,5.4378,38.6009,12.5000,2016-18
21425,21.1431,5.4623,38.5882,7.1429,2016-18
21426,21.1431,5.4371,38.5940,10.7143,2016-18
21429,20.3917,0.2042,40.4384,100.0000,2016-18
21430,20.2540,0.7743,40.0503,100.0000,2016-18
21431,20.1561,0.2862,39.9669,100.0000,2016-18
21518,21.1348,5.4844,38.4727,8.9286,2016-18
21519,21.1358,5.4537,38.4954,10.7143,2016-18
21520,20.9748,4.6273,37.7745,48.2143,2016-18
21525,21.1439,5.3833,38.6100,17.8571,2016-18
21526,21.1435,5.3551,38.6102,16.0714,2016-18
21527,21.1435,5.3858,38.6063,17.8571,2016-18
21528,21.1437,5.3306,38.6148,19.6429,2016-18
21529,21.1429,5.3822,38.6013,17.8571,2016-18
21530,21.1490,5.4660,38.6430,12.5000,2016-18
21531,21.1472,5.4232,38.6333,12.5000,2016-18
21532,21.1448,5.3363,38.6251,19.6429,2016-18
21533,21.1413,5.3549,38.5887,16.0714,2016-18
21534,21.1398,5.3473,38.5740,17.8571,2016-18
21535,21.1412,5.4568,38.5698,8.9286,2016-18
21536,21.1389,5.3756,38.5611,16.0714,2016-18
21538,20.2411,0.6892,40.0468,100.0000,2016-18
21539,20.2557,0.5771,40.1038,100.0000,2016-18
21540,20.1563,0.2684,39.9606,100.0000,2016-18
21607,21.1360,5.4818,38.4958,10.7143,2016-18
21608,21.1369,5.4488,38.5139,8.9286,2016-18
21609,20.9557,4.6721,37.6956,51.7857,2016-18
21614,21.1494,5.4587,38.6486,12.5000,2016-18
