Cell,Age,Oxy,Sal,Period
1,20.0658,235.4539,35.3336,2016-18
2,18.3488,234.3291,35.3534,2016-18
3,14.3761,232.0680,35.3848,2016-18
4,6.5215,227.5891,35.4473,2016-18
5,3.7366,225.8395,35.4758,2016-18
6,7.1715,227.3038,35.4663,2016-18
7,8.0845,227.6350,35.4647,2016-18
8,9.5558,228.2814,35.4600,2016-18
9,7.7416,227.3648,35.4702,2016-18
10,10.2231,228.4361,35.4626,2016-18
11,9.0780,227.7784,35.4684,2016-18
12,6.6654,226.7167,35.4765,2016-18
13,4.3775,225.5366,35.4859,2016-18
14,5.2995,225.9149,35.4830,2016-18
15,5.5177,225.6017,35.4934,2016-18
16,4.4707,225.1536,35.4952,2016-18
17,4.3227,224.9864,35.4934,2016-18
18,6.5400,225.6700,35.4889,2016-18
19,4.5045,224.9798,35.4970,2016-18
20,6.1409,225.2356,35.5026,2016-18
21,7.1368,225.4996,35.5037,2016-18
22,8.4063,225.9503,35.5010,2016-18
23,8.9280,226.1261,35.4986,2016-18
24,9.1670,226.1831,35.4931,2016-18
25,8.9542,226.0869,35.4879,2016-18
26,8.4329,225.9215,35.4821,2016-18
27,7.7468,225.7322,35.4745,2016-18
28,6.7229,225.5837,35.4643,2016-18
29,8.1638,226.2610,35.4552,2016-18
30,6.1214,225.4568,35.4616,2016-18
31,7.7341,226.1904,35.4451,2016-18
32,5.7035,225.4927,35.4563,2016-18
33,5.7870,225.5195,35.4535,2016-18
34,6.5575,225.9120,35.4447,2016-18
35,5.4125,224.8610,35.4726,2016-18
36,4.5499,224.5954,35.4805,2016-18
37,6.5611,225.1220,35.4772,2016-18
38,4.7678,224.8277,35.4879,2016-18
39,6.8503,225.4875,35.4816,2016-18
40,7.0137,225.5215,35.4817,2016-18
41,8.5386,226.0325,35.4754,2016-18
42,6.3701,225.1416,35.4847,2016-18
43,7.8117,225.3862,35.4816,2016-18
44,20.6591,235.7478,35.3282,2016-18
45,19.3140,234.6418,35.3475,2016-18
46,17.7301,233.7070,35.3647,2016-18
47,20.0308,235.7725,35.3250,2016-18
48,18.3262,233.6389,35.3712,2016-18
49,11.9832,230.1712,35.4202,2016-18
50,13.1656,230.3010,35.4338,2016-18
51,12.6170,229.8602,35.4442,2016-18
52,12.5649,229.5534,35.4554,2016-18
53,13.8891,230.0825,35.4531,2016-18
54,9.9751,228.2267,35.4641,2016-18
55,7.0364,226.6672,35.4754,2016-18
56,11.1116,227.8981,35.4885,2016-18
