Cell,Age,Oxy,Sal,Period
1,6.9100,214.1016,36.0399,2016-18
2,3.6373,215.2595,35.9788,2016-18
3,0.1939,216.7638,35.9058,2016-18
4,0.1273,216.7643,35.9095,2016-18
5,0.1065,216.7732,35.9127,2016-18
6,0.1797,216.7574,35.9348,2016-18
7,0.2530,216.7481,35.9594,2016-18
8,0.3750,216.7779,35.9835,2016-18
9,0.4810,216.7955,35.9872,2016-18
10,0.6766,216.8381,35.9980,2016-18
11,1.6494,217.0199,36.0131,2016-18
12,1.7515,216.8451,35.9974,2016-18
13,3.4956,215.5494,35.9976,2016-18
14,4.2078,215.0027,36.0093,2016-18
15,5.8487,212.6220,36.0081,2016-18
16,6.4062,211.8579,36.0075,2016-18
17,3.9011,213.5037,35.9800,2016-18
18,5.8005,212.0354,36.0059,2016-18
19,4.8227,212.7013,36.0034,2016-18
20,4.8691,212.6377,36.0021,2016-18
21,5.7369,212.0508,36.0019,2016-18
22,6.4017,211.5808,36.0036,2016-18
23,6.2087,211.7258,36.0029,2016-18
24,5.4546,212.3275,35.9990,2016-18
25,4.7992,212.8827,35.9942,2016-18
26,4.8646,212.9116,35.9975,2016-18
27,3.8464,213.6492,35.9927,2016-18
28,3.6400,214.1099,35.9879,2016-18
29,5.0947,213.5028,35.9980,2016-18
30,3.1010,214.5724,35.9756,2016-18
31,3.8405,214.5104,35.9897,2016-18
32,3.3965,214.6073,35.9899,2016-18
33,3.0853,214.8472,35.9878,2016-18
34,3.7440,214.6365,35.9903,2016-18
35,2.7257,214.8465,35.9715,2016-18
36,1.5626,215.4709,35.9739,2016-18
37,2.2515,215.2545,35.9856,2016-18
38,0.7653,216.4098,35.9499,2016-18
39,2.8277,215.3163,35.9831,2016-18
40,3.5191,215.1794,35.9875,2016-18
41,6.8172,214.5171,35.9917,2016-18
42,6.1067,214.8206,35.9825,2016-18
43,6.9813,215.1121,35.9835,2016-18
44,7.5224,213.4594,36.0505,2016-18
45,3.5113,215.4791,35.9924,2016-18
46,2.9766,215.6257,35.9737,2016-18
47,9.4747,216.6398,36.0670,2016-18
48,1.5283,216.5922,35.9749,2016-18
