Cell,Age,Oxy,Sal,Period
1,3.5777,219.3429,35.8890,2016-18
2,0.9387,219.5082,35.8230,2016-18
3,0.0392,219.5540,35.8008,2016-18
4,0.0361,219.5484,35.8005,2016-18
5,0.0320,219.5471,35.8002,2016-18
6,0.0497,219.5386,35.8004,2016-18
7,0.0282,219.5435,35.8003,2016-18
8,0.0474,219.5353,35.8003,2016-18
9,0.0731,219.5180,35.8003,2016-18
10,0.1517,219.5046,35.8011,2016-18
11,0.2329,219.5437,35.8021,2016-18
12,0.2273,219.5363,35.8024,2016-18
13,0.3052,219.5974,35.8032,2016-18
14,0.4496,219.7343,35.8051,2016-18
15,0.5183,219.8439,35.8071,2016-18
16,0.6111,219.9536,35.8129,2016-18
17,0.8717,220.0103,35.8291,2016-18
18,1.0549,220.0638,35.8373,2016-18
19,1.2440,219.8466,35.8453,2016-18
20,1.6718,219.8153,35.8625,2016-18
21,2.2036,219.6155,35.8800,2016-18
22,2.9172,219.3470,35.8983,2016-18
23,3.9392,218.6729,35.9130,2016-18
24,3.8451,217.7928,35.8948,2016-18
25,4.1815,217.7978,35.8918,2016-18
26,3.9678,217.8171,35.8829,2016-18
27,2.7824,218.3368,35.8549,2016-18
28,1.2995,218.9725,35.8255,2016-18
29,2.4794,218.5102,35.8507,2016-18
30,1.1207,219.0475,35.8231,2016-18
31,0.9641,219.1249,35.8197,2016-18
32,0.2034,219.4632,35.8039,2016-18
33,0.2137,219.4563,35.8045,2016-18
34,0.8560,219.1619,35.8191,2016-18
35,1.0302,219.0716,35.8231,2016-18
36,0.3301,219.3985,35.8067,2016-18
37,0.5339,219.2956,35.8100,2016-18
38,0.5991,219.2747,35.8110,2016-18
39,2.3160,218.3436,35.8432,2016-18
40,3.2895,218.0053,35.8541,2016-18
41,5.4145,217.3167,35.8733,2016-18
42,5.3623,218.0277,35.8606,2016-18
43,11.0171,216.7626,35.9230,2016-18
44,3.8600,219.3070,35.8960,2016-18
45,1.0477,219.5018,35.8252,2016-18
46,0.8189,219.5159,35.8198,2016-18
47,5.2571,219.0160,35.9228,2016-18
48,0.4102,219.5261,35.8089,2016-18
49,0.0709,219.5412,35.8008,2016-18
50,0.0958,219.5296,35.8009,2016-18
51,0.0844,219.5265,35.8006,2016-18
52,0.1286,219.5231,35.8010,2016-18
53,0.2375,219.5623,35.8025,2016-18
54,0.2879,219.5901,35.8036,2016-18
55,0.4201,219.7065,35.8052,2016-18
56,0.4964,219.8432,35.8080,2016-18
57,0.5735,219.9209,35.8101,2016-18
58,0.6487,220.0241,35.8143,2016-18
59,0.8000,220.1071,35.8235,2016-18
60,1.4706,220.0004,35.8554,2016-18
61,0.8914,220.0978,35.8284,2016-18
62,1.3609,220.0569,35.8509,2016-18
63,1.9148,219.8369,35.8716,2016-18
64,2.6660,219.5650,35.8941,2016-18
65,3.9593,218.8083,35.9202,2016-18
66,4.1764,217.7540,35.9102,2016-18
67,4.6021,217.3406,35.9025,2016-18
68,4.6357,217.1874,35.8975,2016-18
69,3.9771,217.6201,35.8794,2016-18
70,3.4047,217.9753,35.8677,2016-18
71,3.9344,217.6067,35.8777,2016-18
72,2.6695,218.3268,35.8557,2016-18
73,4.5375,217.0994,35.8880,2016-18
74,1.9809,218.6738,35.8449,2016-18
75,2.6652,218.3762,35.8602,2016-18
76,2.9403,218.1812,35.8651,2016-18
77,1.6686,218.7765,35.8367,2016-18
78,2.4972,218.3202,35.8507,2016-18
79,3.6349,217.7048,35.8682,2016-18
80,4.6513,217.0681,35.8796,2016-18
81,5.6907,216.7688,35.8843,2016-18
82,9.3618,216.3175,35.9141,2016-18
83,6.8176,216.1398,35.8951,2016-18
84,7.9458,215.9661,35.9040,2016-18
85,14.3874,216.5960,35.9520,2016-18
86,12.7842,216.1674,35.9438,2016-18
87,3.5507,219.3659,35.8899,2016-18
88,1.3328,219.4923,35.8319,2016-18
89,0.9699,219.5071,35.8229,2016-18
90,5.3888,218.9460,35.9242,2016-18
91,3.7475,219.3160,35.8935,2016-18
92,0.7183,219.5138,35.8161,2016-18
93,0.4197,219.5265,35.8086,2016-18
94,0.3281,219.5316,35.8054,2016-18
95,0.1396,219.5315,35.8013,2016-18
96,0.7330,219.5154,35.8159,2016-18
97,0.5203,219.5274,35.8104,2016-18
98,0.1884,219.5454,35.8020,2016-18
99,0.3612,219.6624,35.8046,2016-18
100,0.3713,219.6187,35.8047,2016-18
101,0.4462,219.7763,35.8072,2016-18
102,0.5564,219.9199,35.8105,2016-18
103,0.5978,219.9652,35.8120,2016-18
104,0.5641,219.9182,35.8106,2016-18
105,0.7348,220.0617,35.8176,2016-18
106,0.7999,220.0921,35.8219,2016-18
107,1.5031,219.9976,35.8552,2016-18
108,0.9705,220.1153,35.8302,2016-18
109,1.1086,220.1271,35.8384,2016-18
110,2.3067,219.7298,35.8825,2016-18
111,3.7521,218.9931,35.9178,2016-18
112,4.1848,217.9024,35.9147,2016-18
113,4.8369,216.8324,35.9062,2016-18
114,4.8434,216.7946,35.9030,2016-18
115,4.6659,217.0176,35.8934,2016-18
116,5.1134,216.6441,35.8965,2016-18
117,4.5159,217.0374,35.8867,2016-18
118,4.3498,217.1301,35.8847,2016-18
119,3.4432,217.8528,35.8705,2016-18
120,4.9816,216.7692,35.8926,2016-18
121,5.0238,216.4330,35.8950,2016-18
122,3.5914,217.6647,35.8752,2016-18
123,5.2734,216.6908,35.8973,2016-18
124,5.3218,216.4718,35.8964,2016-18
125,4.1740,217.4621,35.8780,2016-18
126,3.5214,217.8817,35.8722,2016-18
127,3.8677,217.5830,35.8753,2016-18
128,4.7992,216.7921,35.8826,2016-18
129,5.2541,216.5177,35.8854,2016-18
130,6.2541,215.9587,35.8921,2016-18
131,9.4003,215.6450,35.9148,2016-18
132,11.2732,215.7628,35.9304,2016-18
133,7.8639,215.6076,35.9032,2016-18
134,7.2721,215.3880,35.8991,2016-18
135,16.6695,216.4301,35.9725,2016-18
136,15.5025,216.0004,35.9670,2016-18
137,12.8869,215.6809,35.9446,2016-18
138,1.4951,219.4847,35.8359,2016-18
139,1.3471,219.4944,35.8319,2016-18
140,0.8709,219.5178,35.8187,2016-18
141,1.5945,219.4956,35.8376,2016-18
142,1.4317,219.4967,35.8337,2016-18
143,5.5104,218.7927,35.9239,2016-18
144,3.9072,219.2260,35.8964,2016-18
145,2.3104,219.4359,35.8566,2016-18
146,0.5575,219.5344,35.8109,2016-18
147,0.4832,219.5543,35.8081,2016-18
148,0.3765,219.5465,35.8063,2016-18
149,0.5113,219.6123,35.8084,2016-18
150,0.7077,219.5423,35.8139,2016-18
151,0.5073,219.7614,35.8082,2016-18
152,0.6537,219.7427,35.8118,2016-18
153,0.6572,219.9184,35.8129,2016-18
154,0.7295,220.0444,35.8171,2016-18
155,0.8554,220.0340,35.8207,2016-18
156,0.9898,220.0952,35.8295,2016-18
157,1.4951,220.0449,35.8533,2016-18
158,1.9627,219.8755,35.8703,2016-18
159,1.1778,220.0892,35.8383,2016-18
160,3.1160,219.3883,35.9052,2016-18
161,3.4463,219.1196,35.9125,2016-18
162,4.0975,218.4806,35.9211,2016-18
163,4.3080,217.8633,35.9166,2016-18
164,4.7237,217.1006,35.9105,2016-18
165,5.2492,216.3915,35.9046,2016-18
166,5.2900,216.4718,35.9048,2016-18
167,5.4033,216.4040,35.9027,2016-18
168,4.8329,216.5544,35.8908,2016-18
169,4.3630,217.2978,35.8819,2016-18
170,5.6649,215.3815,35.9001,2016-18
171,5.2446,215.9259,35.8928,2016-18
172,5.6639,215.9501,35.9011,2016-18
173,5.6479,215.8482,35.9008,2016-18
174,6.4199,214.8639,35.9057,2016-18
175,5.0391,216.3627,35.8872,2016-18
176,5.3722,216.4024,35.9071,2016-18
177,6.0276,215.5677,35.9064,2016-18
178,5.5472,216.1761,35.8881,2016-18
179,6.0881,215.9171,35.8910,2016-18
180,5.8355,215.6226,35.8933,2016-18
181,6.3668,215.1596,35.8963,2016-18
182,7.1379,215.1004,35.8981,2016-18
183,10.1302,215.4601,35.9197,2016-18
184,11.3750,215.3396,35.9300,2016-18
185,8.9402,215.3281,35.9104,2016-18
186,7.9692,215.0931,35.9029,2016-18
187,8.5359,214.9891,35.9055,2016-18
188,8.1569,214.6270,35.9041,2016-18
189,18.4803,216.1778,35.9893,2016-18
190,17.2932,215.7926,35.9825,2016-18
191,14.7968,215.5695,35.9613,2016-18
192,13.0188,215.2360,35.9447,2016-18
193,1.3025,219.5141,35.8298,2016-18
194,0.9468,219.5238,35.8201,2016-18
195,0.8985,219.5507,35.8185,2016-18
196,1.6378,219.5319,35.8383,2016-18
197,1.3871,219.5301,35.8315,2016-18
198,2.1081,219.5290,35.8518,2016-18
199,5.8981,218.5451,35.9288,2016-18
200,4.0351,219.1124,35.8978,2016-18
201,3.3715,219.2749,35.8875,2016-18
202,0.7701,219.5657,35.8148,2016-18
203,0.5955,219.5929,35.8098,2016-18
204,0.5364,219.5738,35.8087,2016-18
205,0.7035,219.6579,35.8115,2016-18
206,0.8347,219.7737,35.8170,2016-18
207,0.9348,219.5881,35.8191,2016-18
208,0.8553,219.5847,35.8167,2016-18
209,0.7973,219.8988,35.8169,2016-18
210,0.9656,219.9309,35.8222,2016-18
211,0.9865,219.9980,35.8249,2016-18
212,1.1465,220.0679,35.8337,2016-18
213,1.3050,220.0188,35.8387,2016-18
214,1.5964,219.9828,35.8537,2016-18
215,2.4551,219.6563,35.8858,2016-18
216,2.3240,219.7202,35.8796,2016-18
217,3.8718,219.0686,35.9205,2016-18
218,3.0546,219.4173,35.8989,2016-18
219,3.4946,219.2608,35.9101,2016-18
220,4.3308,217.9671,35.9170,2016-18
221,4.0817,218.7070,35.9198,2016-18
222,4.1731,218.5198,35.9208,2016-18
223,4.4746,217.5670,35.9125,2016-18
224,4.2768,218.0701,35.9172,2016-18
225,4.3712,217.8216,35.9147,2016-18
226,5.2912,216.6019,35.9099,2016-18
227,6.7197,214.3321,35.9068,2016-18
228,6.3206,214.7094,35.9020,2016-18
229,7.4257,213.9691,35.9109,2016-18
230,6.3700,214.7859,35.9003,2016-18
231,6.5466,215.0108,35.9099,2016-18
232,7.4260,214.2219,35.9138,2016-18
233,5.9583,215.8612,35.9117,2016-18
234,7.1724,214.3820,35.9022,2016-18
235,6.8674,214.3636,35.9034,2016-18
236,7.2093,214.0287,35.9052,2016-18
237,7.8675,213.9410,35.9062,2016-18
238,8.2382,213.9078,35.9083,2016-18
239,9.5624,215.2271,35.9145,2016-18
240,9.9108,214.9113,35.9159,2016-18
241,10.7303,214.8964,35.9226,2016-18
242,9.1050,214.7874,35.9089,2016-18
243,8.9532,214.2073,35.9094,2016-18
244,9.4919,214.1935,35.9131,2016-18
245,8.8439,213.7923,35.9108,2016-18
246,19.4153,215.9734,35.9986,2016-18
247,18.4549,215.5770,35.9938,2016-18
248,16.3253,215.3708,35.9753,2016-18
249,14.4640,214.9684,35.9591,2016-18
250,11.3861,214.8088,35.9285,2016-18
251,12.4100,214.7666,35.9385,2016-18
252,1.3270,219.5885,35.8296,2016-18
253,0.9899,219.5690,35.8208,2016-18
254,1.0647,219.6098,35.8226,2016-18
255,1.0012,219.6100,35.8210,2016-18
256,1.7451,219.5648,35.8409,2016-18
257,1.6091,219.6555,35.8378,2016-18
258,2.0264,219.6094,35.8492,2016-18
259,4.4946,218.9930,35.9174,2016-18
260,2.4985,219.5452,35.8633,2016-18
261,6.0246,218.4069,35.9312,2016-18
262,0.9498,219.6255,35.8182,2016-18
263,0.7911,219.6541,35.8143,2016-18
264,0.6568,219.6236,35.8113,2016-18
265,0.8129,219.7153,35.8139,2016-18
266,0.9376,219.8273,35.8194,2016-18
267,1.0713,219.9569,35.8244,2016-18
268,1.0746,219.6412,35.8224,2016-18
269,1.1322,219.6878,35.8228,2016-18
270,1.1802,220.0126,35.8317,2016-18
271,1.2848,220.0125,35.8345,2016-18
272,1.5492,219.9653,35.8483,2016-18
273,1.8236,219.8944,35.8602,2016-18
274,2.1393,219.7529,35.8709,2016-18
275,2.2380,219.7232,35.8749,2016-18
276,2.6060,219.5714,35.8872,2016-18
277,3.6463,219.0604,35.9129,2016-18
278,4.2062,218.8339,35.9251,2016-18
