Cell,Age,Oxy,Sal,Hypoxia,Period
21765,64.7951,3.3503,28.6088,30.3571,2016-18
21780,64.6233,2.2555,28.4926,21.4286,2016-18
21789,64.4145,6.4701,29.2535,0.0000,2016-18
21790,64.4256,6.3119,29.2614,0.0000,2016-18
21791,64.4496,6.1714,29.2759,0.0000,2016-18
21792,64.4841,6.0754,29.2897,1.7857,2016-18
21795,64.4477,1.8024,28.4072,21.4286,2016-18
21804,64.4107,6.4907,29.2228,0.0000,2016-18
21805,64.4184,6.3664,29.2296,0.0000,2016-18
21806,64.4354,6.2141,29.2425,0.0000,2016-18
21807,64.4645,6.0971,29.2585,1.7857,2016-18
21810,64.3946,4.3921,28.7958,3.5714,2016-18
21811,64.4158,5.9261,29.0900,1.7857,2016-18
21812,64.3622,4.5980,28.7876,0.0000,2016-18
21821,64.4086,6.4908,29.1995,0.0000,2016-18
21822,64.4145,6.3895,29.2057,0.0000,2016-18
21823,64.4273,6.2490,29.2171,1.7857,2016-18
21824,64.4504,6.1268,29.2333,1.7857,2016-18
21827,64.3888,5.3522,28.9692,0.0000,2016-18
21828,64.4084,6.0481,29.0898,1.7857,2016-18
21829,64.3641,5.2019,28.8818,1.7857,2016-18
21830,64.4343,6.0818,29.1715,1.7857,2016-18
21831,64.4223,6.1664,29.1594,1.7857,2016-18
21832,64.3367,4.6350,28.7424,1.7857,2016-18
21833,64.3412,5.0379,28.8059,1.7857,2016-18
21842,64.4071,6.4484,29.1766,0.0000,2016-18
21843,64.4125,6.3780,29.1842,0.0000,2016-18
21844,64.4233,6.2530,29.1957,1.7857,2016-18
21845,64.4423,6.1327,29.2113,1.7857,2016-18
21848,64.3842,5.7195,28.9881,1.7857,2016-18
21849,64.4019,6.1460,29.0791,1.7857,2016-18
21850,64.3627,5.4097,28.9023,1.7857,2016-18
21851,64.4138,6.2416,29.1465,1.7857,2016-18
21852,64.3418,5.1796,28.8267,1.7857,2016-18
21853,64.4391,6.1135,29.1950,1.7857,2016-18
21854,64.4233,6.2131,29.1802,1.7857,2016-18
21855,64.4136,6.3124,29.1676,0.0000,2016-18
21856,64.3142,4.6122,28.6953,1.7857,2016-18
21857,64.3198,4.8927,28.7412,1.7857,2016-18
21858,64.3219,5.0007,28.7614,1.7857,2016-18
21867,64.4078,6.3682,29.1556,0.0000,2016-18
21868,64.4042,6.3177,29.1164,1.7857,2016-18
21871,64.3821,5.9120,28.9882,1.7857,2016-18
21872,64.3982,6.2315,29.0689,1.7857,2016-18
21873,64.3620,5.5715,28.9071,1.7857,2016-18
21874,64.4086,6.2916,29.1326,1.7857,2016-18
21875,64.3419,5.2568,28.8333,1.7857,2016-18
21876,64.3231,5.0124,28.7699,1.7857,2016-18
21877,64.2899,4.5719,28.6481,3.5714,2016-18
21878,64.2974,4.7814,28.6846,1.7857,2016-18
21879,64.3012,4.8584,28.7033,1.7857,2016-18
21880,64.3038,4.8372,28.7134,0.0000,2016-18
21889,64.4046,6.3292,29.0994,1.7857,2016-18
21890,64.4005,6.2794,29.0812,1.7857,2016-18
21891,64.4028,6.3250,29.0856,1.7857,2016-18
21906,64.3998,6.3178,29.0629,1.7857,2016-18
21907,64.3970,6.2565,29.0525,1.7857,2016-18
21922,64.3948,6.2845,29.0273,1.7857,2016-18
21923,64.3916,6.2188,29.0139,1.7857,2016-18
21936,64.3896,6.2465,28.9914,1.7857,2016-18
21937,64.3864,6.1858,28.9774,1.7857,2016-18
21950,64.3835,6.2108,28.9522,1.7857,2016-18
21951,64.3805,6.1631,28.9398,1.7857,2016-18
21965,64.3766,6.1862,28.9139,1.7857,2016-18
21966,64.3739,6.1806,28.9044,1.7857,2016-18
21982,64.3694,6.1792,28.8814,1.7857,2016-18
21983,64.3671,6.2124,28.8737,1.7857,2016-18
21998,64.3604,6.1935,28.8485,1.7857,2016-18
21999,64.3582,6.2655,28.8420,1.7857,2016-18
22013,64.3492,6.2266,28.8158,1.7857,2016-18
22014,64.3473,6.3230,28.8106,1.7857,2016-18
22016,61.9606,3.8953,27.0129,5.3571,2016-18
22017,62.2413,4.4375,27.3210,5.3571,2016-18
22018,62.2027,4.6418,27.3691,5.3571,2016-18
22019,62.0910,4.6835,27.3289,3.5714,2016-18
22028,64.3365,6.2616,28.7852,1.7857,2016-18
22029,64.3351,6.3559,28.7818,1.7857,2016-18
22031,61.8023,3.9642,26.9064,7.1429,2016-18
22032,61.9812,4.4803,27.1649,5.3571,2016-18
22033,61.9461,4.7055,27.2245,5.3571,2016-18
22034,61.8005,4.7467,27.1698,5.3571,2016-18
22043,64.3215,6.2930,28.7554,1.7857,2016-18
22044,64.3210,6.3752,28.7542,0.0000,2016-18
22046,62.7733,3.0003,26.7624,21.4286,2016-18
22047,62.0037,4.1472,26.9679,12.5000,2016-18
22048,65.0307,1.1148,26.7203,37.5000,2016-18
22049,61.7709,4.6799,27.0774,7.1429,2016-18
22050,61.6097,4.8135,27.0527,5.3571,2016-18
22057,64.3046,6.3220,28.7269,0.0000,2016-18
22058,64.3049,6.3929,28.7272,0.0000,2016-18
22060,63.2490,2.3626,26.6097,25.0000,2016-18
22061,62.1723,3.6557,26.7858,19.6429,2016-18
22062,64.4508,1.1855,26.5085,37.5000,2016-18
22063,61.6835,4.5145,26.9234,8.9286,2016-18
22064,65.3476,1.0723,26.8054,48.2143,2016-18
22065,64.7272,1.1155,26.5718,44.6429,2016-18
22066,61.4734,4.8444,26.9436,7.1429,2016-18
