Cell,Age,Oxy,Sal,Hypoxia,Period
19337,55.3684,7.2819,29.6686,0.0000,2016-18
19338,55.3725,7.2713,29.6673,0.0000,2016-18
19339,55.3761,7.2413,29.6664,0.0000,2016-18
19646,55.3682,7.2677,29.6696,0.0000,2016-18
19647,55.3719,7.2348,29.6684,0.0000,2016-18
19648,55.3749,7.1933,29.6672,0.0000,2016-18
19922,55.3680,7.2618,29.6706,0.0000,2016-18
19923,55.3715,7.2064,29.6696,0.0000,2016-18
19924,55.3745,7.1541,29.6682,0.0000,2016-18
20181,55.3679,7.2653,29.6716,0.0000,2016-18
20182,55.3703,7.1897,29.6705,0.0000,2016-18
20183,55.3739,7.1235,29.6696,0.0000,2016-18
20420,55.3679,7.2702,29.6726,0.0000,2016-18
20421,55.3699,7.1751,29.6716,0.0000,2016-18
20422,55.3734,7.1019,29.6709,0.0000,2016-18
20434,49.4270,10.7196,15.6887,7.1429,2016-18
20649,55.3678,7.2820,29.6733,0.0000,2016-18
20650,55.3699,7.1679,29.6729,0.0000,2016-18
20651,55.3730,7.0888,29.6720,0.0000,2016-18
20663,42.6011,10.5733,13.5676,5.3571,2016-18
20681,0.3521,9.7020,0.4559,19.6429,2016-18
20843,55.3965,8.1930,29.6149,0.0000,2016-18
20844,55.3716,7.9552,29.5790,0.0000,2016-18
20845,55.3647,7.8821,29.5733,0.0000,2016-18
20853,55.3678,7.2809,29.6738,0.0000,2016-18
20854,55.3695,7.1571,29.6733,0.0000,2016-18
20855,55.3720,7.0674,29.6723,0.0000,2016-18
20867,33.3225,10.3758,10.6851,5.3571,2016-18
20881,0.5161,9.7021,0.5044,8.9286,2016-18
20882,0.3221,9.7022,0.4471,17.8571,2016-18
21022,55.3993,7.7690,29.5955,0.0000,2016-18
21023,55.3871,7.6768,29.5865,0.0000,2016-18
21024,55.3827,7.6480,29.5862,0.0000,2016-18
21029,55.3678,7.2386,29.6739,0.0000,2016-18
21030,55.3694,7.1261,29.6730,0.0000,2016-18
21031,55.3712,7.0282,29.6710,0.0000,2016-18
21044,19.8966,10.0966,6.5153,5.3571,2016-18
21052,0.4267,9.7024,0.4777,7.1429,2016-18
21053,0.3128,9.7023,0.4444,17.8571,2016-18
21169,55.4109,7.3440,29.5939,0.0000,2016-18
21170,55.4032,7.3833,29.5897,0.0000,2016-18
21171,55.3998,7.3447,29.5958,0.0000,2016-18
21177,55.3673,7.1593,29.6719,0.0000,2016-18
