Cell,Age,Oxy,Sal,Period
1,18.9372,224.8977,35.9530,2016-18
2,18.7765,224.7392,35.9508,2016-18
3,18.1776,224.5854,35.9426,2016-18
4,16.8943,224.4660,35.9177,2016-18
5,16.2123,224.6209,35.8976,2016-18
6,15.8250,225.0079,35.8781,2016-18
7,13.5884,224.5251,35.8484,2016-18
8,15.7033,225.3286,35.8675,2016-18
9,12.7639,224.7032,35.8264,2016-18
10,14.3229,225.5367,35.8324,2016-18
11,14.8267,225.9807,35.8311,2016-18
12,13.0064,225.2068,35.8154,2016-18
13,13.2021,225.3520,35.8128,2016-18
14,14.2340,225.8363,35.8205,2016-18
15,13.3891,225.3954,35.8107,2016-18
16,13.5277,225.3163,35.8102,2016-18
17,12.8248,224.7675,35.8082,2016-18
18,13.7442,225.4208,35.8125,2016-18
19,11.5716,224.2059,35.7986,2016-18
20,12.0076,224.0806,35.8029,2016-18
21,11.9305,224.1316,35.8000,2016-18
22,12.0432,224.3487,35.7988,2016-18
23,12.3411,224.6729,35.7992,2016-18
24,12.6764,225.0118,35.7989,2016-18
25,12.8703,225.2764,35.7981,2016-18
26,12.6589,225.3230,35.7944,2016-18
27,12.4512,225.4258,35.7899,2016-18
28,13.2777,226.0394,35.7942,2016-18
29,14.1314,226.6231,35.7994,2016-18
30,12.4242,225.6225,35.7881,2016-18
31,13.5945,226.4053,35.7926,2016-18
32,11.9290,225.4831,35.7821,2016-18
33,11.5827,225.1592,35.7792,2016-18
34,12.3637,225.5516,35.7834,2016-18
35,10.7189,224.2710,35.7731,2016-18
36,11.5959,224.7033,35.7782,2016-18
37,13.2196,225.7156,35.7885,2016-18
38,11.5080,225.2492,35.7799,2016-18
39,13.1944,226.1663,35.7915,2016-18
40,11.9432,225.5761,35.7871,2016-18
41,12.8580,226.0217,35.7944,2016-18
42,10.2128,224.6639,35.7798,2016-18
43,11.9975,225.4201,35.7949,2016-18
44,19.1784,224.7622,35.9591,2016-18
45,19.3038,224.7401,35.9578,2016-18
46,19.0082,224.7162,35.9528,2016-18
47,18.8623,225.1029,35.9523,2016-18
48,18.4484,225.1737,35.9290,2016-18
49,17.8766,225.0760,35.9199,2016-18
50,16.7354,225.6650,35.8818,2016-18
51,16.2162,225.5515,35.8728,2016-18
52,15.5095,226.0237,35.8456,2016-18
53,15.7512,226.2768,35.8459,2016-18
54,15.1967,226.2705,35.8331,2016-18
55,15.3228,226.6117,35.8291,2016-18
56,15.7242,227.2020,35.8264,2016-18
57,15.2636,226.7424,35.8217,2016-18
58,15.5092,226.9023,35.8196,2016-18
59,15.7005,227.0456,35.8196,2016-18
60,13.9046,225.4248,35.8110,2016-18
61,16.5050,227.7535,35.8211,2016-18
62,15.1233,226.4473,35.8130,2016-18
63,14.1088,225.6494,35.8087,2016-18
64,14.1533,225.8101,35.8072,2016-18
65,14.2228,225.9832,35.8063,2016-18
66,14.4077,226.2228,35.8062,2016-18
67,14.5073,226.4050,35.8066,2016-18
68,14.3208,226.4576,35.8036,2016-18
69,14.4995,226.8018,35.8024,2016-18
70,15.4467,227.6504,35.8069,2016-18
71,16.0491,227.9975,35.8057,2016-18
72,14.6319,227.0737,35.7977,2016-18
73,16.5381,228.3822,35.8104,2016-18
74,13.8596,226.5426,35.7915,2016-18
75,15.0340,227.1508,35.7968,2016-18
76,16.3975,227.6723,35.8047,2016-18
77,14.7179,226.5415,35.7967,2016-18
78,15.4934,227.1691,35.8010,2016-18
79,15.8156,227.7148,35.8043,2016-18
80,16.1919,228.0389,35.8065,2016-18
81,15.4441,227.6224,35.8051,2016-18
82,13.0719,226.2308,35.7996,2016-18
83,15.4210,227.7337,35.8062,2016-18
84,13.7552,226.8509,35.7996,2016-18
85,11.7894,225.4210,35.7957,2016-18
86,12.8362,226.2698,35.7993,2016-18
87,19.7207,224.5383,35.9697,2016-18
88,20.0634,224.8871,35.9634,2016-18
89,19.7976,224.8481,35.9598,2016-18
90,19.0089,224.9012,35.9579,2016-18
91,19.7470,224.5482,35.9714,2016-18
92,19.3373,225.1451,35.9452,2016-18
93,17.9618,225.6033,35.9107,2016-18
94,17.1723,226.0700,35.8852,2016-18
95,16.7331,225.9957,35.8756,2016-18
96,19.3330,225.5144,35.9368,2016-18
97,18.4500,225.7088,35.9173,2016-18
98,16.5563,226.5369,35.8580,2016-18
99,15.9733,226.8391,35.8402,2016-18
100,16.7771,226.8866,35.8577,2016-18
101,16.2119,227.4315,35.8349,2016-18
102,16.2523,227.7666,35.8269,2016-18
103,16.6162,228.0412,35.8236,2016-18
104,16.6494,228.1721,35.8298,2016-18
105,17.0523,228.4791,35.8250,2016-18
106,17.3896,228.6148,35.8239,2016-18
107,15.9784,227.1821,35.8149,2016-18
108,17.8855,229.1110,35.8238,2016-18
109,17.7293,228.7153,35.8198,2016-18
110,15.7684,227.1223,35.8104,2016-18
111,15.6108,227.1293,35.8102,2016-18
112,15.6729,227.2969,35.8100,2016-18
113,15.5974,227.2929,35.8096,2016-18
114,15.0673,227.0668,35.8054,2016-18
115,15.7504,227.6345,35.8075,2016-18
116,16.8806,228.3961,35.8115,2016-18
117,17.4838,229.1199,35.8094,2016-18
118,17.7189,229.2165,35.8096,2016-18
119,16.4410,228.2799,35.8047,2016-18
120,18.2120,229.5616,35.8134,2016-18
121,18.9562,230.0792,35.8166,2016-18
122,17.1002,228.2401,35.8067,2016-18
123,18.5475,229.6284,35.8146,2016-18
124,19.2052,230.1615,35.8171,2016-18
125,18.6976,229.2194,35.8144,2016-18
126,17.4632,228.4522,35.8099,2016-18
127,17.8044,228.9592,35.8110,2016-18
128,18.2897,229.4583,35.8130,2016-18
129,17.6165,229.1058,35.8106,2016-18
130,17.7969,229.3229,35.8120,2016-18
131,13.6581,226.9096,35.7990,2016-18
132,13.0970,226.6937,35.7965,2016-18
133,16.2526,228.3796,35.8088,2016-18
134,18.1326,229.6809,35.8132,2016-18
135,11.2945,225.4124,35.7925,2016-18
136,12.7587,226.3681,35.7981,2016-18
137,13.1832,226.8338,35.7971,2016-18
138,20.3721,224.8171,35.9709,2016-18
139,20.2190,225.2099,35.9581,2016-18
140,19.6842,225.6332,35.9398,2016-18
141,20.4451,224.9342,35.9696,2016-18
142,20.2706,225.2211,35.9595,2016-18
143,19.2053,224.8911,35.9619,2016-18
144,19.9075,224.5766,35.9745,2016-18
145,20.4767,224.8050,35.9747,2016-18
146,18.5126,225.9113,35.9144,2016-18
147,17.9389,226.2166,35.8978,2016-18
148,17.3406,226.3843,35.8827,2016-18
149,17.3308,226.9026,35.8720,2016-18
150,19.3434,225.9249,35.9282,2016-18
151,16.8475,227.6560,35.8447,2016-18
152,17.6588,227.8677,35.8575,2016-18
153,16.9019,228.4244,35.8355,2016-18
154,17.4673,228.9517,35.8277,2016-18
155,17.5605,229.2078,35.8324,2016-18
156,18.4345,229.7342,35.8264,2016-18
157,18.3477,229.3415,35.8190,2016-18
158,17.3339,228.4212,35.8149,2016-18
159,19.1839,230.3747,35.8259,2016-18
160,17.9978,229.0319,35.8142,2016-18
161,17.0177,228.3266,35.8131,2016-18
162,17.6767,228.9084,35.8137,2016-18
163,17.0951,228.5003,35.8134,2016-18
164,17.8572,229.1131,35.8133,2016-18
165,17.1401,228.5209,35.8139,2016-18
166,18.6876,229.7337,35.8163,2016-18
167,19.3504,230.2849,35.8171,2016-18
168,19.8081,230.7575,35.8193,2016-18
169,19.0222,229.7375,35.8143,2016-18
170,20.4129,231.2256,35.8196,2016-18
171,19.8207,230.4037,35.8165,2016-18
172,19.9201,230.7323,35.8196,2016-18
173,20.3715,231.1524,35.8205,2016-18
174,20.8903,231.5870,35.8233,2016-18
175,19.2785,229.8602,35.8164,2016-18
176,20.0755,230.8667,35.8197,2016-18
177,20.5424,231.2760,35.8216,2016-18
178,19.0882,230.3147,35.8133,2016-18
179,18.9217,230.3202,35.8124,2016-18
180,20.0489,230.8694,35.8151,2016-18
181,19.7675,230.9547,35.8111,2016-18
182,19.0807,230.5124,35.8117,2016-18
183,13.9128,227.2435,35.7993,2016-18
184,13.8369,227.2850,35.7984,2016-18
185,16.5768,228.7356,35.8088,2016-18
186,18.3999,230.0391,35.8116,2016-18
187,17.6298,229.5448,35.8112,2016-18
188,19.3205,230.8174,35.8092,2016-18
189,10.7156,225.4341,35.7887,2016-18
190,12.7339,226.5405,35.7961,2016-18
191,13.2988,227.0540,35.7973,2016-18
192,13.9932,227.5239,35.7986,2016-18
193,20.4919,225.5778,35.9559,2016-18
194,20.1260,225.7947,35.9450,2016-18
195,20.1979,225.9732,35.9434,2016-18
196,20.7019,225.1624,35.9678,2016-18
197,20.6673,225.6171,35.9582,2016-18
198,20.6563,224.9451,35.9730,2016-18
199,19.3373,224.9148,35.9641,2016-18
200,19.9547,224.6568,35.9749,2016-18
201,20.1773,224.6682,35.9784,2016-18
202,19.4241,226.1346,35.9247,2016-18
203,18.8273,226.4535,35.9094,2016-18
204,18.2088,226.4955,35.8977,2016-18
205,18.7533,227.1580,35.8898,2016-18
206,19.1829,228.3373,35.8719,2016-18
207,20.2172,226.1836,35.9392,2016-18
208,20.0466,226.2527,35.9310,2016-18
209,17.5000,228.7879,35.8421,2016-18
210,19.2202,229.5092,35.8510,2016-18
211,17.9935,229.6222,35.8377,2016-18
212,18.5497,229.9988,35.8313,2016-18
213,19.0359,230.4690,35.8331,2016-18
214,19.5730,230.7538,35.8275,2016-18
215,19.6793,230.6677,35.8203,2016-18
216,20.2372,231.2568,35.8218,2016-18
217,19.3448,230.3031,35.8180,2016-18
218,20.6361,231.6630,35.8222,2016-18
219,19.9419,230.8890,35.8197,2016-18
220,19.1274,230.1991,35.8164,2016-18
221,20.4494,231.3777,35.8220,2016-18
222,19.6817,230.7423,35.8174,2016-18
223,19.3276,230.2991,35.8169,2016-18
224,20.3309,231.3054,35.8193,2016-18
225,19.9452,230.8864,35.8188,2016-18
226,20.5582,231.4151,35.8207,2016-18
227,21.4921,232.1494,35.8220,2016-18
228,21.0483,231.6335,35.8183,2016-18
229,21.7567,232.4885,35.8267,2016-18
230,20.7596,231.5699,35.8151,2016-18
231,21.0632,231.7301,35.8245,2016-18
232,21.8722,232.5995,35.8300,2016-18
233,21.0877,231.8837,35.8227,2016-18
234,19.9541,231.2356,35.8089,2016-18
235,20.8043,231.8304,35.8108,2016-18
236,20.6175,231.7870,35.8088,2016-18
237,20.1498,231.5053,35.8053,2016-18
238,19.8733,231.3638,35.8041,2016-18
239,16.2702,228.7090,35.8062,2016-18
240,16.3965,228.8612,35.8070,2016-18
241,15.5054,228.3816,35.8036,2016-18
242,17.5479,229.5814,35.8100,2016-18
243,19.1618,230.7511,35.8090,2016-18
244,18.4504,230.2727,35.8103,2016-18
245,20.0771,231.5189,35.8027,2016-18
246,10.1829,225.4973,35.7855,2016-18
247,12.7965,226.7679,35.7939,2016-18
248,13.4499,227.2990,35.7977,2016-18
249,14.2191,227.7829,35.7998,2016-18
250,15.7044,228.5903,35.8048,2016-18
251,15.5853,228.6122,35.8036,2016-18
252,20.8187,225.6598,35.9591,2016-18
253,20.6529,225.9762,35.9539,2016-18
254,20.7577,226.0797,35.9546,2016-18
255,20.3200,226.3325,35.9392,2016-18
256,20.7656,225.1919,35.9675,2016-18
257,20.9469,225.4961,35.9622,2016-18
258,20.7419,225.0630,35.9714,2016-18
259,20.1182,224.6882,35.9790,2016-18
260,20.4429,224.9293,35.9762,2016-18
261,19.4918,224.9282,35.9660,2016-18
262,20.2018,226.5119,35.9288,2016-18
263,20.0495,226.8330,35.9206,2016-18
264,18.9407,226.7973,35.9054,2016-18
265,19.6550,227.5315,35.8990,2016-18
266,20.3487,228.8326,35.8815,2016-18
267,20.8011,230.2673,35.8597,2016-18
268,20.3243,226.5030,35.9364,2016-18
269,20.5067,226.7626,35.9298,2016-18
270,19.4712,230.4509,35.8385,2016-18
271,21.2317,231.4840,35.8417,2016-18
272,20.0430,231.1211,35.8386,2016-18
273,20.2474,231.3681,35.8316,2016-18
274,20.9570,231.9048,35.8368,2016-18
275,21.1622,232.1270,35.8292,2016-18
276,21.1047,232.0564,35.8246,2016-18
277,21.7141,232.6126,35.8267,2016-18
278,21.1710,232.1689,35.8236,2016-18
279,21.7731,232.6597,35.8259,2016-18
280,21.1034,231.9961,35.8243,2016-18
281,21.5962,232.4713,35.8255,2016-18
282,21.0272,231.9550,35.8211,2016-18
283,21.5526,232.4613,35.8224,2016-18
284,21.9999,232.9686,35.8198,2016-18
285,21.6176,232.4895,35.8148,2016-18
286,22.1656,233.2517,35.8252,2016-18
287,21.1921,232.2890,35.8091,2016-18
288,22.3761,233.4325,35.8314,2016-18
289,21.9922,232.7002,35.8267,2016-18
290,22.5559,233.4859,35.8299,2016-18
291,22.1656,232.9519,35.8254,2016-18
292,20.7414,231.9462,35.8070,2016-18
293,21.2579,232.4408,35.8072,2016-18
294,20.6131,231.9190,35.8018,2016-18
295,20.4065,231.8667,35.7986,2016-18
296,21.0416,232.2926,35.8022,2016-18
297,21.0127,232.2273,35.7990,2016-18
298,17.5820,229.7344,35.8090,2016-18
299,17.6124,229.8234,35.8085,2016-18
300,18.5699,230.3970,35.8096,2016-18
301,19.5862,231.1368,35.8060,2016-18
302,20.2541,231.7020,35.8000,2016-18
303,20.6175,231.9984,35.7967,2016-18
304,9.9251,225.6755,35.7838,2016-18
305,12.9898,227.0807,35.7938,2016-18
306,13.6979,227.6382,35.7972,2016-18
307,14.5471,228.1418,35.8004,2016-18
308,15.7558,228.8088,35.8045,2016-18
309,15.6401,228.8178,35.8038,2016-18
310,17.1579,229.6676,35.8071,2016-18
311,21.1554,225.7546,35.9636,2016-18
