Cell,Age,Oxy,Sal,Hypoxia,Period
21936,57.3133,6.0224,26.1226,7.1429,2016-18
21937,57.7123,6.0470,26.3021,8.9286,2016-18
21950,56.9112,5.9732,25.9323,7.1429,2016-18
21951,57.0946,5.9947,26.0155,8.9286,2016-18
21965,56.4781,5.9268,25.7292,7.1429,2016-18
21966,56.3963,5.9479,25.6937,8.9286,2016-18
21982,56.0195,5.8886,25.5161,7.1429,2016-18
21983,55.6065,5.9077,25.3291,7.1429,2016-18
21998,55.5001,5.8501,25.2757,8.9286,2016-18
21999,54.9323,5.8689,25.0180,7.1429,2016-18
22013,54.9691,5.8103,25.0301,7.1429,2016-18
22014,54.3745,5.8310,24.7593,7.1429,2016-18
22028,54.4504,5.7706,24.7896,7.1429,2016-18
22029,53.8619,5.7950,24.5197,8.9286,2016-18
22043,53.9239,5.7316,24.5448,10.7143,2016-18
22044,53.4087,5.7603,24.3076,8.9286,2016-18
22050,37.4312,3.8102,17.1081,16.0714,2016-18
22057,53.4279,5.6954,24.3133,8.9286,2016-18
22058,52.9331,5.7284,24.0858,8.9286,2016-18
22060,36.4020,2.7038,16.2504,23.2143,2016-18
22061,36.1609,3.2309,16.3408,19.6429,2016-18
22063,36.4052,3.5716,16.5770,17.8571,2016-18
22066,36.9628,3.7262,16.8782,17.8571,2016-18
22071,53.0398,5.6623,24.1317,8.9286,2016-18
22072,52.4447,5.7011,23.8621,7.1429,2016-18
22074,36.4443,2.8470,16.3240,19.6429,2016-18
22075,36.2707,3.2671,16.4026,17.8571,2016-18
22076,36.3916,3.5433,16.5632,17.8571,2016-18
22077,36.7191,3.6756,16.7550,17.8571,2016-18
22084,52.5902,5.6362,23.9239,7.1429,2016-18
22085,52.0108,5.6781,23.6641,7.1429,2016-18
22087,36.2037,3.0631,16.2836,19.6429,2016-18
22088,36.0430,3.3649,16.3274,14.2857,2016-18
22089,36.0756,3.5565,16.4231,14.2857,2016-18
22090,36.2969,3.6628,16.5638,12.5000,2016-18
22097,51.7486,5.6130,23.5514,7.1429,2016-18
22098,51.0143,5.6533,23.2262,7.1429,2016-18
22100,42.4837,4.2153,19.2601,21.4286,2016-18
22101,42.4537,4.2534,19.2654,19.6429,2016-18
22102,42.6168,4.2786,19.3547,21.4286,2016-18
22103,42.7906,4.2756,19.4412,23.2143,2016-18
22110,50.7705,5.5889,23.1202,7.1429,2016-18
22111,50.5712,5.6229,23.0284,7.1429,2016-18
22113,45.2159,4.8092,20.5820,16.0714,2016-18
22114,44.9226,4.7710,20.4460,12.5000,2016-18
22115,44.6844,4.7129,20.3329,12.5000,2016-18
22116,44.5886,4.6640,20.2846,12.5000,2016-18
22123,48.9046,5.5687,22.3099,5.3571,2016-18
22124,48.7764,5.5996,22.2498,5.3571,2016-18
22126,45.4141,5.0415,20.6946,14.2857,2016-18
22127,45.3496,5.0585,20.6666,14.2857,2016-18
22128,45.2583,5.0857,20.6286,14.2857,2016-18
22129,45.4985,5.2053,20.7499,8.9286,2016-18
22130,46.7629,5.4287,21.3355,8.9286,2016-18
22137,47.3688,5.5500,21.6440,5.3571,2016-18
22141,45.2503,5.0899,20.6280,14.2857,2016-18
22142,45.3199,5.1309,20.6621,14.2857,2016-18
22143,45.3111,5.2029,20.6674,12.5000,2016-18
22144,45.3962,5.3237,20.7228,10.7143,2016-18
22145,45.9007,5.4303,20.9583,10.7143,2016-18
22146,47.1067,5.4585,21.4916,10.7143,2016-18
22147,46.2183,5.4468,21.1014,10.7143,2016-18
22154,46.6954,5.5335,21.3487,5.3571,2016-18
22155,44.0765,5.5652,20.2231,7.1429,2016-18
22158,45.0452,5.1152,20.5428,14.2857,2016-18
22159,45.3299,5.1452,20.6716,14.2857,2016-18
22160,45.6083,5.1931,20.7971,14.2857,2016-18
22161,45.6609,5.2784,20.8299,12.5000,2016-18
22162,47.4945,5.4879,21.6644,8.9286,2016-18
22163,46.6531,5.4531,21.2931,8.9286,2016-18
22168,48.2282,5.4994,21.9829,8.9286,2016-18
22169,47.0583,5.4755,21.4710,8.9286,2016-18
22172,45.2419,5.1288,20.6335,14.2857,2016-18
22173,45.6808,5.1446,20.8278,14.2857,2016-18
22174,45.9683,5.1804,20.9546,14.2857,2016-18
22175,46.0614,5.2422,20.9996,14.2857,2016-18
22180,45.9115,5.1247,20.9276,14.2857,2016-18
22181,46.4277,5.1239,21.1534,14.2857,2016-18
22182,46.5003,5.1602,21.1857,14.2857,2016-18
22183,46.5125,5.2116,21.1931,16.0714,2016-18
22188,54.9122,3.9081,24.8117,35.7143,2016-18
22189,47.1339,5.0877,21.4591,14.2857,2016-18
22190,47.0200,5.1291,21.4103,14.2857,2016-18
22191,46.9198,5.1735,21.3680,16.0714,2016-18
22196,54.7311,4.0725,24.7312,35.7143,2016-18
22197,54.8554,3.9169,24.7864,35.7143,2016-18
22198,47.3576,5.0813,21.5550,12.5000,2016-18
22199,47.1351,5.1212,21.4595,16.0714,2016-18
22204,54.6179,4.1754,24.6800,30.3571,2016-18
22205,47.5731,4.9989,21.6451,14.2857,2016-18
22206,47.4977,5.0305,21.6129,14.2857,2016-18
22207,47.1735,5.0595,21.4735,16.0714,2016-18
22211,47.4100,5.0480,21.5738,14.2857,2016-18
22212,47.4833,4.9789,21.6023,14.2857,2016-18
22213,47.5260,4.9758,21.6206,16.0714,2016-18
22214,47.3655,4.9793,21.5511,17.8571,2016-18
22218,46.9563,5.0308,21.3729,14.2857,2016-18
22219,47.0917,4.9724,21.4281,14.2857,2016-18
22220,47.3139,4.9397,21.5229,16.0714,2016-18
22221,47.3669,4.9171,21.5445,17.8571,2016-18
22225,46.4188,5.0004,21.1324,14.2857,2016-18
22226,46.6686,4.9393,21.2364,16.0714,2016-18
22227,46.7842,4.9106,21.2839,17.8571,2016-18
22228,47.0796,4.8731,21.4106,17.8571,2016-18
22230,34.6357,2.7002,15.5281,26.7857,2016-18
22232,46.5886,4.8889,21.1969,16.0714,2016-18
22233,46.5465,4.8393,21.1705,19.6429,2016-18
22234,46.3717,4.8331,21.0882,17.8571,2016-18
22235,46.6794,4.7856,21.2172,17.8571,2016-18
22237,37.8603,2.1618,16.7706,32.1429,2016-18
22239,46.6830,4.7576,21.2255,23.2143,2016-18
22240,46.3119,4.7153,21.0513,25.0000,2016-18
22241,45.9328,4.6918,20.8695,23.2143,2016-18
22242,45.5102,4.5853,20.6476,23.2143,2016-18
22243,46.4790,3.9738,21.0171,25.0000,2016-18
22245,41.1266,2.4361,18.2913,30.3571,2016-18
22247,46.9011,4.6450,21.3132,25.0000,2016-18
22248,46.3834,4.5981,21.0759,25.0000,2016-18
22249,46.1243,4.5677,20.9483,25.0000,2016-18
22250,45.7144,4.4549,20.7378,26.7857,2016-18
22251,44.4349,3.0422,19.8951,28.5714,2016-18
22254,47.0395,4.5328,21.3656,25.0000,2016-18
22255,46.7968,4.4546,21.2465,26.7857,2016-18
22256,46.6914,4.4169,21.1889,26.7857,2016-18
22257,46.4885,4.3240,21.0807,26.7857,2016-18
22260,46.9339,4.3990,21.3066,26.7857,2016-18
22261,47.1376,4.2777,21.3779,28.5714,2016-18
22262,47.1552,4.2415,21.3774,26.7857,2016-18
22263,47.1551,4.1700,21.3651,26.7857,2016-18
22266,47.1100,4.1572,21.3410,26.7857,2016-18
22267,47.3231,4.0882,21.4305,26.7857,2016-18
22268,47.7929,2.6248,21.2479,33.9286,2016-18
22269,47.3731,4.0773,21.4512,26.7857,2016-18
22270,47.4267,4.0376,21.4689,26.7857,2016-18
22273,47.2519,3.9168,21.3611,30.3571,2016-18
22274,47.3881,3.8611,21.4134,30.3571,2016-18
22275,47.3344,3.8767,21.3970,30.3571,2016-18
22276,48.7099,1.6349,21.4821,33.9286,2016-18
22277,47.4562,3.8779,21.4538,28.5714,2016-18
22280,47.3493,3.6605,21.3418,32.1429,2016-18
22281,57.2588,1.9593,25.1863,35.7143,2016-18
22282,57.1311,2.0576,25.1517,35.7143,2016-18
22283,56.9016,2.2039,25.0874,35.7143,2016-18
22287,47.0948,3.4897,21.1885,32.1429,2016-18
22288,47.4005,3.3376,21.2739,32.1429,2016-18
22289,57.0651,2.0781,25.1300,33.9286,2016-18
22290,56.5983,2.3527,24.9936,35.7143,2016-18
22294,46.8443,3.3306,21.0390,32.1429,2016-18
22295,47.0436,3.1965,21.0844,32.1429,2016-18
22296,47.5244,3.2090,21.2910,32.1429,2016-18
22297,47.7792,3.2750,21.4189,32.1429,2016-18
22301,46.5756,3.0664,20.8589,32.1429,2016-18
22302,46.6312,2.9999,20.8648,32.1429,2016-18
22303,47.0644,3.0033,21.0498,32.1429,2016-18
22304,47.3605,3.0485,21.1895,32.1429,2016-18
22308,34.0922,3.7904,15.6838,23.2143,2016-18
22309,44.5070,2.8690,19.9439,32.1429,2016-18
22310,45.6745,2.8060,20.4320,32.1429,2016-18
22311,46.7319,2.8005,20.8837,33.9286,2016-18
22316,30.6334,3.8203,14.2271,23.2143,2016-18
22317,31.4068,3.7591,14.5411,23.2143,2016-18
22318,31.5830,3.6549,14.5933,25.0000,2016-18
22319,32.6877,3.6558,15.0606,26.7857,2016-18
22347,24.3681,3.7295,11.5442,30.3571,2016-18
22427,3.5039,5.2884,3.4179,17.8571,2016-18
22428,3.4902,5.3061,3.4206,17.8571,2016-18
22429,3.4857,5.3124,3.4216,17.8571,2016-18
22430,3.4824,5.3088,3.4223,17.8571,2016-18
22440,3.4969,5.2852,3.4192,17.8571,2016-18
22441,3.4842,5.3026,3.4218,17.8571,2016-18
22442,3.4761,5.3087,3.4235,17.8571,2016-18
22443,3.4724,5.3037,3.4243,17.8571,2016-18
22455,3.4870,5.2930,3.4211,17.8571,2016-18
22456,3.4767,5.2977,3.4233,17.8571,2016-18
22457,3.4680,5.3013,3.4252,17.8571,2016-18
22458,3.4639,5.2958,3.4261,17.8571,2016-18
22472,3.4793,5.2809,3.4227,17.8571,2016-18
22473,3.4678,5.2875,3.4252,14.2857,2016-18
22474,3.4588,5.2925,3.4271,14.2857,2016-18
22475,3.4549,5.2865,3.4280,16.0714,2016-18
22491,3.4451,5.2782,3.4301,14.2857,2016-18
22542,3.4065,5.2725,3.4394,14.2857,2016-18
22561,3.3929,5.2804,3.4432,16.0714,2016-18
22562,3.3906,5.2762,3.4437,16.0714,2016-18
22580,3.4046,5.2285,3.4401,16.0714,2016-18
22581,3.3889,5.2675,3.4445,16.0714,2016-18
22582,3.3782,5.2829,3.4475,16.0714,2016-18
22583,3.3772,5.2762,3.4476,16.0714,2016-18
22600,3.3896,5.2247,3.4444,16.0714,2016-18
22601,3.3754,5.2712,3.4486,16.0714,2016-18
22602,3.3654,5.2866,3.4514,16.0714,2016-18
22603,3.3659,5.2766,3.4511,16.0714,2016-18
22622,3.3775,5.2819,3.4482,16.0714,2016-18
22623,3.3671,5.3124,3.4514,16.0714,2016-18
22624,3.3546,5.3116,3.4550,16.0714,2016-18
22625,3.3557,5.2958,3.4545,16.0714,2016-18
22648,3.3772,5.3505,3.4485,16.0714,2016-18
22649,3.3689,5.3581,3.4512,16.0714,2016-18
22650,3.3458,5.3445,3.4582,16.0714,2016-18
22651,3.3445,5.3357,3.4585,16.0714,2016-18
22671,3.3770,5.2909,3.4480,16.0714,2016-18
22672,3.3673,5.1938,3.4504,16.0714,2016-18
22673,3.3350,5.3344,3.4619,16.0714,2016-18
22674,3.3310,5.3318,3.4633,16.0714,2016-18
22693,3.3753,5.1782,3.4480,16.0714,2016-18
22694,3.3546,5.2009,3.4547,16.0714,2016-18
22695,3.3217,5.3266,3.4667,16.0714,2016-18
22696,3.3159,5.3241,3.4690,16.0714,2016-18
22716,3.3693,5.2012,3.4499,16.0714,2016-18
22717,3.3431,5.2340,3.4589,16.0714,2016-18
22718,3.3155,5.3215,3.4692,16.0714,2016-18
22719,3.3094,5.3154,3.4715,14.2857,2016-18
22738,3.3599,5.2317,3.4529,16.0714,2016-18
22739,3.3286,5.2899,3.4642,16.0714,2016-18
22740,3.3120,5.2966,3.4706,16.0714,2016-18
22741,3.3069,5.2863,3.4723,16.0714,2016-18
22764,3.3469,5.2958,3.4574,16.0714,2016-18
22765,3.3143,5.3380,3.4699,16.0714,2016-18
22766,3.3000,5.3071,3.4755,16.0714,2016-18
22767,3.2958,5.2904,3.4771,16.0714,2016-18
22787,3.3372,5.2749,3.4607,14.2857,2016-18
22788,3.3022,5.3094,3.4744,16.0714,2016-18
22789,3.2887,5.2834,3.4799,16.0714,2016-18
22808,3.3165,5.2479,3.4682,14.2857,2016-18
22809,3.2925,5.3020,3.4782,16.0714,2016-18
22810,3.2836,5.2856,3.4820,16.0714,2016-18
22829,3.3097,5.2320,3.4708,16.0714,2016-18
22830,3.2883,5.2881,3.4797,16.0714,2016-18
22831,3.2796,5.2925,3.4837,16.0714,2016-18
22832,3.2777,5.2782,3.4848,16.0714,2016-18
22849,3.3011,5.1859,3.4739,16.0714,2016-18
22850,3.2843,5.2458,3.4812,16.0714,2016-18
22851,3.2757,5.2991,3.4855,16.0714,2016-18
22852,3.2725,5.2992,3.4873,16.0714,2016-18
22869,3.2920,5.1829,3.4778,16.0714,2016-18
22870,3.2782,5.2568,3.4841,16.0714,2016-18
22871,3.2734,5.2904,3.4865,16.0714,2016-18
22872,3.2680,5.3096,3.4896,16.0714,2016-18
22890,3.2712,5.2258,3.4880,14.2857,2016-18
22891,3.2708,5.2775,3.4878,16.0714,2016-18
22892,3.2709,5.2947,3.4875,16.0714,2016-18
22893,3.2659,5.3109,3.4908,16.0714,2016-18
22912,3.2600,5.2680,3.4940,14.2857,2016-18
22913,3.2651,5.2943,3.4906,16.0714,2016-18
22914,3.2685,5.2865,3.4886,16.0714,2016-18
22915,3.2635,5.3030,3.4919,16.0714,2016-18
22934,3.2514,5.2797,3.4988,16.0714,2016-18
22935,3.2635,5.2836,3.4911,16.0714,2016-18
22936,3.2654,5.2807,3.4901,17.8571,2016-18
22937,3.2588,5.3171,3.4944,16.0714,2016-18
22948,3.2428,5.2965,3.5039,16.0714,2016-18
22949,3.2622,5.2793,3.4916,16.0714,2016-18
22950,3.2692,5.2262,3.4873,17.8571,2016-18
22951,3.2540,5.3164,3.4968,16.0714,2016-18
22961,3.2355,5.3124,3.5085,14.2857,2016-18
22962,3.2605,5.2795,3.4926,16.0714,2016-18
22963,3.2681,5.2392,3.4881,17.8571,2016-18
22964,3.2557,5.2961,3.4956,16.0714,2016-18
22973,3.2270,5.3285,3.5139,14.2857,2016-18
22974,3.2560,5.2848,3.4950,16.0714,2016-18
22975,3.2612,5.2612,3.4918,17.8571,2016-18
22976,3.2502,5.3074,3.4987,16.0714,2016-18
22985,3.2141,5.3325,3.5220,7.1429,2016-18
22986,3.2194,5.3387,3.5185,16.0714,2016-18
22987,3.2452,5.2828,3.5012,16.0714,2016-18
22988,3.2416,5.3005,3.5035,16.0714,2016-18
22998,3.2125,5.3262,3.5221,14.2857,2016-18
22999,3.2368,5.2117,3.5052,16.0714,2016-18
23000,3.2396,5.2533,3.5042,16.0714,2016-18
23009,3.2041,5.3250,3.5279,7.1429,2016-18
23010,3.2071,5.3300,3.5256,14.2857,2016-18
23011,3.2320,5.1791,3.5079,16.0714,2016-18
23012,3.2247,5.3116,3.5135,14.2857,2016-18
23021,3.2004,5.3249,3.5308,3.5714,2016-18
23022,3.2053,5.3194,3.5268,16.0714,2016-18
23023,3.2271,5.1808,3.5107,16.0714,2016-18
23024,3.2262,5.2519,3.5115,16.0714,2016-18
23033,3.2044,5.2881,3.5270,14.2857,2016-18
23034,3.2157,5.2561,3.5184,16.0714,2016-18
23035,3.2219,5.2064,3.5139,16.0714,2016-18
23036,3.2247,5.2335,3.5118,16.0714,2016-18
23045,3.2089,5.2497,3.5236,14.2857,2016-18
23046,3.2141,5.2488,3.5192,16.0714,2016-18
23047,3.2173,5.2213,3.5169,16.0714,2016-18
23048,3.2234,5.1786,3.5127,16.0714,2016-18
23054,3.2073,5.2377,3.5246,14.2857,2016-18
23055,3.2111,5.2250,3.5212,16.0714,2016-18
23056,3.2120,5.2373,3.5204,16.0714,2016-18
23057,3.2162,5.2430,3.5172,16.0714,2016-18
23060,3.2033,5.2098,3.5274,16.0714,2016-18
23061,3.2072,5.2346,3.5239,16.0714,2016-18
23062,3.2068,5.2489,3.5239,16.0714,2016-18
23063,3.2095,5.2447,3.5217,16.0714,2016-18
23066,3.1982,5.2160,3.5311,16.0714,2016-18
23067,3.2039,5.2209,3.5263,17.8571,2016-18
23068,3.2033,5.2283,3.5263,17.8571,2016-18
23069,3.2028,5.2479,3.5263,16.0714,2016-18
23072,3.1913,5.2281,3.5365,16.0714,2016-18
23073,3.2003,5.2302,3.5290,17.8571,2016-18
23074,3.1995,5.2299,3.5290,17.8571,2016-18
23075,3.1968,5.2298,3.5304,16.0714,2016-18
23078,3.1755,5.2477,3.5481,14.2857,2016-18
23079,3.1884,5.2468,3.5371,16.0714,2016-18
23080,3.1898,5.2187,3.5357,17.8571,2016-18
23081,3.1854,5.2459,3.5384,16.0714,2016-18
23084,3.1644,5.2472,3.5568,14.2857,2016-18
23085,3.1776,5.2385,3.5448,16.0714,2016-18
23086,3.1804,5.2214,3.5423,17.8571,2016-18
23087,3.1759,5.2594,3.5451,16.0714,2016-18
23090,3.1553,5.2539,3.5644,14.2857,2016-18
23091,3.1697,5.2379,3.5507,16.0714,2016-18
23092,3.1734,5.2174,3.5474,17.8571,2016-18
23093,3.1679,5.2674,3.5509,16.0714,2016-18
23096,3.1458,5.2601,3.5730,14.2857,2016-18
23097,3.1641,5.2351,3.5551,16.0714,2016-18
23098,3.1663,5.2220,3.5530,17.8571,2016-18
23099,3.1627,5.2574,3.5540,14.2857,2016-18
23102,3.1337,5.2890,3.5838,14.2857,2016-18
23103,3.1467,5.2618,3.5699,14.2857,2016-18
23104,3.1621,5.2166,3.5561,19.6429,2016-18
23105,3.1598,5.2004,3.5547,16.0714,2016-18
23108,3.1227,5.2966,3.5939,12.5000,2016-18
23109,3.1257,5.2888,3.5901,14.2857,2016-18
23110,3.1507,5.2212,3.5653,16.0714,2016-18
23111,3.1500,5.2349,3.5607,14.2857,2016-18
23114,3.1220,5.2664,3.5957,14.2857,2016-18
23115,3.1261,5.2484,3.5900,14.2857,2016-18
23116,3.1347,5.2145,3.5792,14.2857,2016-18
23117,3.1300,5.2007,3.5666,14.2857,2016-18
23120,3.1211,5.2288,3.5972,14.2857,2016-18
23121,3.1132,5.2623,3.6036,14.2857,2016-18
23122,3.1256,5.2036,3.5887,14.2857,2016-18
23123,3.1138,5.1716,3.5657,14.2857,2016-18
23126,3.1150,5.2303,3.6031,14.2857,2016-18
23127,3.1047,5.2615,3.6123,14.2857,2016-18
23128,3.1163,5.2174,3.5994,14.2857,2016-18
23129,3.1236,5.1791,3.5875,14.2857,2016-18
23132,3.1052,5.2823,3.6121,14.2857,2016-18
23134,3.1083,5.2426,3.6090,14.2857,2016-18
23135,3.1185,5.2669,3.5993,14.2857,2016-18
23138,3.0933,5.2652,3.6228,14.2857,2016-18
